,kohls_male,kohls_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.28299347,-0.61244804,"('unsociable', 'sociable')",-0.028500872,-0.22876787,-0.1557472,-0.420608,-0.2648608
1,-1.684771,-1.769031,"('unfriendly', 'friendly')",0.976773,0.84306574,-0.353999,-0.4629827,-0.1089837
2,0.49025053,0.5021895,"('unlikable', 'likable')",0.36010966,0.36921555,0.4251801,0.4357025,0.0105224
3,-0.26560563,-0.21549183,"('repellent', 'pleasant')",0.6586295,0.666471,0.1965119,0.2254896,0.0289777
4,0.13123743,0.12159762,"('disliked', 'liked')",-6.6686044,-6.5405855,-3.2686834,-3.2094939,0.0591895
5,-0.861383,-0.9222118,"('distant', 'outgoing')",-0.5764445,-0.5219341,-0.7189138,-0.722073,-0.0031592
6,-1.2692122,-1.2629466,"('distant', 'open')",-0.7861752,-0.7590102,-1.0276937,-1.0109785,0.0167152
7,-0.31829566,-0.21978226,"('insensitive', 'sensitive')",0.18696529,0.2598088,-0.0656652,0.0200133,0.0856785
8,-0.92941535,-1.0417554,"('unaffectionate', 'affectionate')",0.27522403,0.1954062,-0.3270957,-0.4231746,-0.0960789
9,-0.8962923,-1.0061957,"('unaffectionate', 'caring')",0.982421,0.9576302,0.0430643,-0.0242827,-0.067347
10,-0.7358581,-0.9524246,"('unsympathetic', 'sympathetic')",-0.40756962,-0.5568147,-0.5717139,-0.7546196,-0.1829057
11,-0.64356387,-0.801527,"('unhelpful', 'helpful')",1.8182198,1.8174644,0.587328,0.5079687,-0.0793593
12,-0.45415923,-0.48257962,"('unsupportive', 'supportive')",-2.1923528,-2.1293666,-1.323256,-1.3059732,0.0172828
13,0.43401793,0.2210708,"('impolite', 'polite')",-0.105967805,-0.19187585,0.1640251,0.0145975,-0.1494276
14,0.31025094,0.21273643,"('antisocial', 'social')",0.021700721,-0.0045228265,0.1659758,0.1041068,-0.061869
15,0.09540411,-0.0328883,"('boring', 'funny')",0.1450332,0.07841867,0.1202186,0.0227652,-0.0974534
16,-0.44103613,-0.39689133,"('unpopular', 'popular')",0.41722384,0.397105,-0.0119061,0.0001068,0.0120129
17,-0.9082835,-0.87400395,"('nasty', 'nice')",-0.7701626,-0.73024374,-0.839223,-0.8021238,0.0370992
18,-0.3835046,-0.2749136,"('disagreeable', 'welcoming')",-0.74924207,-0.78623414,-0.5663733,-0.5305738,0.0357995
19,-0.5294623,-0.6430216,"('inhospitable', 'hospitable')",-0.58251417,-0.61667407,-0.5559882,-0.6298478,-0.0738596
20,-0.15018125,-0.17856409,"('rough', 'thoughtful')",0.8222366,0.75068486,0.3360277,0.2860604,-0.0499673
21,-0.052629154,-0.19478925,"('immoral', 'moral')",-0.57761693,-0.5655505,-0.3151231,-0.3801699,-0.0650468
22,-0.09481862,-0.042554043,"('untrustworthy', 'trustworthy')",-1.2466983,-1.1607063,-0.6707584,-0.6016302,0.0691282
23,-0.15002224,-0.34686613,"('insincere', 'sincere')",5.9004273,5.819089,2.8752027,2.7361114,-0.1390913
24,-0.5359786,-0.5663597,"('dishonest', 'honest')",0.7368808,0.7660312,0.1004511,0.0998358,-0.0006153
25,-0.537518,-0.5075284,"('egoistic', 'altruistic')",0.5275597,0.5809341,-0.0049792,0.0367028,0.041682
26,-0.80536705,-0.86226153,"('hardhearted', 'benevolent')",1.1700474,1.0054468,0.1823402,0.0715926,-0.1107476
27,-0.6320002,-0.4572563,"('hardhearted', 'softhearted')",0.75235814,0.7106244,0.060179,0.1266841,0.0665051
28,-1.4502988,-1.6395295,"('disloyal', 'loyal')",0.9946753,0.8982753,-0.2278118,-0.3706271,-0.1428153
29,-0.95559084,-0.9161868,"('unfair', 'fair')",-0.33332422,-0.38345113,-0.6444575,-0.649819,-0.0053615
30,0.49979663,0.3517167,"('intolerant', 'tolerant')",1.2378281,1.1202707,0.8688124,0.7359937,-0.1328187
31,-1.1963656,-1.044592,"('evil', 'good')",-1.1771085,-1.1522883,-1.1867371,-1.0984402,0.0882969
32,-0.38054642,-0.55062765,"('unkind', 'kind')",0.49309552,0.28458232,0.0562745,-0.1330227,-0.1892972
33,-0.03651074,-0.06154131,"('wrong', 'right')",-0.71744204,-0.6702324,-0.3769764,-0.3658869,0.0110895
34,-0.0774933,-0.032796927,"('mean', 'honorable')",5.8819814,5.8867188,2.9022441,2.9269609,0.0247168
35,-0.11983015,-0.018895179,"('corrupt', 'incorrupt')",-0.5461976,-0.5647517,-0.3330139,-0.2918234,0.0411905
36,-1.2982432,-1.2710485,"('hostile', 'amicable')",-0.40652224,-0.4872847,-0.8523827,-0.8791666,-0.0267839
37,-0.39821965,-0.37739313,"('fake', 'genuine')",0.04095303,0.14143118,-0.1786333,-0.117981,0.0606523
38,-0.4980829,-0.60772175,"('untruthful', 'truthful')",0.110125735,0.20402095,-0.1939786,-0.2018504,-0.0078718
39,0.83999884,0.84613115,"('exploitative', 'cooperative')",0.07831836,0.07769,0.4591586,0.4619106,0.002752
40,0.35998297,0.44959775,"('stingy', 'generous')",-1.6339507,-1.5396259,-0.6369839,-0.5450141,0.0919698
41,0.021177873,-0.079039276,"('unforgiving', 'forgiving')",-0.1926749,-0.3104197,-0.0857485,-0.1947295,-0.108981
