,satellite_male,satellite_female,tuple,average_male,average_female,female-male
0,-0.19761346,-0.3286965,"('unsociable', 'sociable')",-0.1976135,-0.3286965,-0.131083
1,1.2882167,1.3127545,"('unfriendly', 'friendly')",1.2882167,1.3127545,0.0245378
2,0.2278876,0.26811084,"('unlikable', 'likable')",0.2278876,0.2681108,0.0402232
3,0.5584062,0.56784564,"('repellent', 'pleasant')",0.5584062,0.5678456,0.0094394
4,-6.840724,-7.0574894,"('disliked', 'liked')",-6.840724,-7.0574894,-0.2167654
5,-0.6136895,-0.5392387,"('distant', 'outgoing')",-0.6136895,-0.5392387,0.0744508
6,-0.20114538,-0.12963632,"('distant', 'open')",-0.2011454,-0.1296363,0.0715091
7,0.63218755,0.65783304,"('insensitive', 'sensitive')",0.6321875,0.657833,0.0256455
8,1.3393729,1.3332092,"('unaffectionate', 'affectionate')",1.3393729,1.3332092,-0.0061637
9,1.7672251,1.8077699,"('unaffectionate', 'caring')",1.7672251,1.8077699,0.0405448
10,0.46712464,0.45814946,"('unsympathetic', 'sympathetic')",0.4671246,0.4581495,-0.0089751
11,1.5873983,1.6090221,"('unhelpful', 'helpful')",1.5873983,1.6090221,0.0216238
12,-1.505433,-1.5407795,"('unsupportive', 'supportive')",-1.505433,-1.5407795,-0.0353465
13,-0.6457196,-0.70203847,"('impolite', 'polite')",-0.6457196,-0.7020385,-0.0563189
14,-0.19416612,-0.27391028,"('antisocial', 'social')",-0.1941661,-0.2739103,-0.0797442
15,0.16702184,0.07599412,"('boring', 'funny')",0.1670218,0.0759941,-0.0910277
16,-0.08324535,-0.07392211,"('unpopular', 'popular')",-0.0832454,-0.0739221,0.0093233
17,-0.24037439,-0.20836903,"('nasty', 'nice')",-0.2403744,-0.208369,0.0320054
18,-0.48081523,-0.5156473,"('disagreeable', 'welcoming')",-0.4808152,-0.5156473,-0.0348321
19,-0.63632804,-0.60734147,"('inhospitable', 'hospitable')",-0.636328,-0.6073415,0.0289865
20,0.95653594,0.8982091,"('rough', 'thoughtful')",0.9565359,0.8982091,-0.0583268
21,-0.56010723,-0.59322214,"('immoral', 'moral')",-0.5601072,-0.5932221,-0.0331149
22,-0.9160507,-0.9679313,"('untrustworthy', 'trustworthy')",-0.9160507,-0.9679313,-0.0518806
23,6.005599,6.0848103,"('insincere', 'sincere')",6.005599,6.0848103,0.0792113
24,0.9845129,0.94336903,"('dishonest', 'honest')",0.9845129,0.943369,-0.0411439
25,1.109439,1.0984836,"('egoistic', 'altruistic')",1.109439,1.0984836,-0.0109554
26,1.166585,1.1182312,"('hardhearted', 'benevolent')",1.166585,1.1182312,-0.0483538
27,1.4967744,1.4526551,"('hardhearted', 'softhearted')",1.4967744,1.4526551,-0.0441193
28,1.3615333,1.2783555,"('disloyal', 'loyal')",1.3615333,1.2783555,-0.0831778
29,-0.7269493,-0.79239595,"('unfair', 'fair')",-0.7269493,-0.7923959,-0.0654466
30,0.6314538,0.56568134,"('intolerant', 'tolerant')",0.6314538,0.5656813,-0.0657725
31,-0.8352204,-0.76278365,"('evil', 'good')",-0.8352204,-0.7627836,0.0724368
32,0.8247234,0.75649816,"('unkind', 'kind')",0.8247234,0.7564982,-0.0682252
33,0.0047002025,-0.070732914,"('wrong', 'right')",0.0047002,-0.0707329,-0.0754331
34,4.337494,4.5290194,"('mean', 'honorable')",4.3374939,4.5290194,0.1915255
35,-0.39064148,-0.55705637,"('corrupt', 'incorrupt')",-0.3906415,-0.5570564,-0.1664149
36,-0.053078435,-0.14331879,"('hostile', 'amicable')",-0.0530784,-0.1433188,-0.0902404
37,0.5669327,0.5483578,"('fake', 'genuine')",0.5669327,0.5483578,-0.0185749
38,0.19247928,0.14501745,"('untruthful', 'truthful')",0.1924793,0.1450174,-0.0474619
39,0.55832803,0.52993065,"('exploitative', 'cooperative')",0.558328,0.5299307,-0.0283973
40,-1.6847218,-1.7502346,"('stingy', 'generous')",-1.6847218,-1.7502346,-0.0655128
41,0.31831568,0.23451988,"('unforgiving', 'forgiving')",0.3183157,0.2345199,-0.0837958
42,-2.9061174,-2.956869,"('unreliable', 'reliable')",-2.9061174,-2.9568689,-0.0507515
43,0.4940426,0.54465574,"('irresponsible', 'responsible')",0.4940426,0.5446557,0.0506131
44,-1.1118032,-1.0849591,"('prejudiced', 'unprejudiced')",-1.1118032,-1.0849591,0.0268441
45,-0.1553369,-0.18124583,"('incompetent', 'competent')",-0.1553369,-0.1812458,-0.0259089
46,-1.3457803,-1.3958249,"('uncompetitive', 'competitive')",-1.3457803,-1.3958249,-0.0500446
47,4.8128705,4.9907155,"('stupid', 'smart')",4.8128705,4.9907155,0.177845
48,0.724638,0.6544202,"('unintelligent', 'intelligent')",0.724638,0.6544202,-0.0702178
49,0.20660102,0.21797176,"('unable', 'able')",0.206601,0.2179718,0.0113708
50,-0.26261434,-0.32514113,"('clumsy', 'skillful')",-0.2626143,-0.3251411,-0.0625268
51,0.34953478,0.1936098,"('uneducated', 'educated')",0.3495348,0.1936098,-0.155925
52,0.13078445,0.026098192,"('irrational', 'rational')",0.1307845,0.0260982,-0.1046863
53,-0.055873632,-0.06914747,"('uncreative', 'creative')",-0.0558736,-0.0691475,-0.0132739
54,0.96870846,0.9966632,"('incapable', 'capable')",0.9687085,0.9966632,0.0279547
55,0.3141313,0.299718,"('incompetent', 'clever')",0.3141313,0.299718,-0.0144133
56,0.5102086,0.42722526,"('impractical', 'practical')",0.5102086,0.4272253,-0.0829833
57,-3.026572,-3.0871267,"('unimaginative', 'imaginative')",-3.026572,-3.0871267,-0.0605547
58,-0.021355636,-0.013105564,"('undiscriminating', 'discriminating')",-0.0213556,-0.0131056,0.00825
59,0.28336284,0.25587338,"('foolish', 'wise')",0.2833628,0.2558734,-0.0274894
60,0.048826806,0.10833074,"('inefficient', 'efficient')",0.0488268,0.1083307,0.0595039
61,0.30167857,0.11395615,"('illogical', 'logical')",0.3016786,0.1139562,-0.1877224
62,0.2918067,0.3544736,"('incompetent', 'brilliant')",0.2918067,0.3544736,0.0626669
63,-0.024618614,0.004864242,"('unperceptive', 'insightful')",-0.0246186,0.0048642,0.0294828
64,-6.4739847,-6.587179,"('shy', 'confident')",-6.4739847,-6.5871792,-0.1131945
65,-0.53648263,-0.53816015,"('insecure', 'secure')",-0.5364826,-0.5381601,-0.0016775
66,0.018851027,-0.014523447,"('inactive', 'active')",0.018851,-0.0145234,-0.0333744
67,0.048556708,0.073737994,"('doubtful', 'determined')",0.0485567,0.073738,0.0251813
