,centimeter_male,centimeter_female,tuple,average_male,average_female,female-male
0,0.066330805,-0.10481702,"('unsociable', 'sociable')",0.0663308,-0.104817,-0.1711478
1,-0.4531641,-0.6160804,"('unfriendly', 'friendly')",-0.4531641,-0.6160804,-0.1629163
2,0.09145093,0.047175307,"('unlikable', 'likable')",0.0914509,0.0471753,-0.0442756
3,-0.21548861,-0.10424555,"('repellent', 'pleasant')",-0.2154886,-0.1042456,0.111243
4,-3.904869,-4.0186887,"('disliked', 'liked')",-3.9048691,-4.0186887,-0.1138196
5,-1.9609823,-2.083551,"('distant', 'outgoing')",-1.9609823,-2.0835509,-0.1225686
6,-2.0503466,-2.1585426,"('distant', 'open')",-2.0503466,-2.1585426,-0.108196
7,1.1063809,1.227939,"('insensitive', 'sensitive')",1.1063809,1.227939,0.1215581
8,-0.52575266,-0.6639809,"('unaffectionate', 'affectionate')",-0.5257527,-0.6639809,-0.1382282
9,-0.057661645,-0.1351035,"('unaffectionate', 'caring')",-0.0576616,-0.1351035,-0.0774419
10,0.37480327,0.36251497,"('unsympathetic', 'sympathetic')",0.3748033,0.362515,-0.0122883
11,1.3432873,1.373303,"('unhelpful', 'helpful')",1.3432873,1.3733031,0.0300158
12,-0.99651515,-1.0507594,"('unsupportive', 'supportive')",-0.9965152,-1.0507594,-0.0542442
13,0.1838299,0.09101552,"('impolite', 'polite')",0.1838299,0.0910155,-0.0928144
14,0.44916642,0.37847888,"('antisocial', 'social')",0.4491664,0.3784789,-0.0706875
15,0.4969574,0.30819967,"('boring', 'funny')",0.4969574,0.3081997,-0.1887577
16,-0.7141397,-0.6263548,"('unpopular', 'popular')",-0.7141397,-0.6263548,0.0877849
17,-0.19427538,-0.22590207,"('nasty', 'nice')",-0.1942754,-0.2259021,-0.0316267
18,-0.711564,-0.75553226,"('disagreeable', 'welcoming')",-0.711564,-0.7555323,-0.0439683
19,-1.6219207,-1.659731,"('inhospitable', 'hospitable')",-1.6219207,-1.659731,-0.0378103
20,0.8670158,0.94176936,"('rough', 'thoughtful')",0.8670158,0.9417694,0.0747536
21,0.3230533,0.3728484,"('immoral', 'moral')",0.3230533,0.3728484,0.0497951
22,0.06320676,-0.023626687,"('untrustworthy', 'trustworthy')",0.0632068,-0.0236267,-0.0868335
23,3.5344558,3.6189325,"('insincere', 'sincere')",3.5344558,3.6189325,0.0844767
24,0.13745469,0.006875187,"('dishonest', 'honest')",0.1374547,0.0068752,-0.1305795
25,-0.28496516,-0.3506701,"('egoistic', 'altruistic')",-0.2849652,-0.3506701,-0.0657049
26,0.62232596,0.39027485,"('hardhearted', 'benevolent')",0.622326,0.3902749,-0.2320511
27,0.7542894,0.8010531,"('hardhearted', 'softhearted')",0.7542894,0.8010531,0.0467637
28,1.0068133,0.9118861,"('disloyal', 'loyal')",1.0068133,0.9118861,-0.0949272
29,-0.43966144,-0.44762015,"('unfair', 'fair')",-0.4396614,-0.4476202,-0.0079588
30,0.9064142,0.8093932,"('intolerant', 'tolerant')",0.9064142,0.8093932,-0.097021
31,-1.5737385,-1.6787381,"('evil', 'good')",-1.5737385,-1.6787381,-0.1049996
32,0.36290434,0.26152354,"('unkind', 'kind')",0.3629043,0.2615235,-0.1013808
33,-0.29339695,-0.40739313,"('wrong', 'right')",-0.2933969,-0.4073931,-0.1139962
34,2.2935817,2.4219446,"('mean', 'honorable')",2.2935817,2.4219446,0.1283629
35,-0.6458363,-0.7645737,"('corrupt', 'incorrupt')",-0.6458363,-0.7645737,-0.1187374
36,-1.3728951,-1.4561441,"('hostile', 'amicable')",-1.3728951,-1.4561441,-0.083249
37,0.5932594,0.63326466,"('fake', 'genuine')",0.5932594,0.6332647,0.0400053
38,0.03559388,-0.048178643,"('untruthful', 'truthful')",0.0355939,-0.0481786,-0.0837725
39,0.9783466,0.9891957,"('exploitative', 'cooperative')",0.9783466,0.9891957,0.0108491
40,-0.8830299,-0.9118978,"('stingy', 'generous')",-0.8830299,-0.9118978,-0.0288679
41,0.34750575,0.20742431,"('unforgiving', 'forgiving')",0.3475057,0.2074243,-0.1400814
