,envision_male,envision_female,tuple,healthcare_male,healthcare_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.7505796,-1.8578681,"('unsociable', 'sociable')",0.89508545,0.79346865,-0.3219155,-0.48596025,-0.3924699,-0.5167866,-0.1243167
1,-2.613017,-2.5032606,"('unfriendly', 'friendly')",0.4831817,0.54472506,0.85931855,0.8887523,-0.4235056,-0.3565944,0.0669112
2,0.91787887,0.9416123,"('unlikable', 'likable')",1.5110204,1.5568162,1.4512622,1.5683768,1.2933872,1.3556018,0.0622146
3,-0.052161776,-0.002085898,"('repellent', 'pleasant')",-0.82283473,-0.7060005,0.9462514,0.8943233,0.0237516,0.062079,0.0383274
4,-0.43459916,-0.42236945,"('disliked', 'liked')",0.2936689,0.3281209,-6.3861322,-6.4943476,-2.1756875,-2.1961988,-0.0205113
5,-1.1147913,-0.89717454,"('distant', 'outgoing')",0.27631193,0.44315684,-0.9213093,-0.67575806,-0.5865962,-0.3765919,0.2100043
6,-1.123934,-0.8646884,"('distant', 'open')",0.013115816,0.19324158,-0.95132613,-0.6970298,-0.6873814,-0.4561589,0.2312225
7,-0.54184157,-0.51183677,"('insensitive', 'sensitive')",0.50102746,0.5740792,0.019434107,0.035815127,-0.0071267,0.0326859,0.0398126
8,-1.2244021,-1.1834399,"('unaffectionate', 'affectionate')",-0.25837326,-0.25837976,0.26749426,0.38396573,-0.4050937,-0.352618,0.0524757
9,-1.3621459,-1.3532896,"('unaffectionate', 'caring')",1.1508191,1.2009788,0.9501999,1.0979227,0.246291,0.3152039,0.0689129
10,-0.45542234,-0.51719797,"('unsympathetic', 'sympathetic')",0.020527596,0.08563818,-0.15329236,-0.20986094,-0.1960624,-0.2138069,-0.0177445
11,-0.3226082,-0.35579497,"('unhelpful', 'helpful')",0.8056055,0.8170343,2.0663717,2.0690584,0.8497896,0.8434326,-0.006357
12,-0.24565142,-0.11913264,"('unsupportive', 'supportive')",2.2285466,2.447527,-1.9670805,-1.8776289,0.0052716,0.1502552,0.1449836
13,-0.3910384,-0.5124921,"('impolite', 'polite')",0.7088332,0.65543693,-0.4802202,-0.5261242,-0.0541418,-0.1277265,-0.0735847
14,-0.22767714,-0.2638092,"('antisocial', 'social')",0.8445859,0.8170503,0.23399366,0.0153873,0.2836341,0.1895428,-0.0940913
15,0.23718798,0.12851296,"('boring', 'funny')",0.6075451,0.5143347,-0.16242076,-0.16286889,0.2274374,0.1599929,-0.0674445
16,-1.0364192,-1.0757046,"('unpopular', 'popular')",-0.19867626,-0.1424897,0.12671712,0.06693846,-0.3694594,-0.3837519,-0.0142925
17,-0.49098018,-0.42227402,"('nasty', 'nice')",-0.7665018,-0.6397756,-0.5814576,-0.5067939,-0.6129798,-0.5229479,0.0900319
18,0.12241867,0.17164743,"('disagreeable', 'welcoming')",0.37618858,0.48049998,-0.47475696,-0.3737653,0.0079501,0.092794,0.0848439
19,-1.357149,-1.2558012,"('inhospitable', 'hospitable')",0.55662644,0.56442916,-0.62351424,-0.41939026,-0.4746789,-0.3702541,0.1044248
20,-0.21425422,-0.15893538,"('rough', 'thoughtful')",-0.004247157,0.027585473,0.5281603,0.513968,0.1032196,0.1275394,0.0243198
21,8.53464e-05,-0.14711384,"('immoral', 'moral')",1.2812086,1.2236683,-0.05784887,-0.19296524,0.4078151,0.2945298,-0.1132853
22,-0.6747225,-0.6892264,"('untrustworthy', 'trustworthy')",0.2387372,0.15438753,-0.85171777,-0.9332049,-0.4292343,-0.4893479,-0.0601136
23,-0.072784975,-0.13699079,"('insincere', 'sincere')",1.1180681,1.1535245,5.613789,5.593129,2.2196906,2.203221,-0.0164696
24,0.38608205,0.36781967,"('dishonest', 'honest')",0.59903836,0.5515536,0.76761574,0.7685126,0.5842454,0.5626286,-0.0216168
25,-0.7718822,-0.8233623,"('egoistic', 'altruistic')",0.098312676,0.10049179,1.0966396,1.0258044,0.1410234,0.100978,-0.0400454
26,-0.3708455,-0.44183815,"('hardhearted', 'benevolent')",1.6331562,1.6074398,1.5964307,1.4617429,0.9529138,0.8757815,-0.0771323
27,-0.95714486,-0.82557666,"('hardhearted', 'softhearted')",0.47703385,0.595257,0.6873417,0.78028744,0.0690769,0.1833226,0.1142457
28,-1.0374924,-1.175779,"('disloyal', 'loyal')",0.18610846,0.05159167,1.2317108,1.0666972,0.1267756,-0.0191634,-0.145939
29,-0.84648126,-0.81085044,"('unfair', 'fair')",-0.7842966,-0.7480781,-0.5446522,-0.6549195,-0.7251434,-0.7379494,-0.012806
30,0.42591056,0.31756043,"('intolerant', 'tolerant')",1.2282314,1.1649473,1.0386828,0.98330843,0.8976083,0.8219387,-0.0756696
31,-1.5134871,-1.3846511,"('evil', 'good')",-0.9067094,-0.8191899,-1.4698603,-1.3689685,-1.2966856,-1.1909365,0.1057491
32,0.38520548,0.21851489,"('unkind', 'kind')",2.0385888,1.9511386,1.3448659,1.1765527,1.25622,1.1154021,-0.1408179
33,-0.21968253,-0.25159124,"('wrong', 'right')",0.60852253,0.6413804,-0.7282766,-0.75544876,-0.1131455,-0.1218865,-0.008741
34,-0.14654385,0.04959011,"('mean', 'honorable')",0.4221544,0.60055786,5.0628815,5.347228,1.7794973,1.9991253,0.219628
35,-0.5070136,-0.4758792,"('corrupt', 'incorrupt')",-1.1580012,-1.1582267,-0.89559793,-0.8387783,-0.8535376,-0.8242947,0.0292429
36,-1.1448041,-1.1290987,"('hostile', 'amicable')",-1.3331301,-1.3333917,-0.60704195,-0.6249346,-1.0283254,-1.0291417,-0.0008163
37,-0.25149298,-0.17116776,"('fake', 'genuine')",0.09861249,0.090655014,-0.096909866,-0.022829287,-0.0832635,-0.0344473,0.0488162
38,-0.59544766,-0.5050147,"('untruthful', 'truthful')",0.32167786,0.3932545,0.16903009,0.24446674,-0.0349132,0.0442355,0.0791487
39,0.65292543,0.59207094,"('exploitative', 'cooperative')",0.978709,0.93938917,0.17409575,0.2004646,0.6019101,0.5773082,-0.0246019
