,motorboat_male,motorboat_female,tuple,average_male,average_female,female-male
0,0.23542848,0.2109205,"('unsociable', 'sociable')",0.2354285,0.2109205,-0.024508
1,0.6962697,0.41744918,"('unfriendly', 'friendly')",0.6962697,0.4174492,-0.2788205
2,0.40774,0.44845584,"('unlikable', 'likable')",0.40774,0.4484558,0.0407158
3,-0.057894636,0.1494285,"('repellent', 'pleasant')",-0.0578946,0.1494285,0.2073231
4,-2.866401,-2.902183,"('disliked', 'liked')",-2.866401,-2.9021831,-0.0357821
5,0.20319301,-0.023446843,"('distant', 'outgoing')",0.203193,-0.0234468,-0.2266398
6,0.21522617,-0.10820364,"('distant', 'open')",0.2152262,-0.1082036,-0.3234298
7,0.31421462,0.4593842,"('insensitive', 'sensitive')",0.3142146,0.4593842,0.1451696
8,0.43220335,0.08312803,"('unaffectionate', 'affectionate')",0.4322034,0.083128,-0.3490754
9,0.8335216,0.5394282,"('unaffectionate', 'caring')",0.8335216,0.5394282,-0.2940934
10,-0.35685027,-0.2288123,"('unsympathetic', 'sympathetic')",-0.3568503,-0.2288123,0.128038
11,1.0289879,1.0387434,"('unhelpful', 'helpful')",1.0289879,1.0387434,0.0097555
12,-0.79701906,-0.92039806,"('unsupportive', 'supportive')",-0.7970191,-0.9203981,-0.123379
13,-0.34334746,-0.25315583,"('impolite', 'polite')",-0.3433475,-0.2531558,0.0901917
14,0.80057037,0.9086128,"('antisocial', 'social')",0.8005704,0.9086128,0.1080424
15,1.1288122,0.90032905,"('boring', 'funny')",1.1288122,0.9003291,-0.2284831
16,-0.17024839,-0.13240528,"('unpopular', 'popular')",-0.1702484,-0.1324053,0.0378431
17,-0.35669893,-0.16524597,"('nasty', 'nice')",-0.3566989,-0.165246,0.1914529
18,-0.8237594,-0.8545608,"('disagreeable', 'welcoming')",-0.8237594,-0.8545608,-0.0308014
19,-0.47060236,-0.4196548,"('inhospitable', 'hospitable')",-0.4706024,-0.4196548,0.0509476
20,-0.5172597,-0.51719403,"('rough', 'thoughtful')",-0.5172597,-0.517194,6.57e-05
21,-0.069596544,0.08898412,"('immoral', 'moral')",-0.0695965,0.0889841,0.1585806
22,-0.10503883,-0.13273358,"('untrustworthy', 'trustworthy')",-0.1050388,-0.1327336,-0.0276948
23,2.6083374,2.6582956,"('insincere', 'sincere')",2.6083374,2.6582956,0.0499582
24,0.441443,0.3710686,"('dishonest', 'honest')",0.441443,0.3710686,-0.0703744
25,0.24121994,0.07696986,"('egoistic', 'altruistic')",0.2412199,0.0769699,-0.16425
26,1.3575006,1.1380913,"('hardhearted', 'benevolent')",1.3575006,1.1380913,-0.2194093
27,0.3929661,0.26246753,"('hardhearted', 'softhearted')",0.3929661,0.2624675,-0.1304986
28,0.17696314,0.13887496,"('disloyal', 'loyal')",0.1769631,0.138875,-0.0380881
29,0.20176311,0.067444764,"('unfair', 'fair')",0.2017631,0.0674448,-0.1343183
30,-0.14763904,-0.025890127,"('intolerant', 'tolerant')",-0.147639,-0.0258901,0.1217489
