,cbre_male,cbre_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.38316518,-0.51376307,"('unsociable', 'sociable')",0.86665463,0.70601827,-0.36522463,-0.44997257,0.0394216,-0.0859058,-0.1253274
1,-0.26748127,-0.45103747,"('unfriendly', 'friendly')",-0.64494663,-0.77092665,1.8088542,1.7066327,0.2988088,0.1615562,-0.1372526
2,1.3412827,1.3877064,"('unlikable', 'likable')",1.69728,1.7399361,0.63269424,0.737042,1.2237523,1.2882282,0.0644759
3,-0.33133096,-0.31504416,"('repellent', 'pleasant')",0.7324106,0.83825785,0.08369801,0.15857236,0.1615926,0.227262,0.0656694
4,0.38851357,0.34539413,"('disliked', 'liked')",-0.031182759,-0.1596978,-6.2269225,-6.339369,-1.9565306,-2.0512242,-0.0946936
5,-0.7069885,-0.69190603,"('distant', 'outgoing')",-2.3504539,-2.3123426,-0.25205627,-0.26647905,-1.1031663,-1.0902425,0.0129238
6,-0.72513556,-0.75594467,"('distant', 'open')",-2.5830946,-2.5306885,0.31648174,0.25633168,-0.9972494,-1.0101005,-0.0128511
7,0.41592664,0.4140785,"('insensitive', 'sensitive')",0.44939345,0.49151215,0.7093831,0.7616471,0.5249011,0.5557459,0.0308448
8,-0.44961149,-0.58974046,"('unaffectionate', 'affectionate')",-0.74830043,-0.80734396,0.7802914,0.65258753,-0.1392069,-0.2481656,-0.1089587
9,0.1920991,0.08410984,"('unaffectionate', 'caring')",-0.4736846,-0.5308749,1.1283897,1.0959945,0.2822681,0.2164098,-0.0658583
10,-0.6473961,-0.62819695,"('unsympathetic', 'sympathetic')",0.26673138,0.31295747,-0.4353718,-0.387231,-0.2720122,-0.2341568,0.0378554
11,0.46597847,0.5255944,"('unhelpful', 'helpful')",0.26273727,0.26152614,1.7713127,1.8272946,0.8333429,0.8714717,0.0381288
12,0.7724997,0.86492515,"('unsupportive', 'supportive')",0.55105543,0.67780656,-1.792455,-1.7642894,-0.1562999,-0.0738525,0.0824474
13,-0.04975921,0.020242793,"('impolite', 'polite')",0.4112944,0.46846285,-0.46417817,-0.40936998,-0.0342143,0.0264452,0.0606595
14,0.5064921,0.4842844,"('antisocial', 'social')",2.3589199,2.383182,-0.26797837,-0.24274525,0.8658112,0.8749071,0.0090959
15,0.9933239,0.9422384,"('boring', 'funny')",-0.47470185,-0.5446932,0.8118067,0.7731566,0.4434762,0.3902339,-0.0532423
16,-0.016067527,-0.092874914,"('unpopular', 'popular')",-0.4281156,-0.47924984,0.44407955,0.41187772,-3.45e-05,-0.0534157,-0.0533812
17,0.50003314,0.55762285,"('nasty', 'nice')",-0.3647447,-0.32984704,-0.25055584,-0.22567587,-0.0384225,0.0007,0.0391225
18,-0.2566117,-0.36520043,"('disagreeable', 'welcoming')",-0.64713436,-0.6370001,-0.35891312,-0.42085254,-0.4208864,-0.474351,-0.0534646
19,-0.10993776,-0.11451449,"('inhospitable', 'hospitable')",-1.6218125,-1.6943188,-0.12593225,-0.10454585,-0.6192275,-0.637793,-0.0185655
20,0.12930663,0.11566375,"('rough', 'thoughtful')",1.3413358,1.390278,1.127717,1.1052408,0.8661199,0.8703942,0.0042743
21,0.053556684,0.074619144,"('immoral', 'moral')",0.90369576,0.90939665,-0.93913007,-0.8499609,0.0060408,0.044685,0.0386442
22,0.31199384,0.30547655,"('untrustworthy', 'trustworthy')",0.9437236,0.9309972,-0.8800207,-0.9076502,0.1252323,0.1096079,-0.0156244
23,-0.24522656,-0.2958207,"('insincere', 'sincere')",0.43247926,0.4558688,5.78642,5.725254,1.9912241,1.9617674,-0.0294567
24,0.2881366,0.2664022,"('dishonest', 'honest')",-0.19698119,-0.16954678,0.59811634,0.56851155,0.2297572,0.221789,-0.0079682
