,us_male,us_female,tuple,bancorp_male,bancorp_female,del_male,del_female,average_male,average_female,female-male
0,0.23205194,0.07308985,"('unsociable', 'sociable')",-0.11839194,-0.22374433,-0.33865437,-0.34919322,-0.0749981,-0.1666159,-0.0916178
1,-0.35947025,-0.50258285,"('unfriendly', 'friendly')",0.78666276,0.7527448,1.4873413,1.4799113,0.638178,0.5766911,-0.0614869
2,1.24855,1.3024746,"('unlikable', 'likable')",1.466195,1.5276664,0.7606703,0.7959523,1.1584717,1.2086978,0.0502261
3,0.2396402,0.3490321,"('repellent', 'pleasant')",-0.7565545,-0.7216528,0.4234102,0.5442144,-0.031168,0.0571979,0.0883659
4,-0.32788563,-0.29849982,"('disliked', 'liked')",0.33906984,0.44686386,-7.4978714,-7.4543695,-2.4955624,-2.4353352,0.0602272
5,-0.6459445,-0.7393423,"('distant', 'outgoing')",1.5055842,1.5523417,0.26876375,0.2559374,0.3761345,0.3563123,-0.0198222
6,-0.6338021,-0.72371215,"('distant', 'open')",1.1629854,1.2054343,0.5611233,0.5424052,0.3634355,0.3413758,-0.0220597
7,0.4781423,0.44681004,"('insensitive', 'sensitive')",-0.32384688,-0.26829997,0.7908159,0.93864775,0.3150371,0.3723859,0.0573488
8,-0.85670465,-0.9763977,"('unaffectionate', 'affectionate')",0.11866966,0.077742584,0.9693505,0.9523763,0.0771052,0.0179071,-0.0591981
9,0.6227752,0.54697824,"('unaffectionate', 'caring')",1.1261591,1.1146836,1.5418683,1.5441133,1.0969342,1.0685918,-0.0283424
10,0.9731378,0.86673546,"('unsympathetic', 'sympathetic')",-2.0539966,-2.1270967,0.688301,0.7949596,-0.1308526,-0.1551339,-0.0242813
11,1.6768494,1.7593699,"('unhelpful', 'helpful')",-0.3936134,-0.35007986,1.9025,1.9417657,1.0619121,1.1170185,0.0551064
12,1.5355078,1.5434506,"('unsupportive', 'supportive')",0.03393077,0.096308514,-1.4186962,-1.3484185,0.0502475,0.0971135,0.046866
13,0.9211264,0.90497607,"('impolite', 'polite')",0.12506475,0.10500291,0.08120339,0.09292267,0.3757982,0.3676339,-0.0081643
14,0.44011536,0.49513388,"('antisocial', 'social')",-0.5703004,-0.49315533,-0.039770093,-0.05105907,-0.0566517,-0.0163602,0.0402915
15,0.17396584,0.15612397,"('boring', 'funny')",1.3851117,1.3799638,0.658096,0.6706963,0.7390579,0.7355947,-0.0034632
16,-0.9193378,-0.8666947,"('unpopular', 'popular')",0.18534543,0.20940588,0.15490162,0.07115322,-0.1930303,-0.1953785,-0.0023482
17,-0.047396965,0.024538279,"('nasty', 'nice')",0.50475657,0.5906308,-0.39555216,-0.393034,0.0206025,0.074045,0.0534425
18,0.020791713,-0.022619039,"('disagreeable', 'welcoming')",-0.23207909,-0.21360992,-0.39258474,-0.41818595,-0.2012907,-0.2181383,-0.0168476
19,-0.2656241,-0.33775955,"('inhospitable', 'hospitable')",-0.7452101,-0.72565717,-0.036156558,-0.011082653,-0.3489969,-0.3581665,-0.0091696
20,-0.05852519,-0.05255495,"('rough', 'thoughtful')",-0.3762697,-0.3356258,0.031085905,-0.016140778,-0.1345697,-0.1347738,-0.0002041
21,1.0671545,1.034905,"('immoral', 'moral')",-0.9486831,-0.94636595,-0.34707597,-0.2071425,-0.0762015,-0.0395345,0.036667
22,-0.008559825,0.023127344,"('untrustworthy', 'trustworthy')",-1.4988494,-1.4543214,-0.75171334,-0.6306641,-0.7530409,-0.6872861,0.0657548
23,1.1730093,1.1645998,"('insincere', 'sincere')",0.2334162,0.15588781,6.428301,6.4384303,2.6115754,2.5863059,-0.0252695
24,0.99236375,0.8789281,"('dishonest', 'honest')",-0.78444654,-0.76533884,1.50924,1.5466682,0.5723857,0.5534192,-0.0189665
25,-0.37259197,-0.35753953,"('egoistic', 'altruistic')",1.0461346,1.0926911,0.34393886,0.23165953,0.3391605,0.3222704,-0.0168901
26,-0.07747902,-0.17133844,"('hardhearted', 'benevolent')",1.0722734,1.0251653,0.5438215,0.4679613,0.512872,0.4405961,-0.0722759
27,0.6313362,0.5798197,"('hardhearted', 'softhearted')",-0.19555877,-0.14245254,1.4506156,1.4400355,0.6287977,0.6258008,-0.0029969
28,0.74724466,0.6240997,"('disloyal', 'loyal')",-0.43896168,-0.50169414,0.55673254,0.49636662,0.2883385,0.2062574,-0.0820811
29,-0.3687739,-0.42033404,"('unfair', 'fair')",-0.470871,-0.39182627,-0.3233454,-0.4535561,-0.3876634,-0.4219055,-0.0342421
30,0.99448293,0.97883457,"('intolerant', 'tolerant')",-0.60023797,-0.6302611,0.7192898,0.70300096,0.3711782,0.3505248,-0.0206534
31,-0.9640363,-1.0147154,"('evil', 'good')",0.40392575,0.47873464,-0.96475035,-1.0153267,-0.508287,-0.5171025,-0.0088155
32,0.93661404,0.8311793,"('unkind', 'kind')",0.11019387,0.09334047,1.6477516,1.5587661,0.8981865,0.827762,-0.0704245
33,0.23785907,0.22175561,"('wrong', 'right')",1.687578,1.7141178,-0.3339763,-0.37410384,0.5304869,0.5205898,-0.0098971
34,0.21591452,0.2788944,"('mean', 'honorable')",0.78568465,0.7827182,5.010162,5.068089,2.0039204,2.0432339,0.0393135
35,-1.6354812,-1.6904022,"('corrupt', 'incorrupt')",0.4270345,0.49660075,-0.81893456,-0.9637767,-0.6757938,-0.7191927,-0.0433989
36,-1.6201668,-1.6410329,"('hostile', 'amicable')",1.6896327,1.622579,-0.72983587,-0.834496,-0.2201233,-0.2843167,-0.0641934
37,-0.79185706,-0.78506744,"('fake', 'genuine')",-1.6820871,-1.6514418,0.25715235,0.33925575,-0.7389306,-0.6990844,0.0398462
38,0.9029755,0.905971,"('untruthful', 'truthful')",1.0180677,1.0390879,0.25064874,0.1821478,0.7238973,0.7090689,-0.0148284
39,1.7270855,1.7733265,"('exploitative', 'cooperative')",0.761664,0.8193473,-0.12176118,-0.15253864,0.7889961,0.8133784,0.0243823
40,0.9666238,1.0458446,"('stingy', 'generous')",1.1795946,1.2013553,-1.6653582,-1.6677074,0.1602867,0.1931642,0.0328775
41,0.69741094,0.70563483,"('unforgiving', 'forgiving')",0.764254,0.7291121,-0.031229366,-0.057752836,0.4768118,0.458998,-0.0178138
42,1.2330796,1.2881057,"('unreliable', 'reliable')",0.26844582,0.29282284,-2.5243554,-2.3931894,-0.3409433,-0.2707536,0.0701897
43,1.4171954,1.3827908,"('irresponsible', 'responsible')",-0.6416255,-0.66981536,0.7658636,0.8161232,0.5138112,0.5096995,-0.0041117
44,-0.48710647,-0.45466936,"('prejudiced', 'unprejudiced')",-0.37637573,-0.32019028,-1.6072541,-1.6740266,-0.8235788,-0.8162955,0.0072833
45,0.39556554,0.4451789,"('incompetent', 'competent')",-1.5345684,-1.4981157,-0.41416413,-0.2963936,-0.5177224,-0.4497768,0.0679456
46,0.3168718,0.37658527,"('uncompetitive', 'competitive')",-0.7100654,-0.72008055,-1.2263693,-1.1015731,-0.5398543,-0.4816895,0.0581648
47,0.5088966,0.62752616,"('stupid', 'smart')",-0.028689634,-0.010180454,5.9081573,6.1144667,2.1294548,2.2439375,0.1144827
48,0.416255,0.30129176,"('unintelligent', 'intelligent')",-0.96022815,-0.9994913,0.264049,0.3115252,-0.0933081,-0.1288914,-0.0355833
