,baxalta_male,baxalta_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.722745,-0.90689385,"('unsociable', 'sociable')",-0.6773603,-0.8333181,-0.7000526,-0.870106,-0.1700534
1,-1.0431417,-1.148687,"('unfriendly', 'friendly')",2.0482981,1.8506136,0.5025782,0.3509633,-0.1516149
2,0.7105219,0.69061905,"('unlikable', 'likable')",0.5970442,0.6020575,0.6537831,0.6463383,-0.0074448
3,0.059133343,0.18806012,"('repellent', 'pleasant')",0.18403444,0.23889849,0.1215839,0.2134793,0.0918954
4,-0.14955421,-0.10298866,"('disliked', 'liked')",-6.1157727,-6.158191,-3.1326635,-3.13059,0.0020735
5,-1.1924466,-1.1550465,"('distant', 'outgoing')",0.05913197,0.09618972,-0.5666573,-0.5294284,0.0372289
6,-1.7074071,-1.6233017,"('distant', 'open')",0.29816547,0.34554437,-0.7046208,-0.6388787,0.0657421
7,-0.45418414,-0.46426624,"('insensitive', 'sensitive')",0.17383432,0.21960397,-0.1401749,-0.1223311,0.0178438
8,-0.8455216,-0.92119056,"('unaffectionate', 'affectionate')",1.2355899,1.1214055,0.1950341,0.1001075,-0.0949266
9,-1.449808,-1.6175034,"('unaffectionate', 'caring')",1.1129353,1.0140749,-0.1684363,-0.3017142,-0.1332779
10,-0.85221386,-0.9618261,"('unsympathetic', 'sympathetic')",-1.2606163,-1.2691784,-1.0564151,-1.1155022,-0.0590871
11,-0.013720319,-0.116336614,"('unhelpful', 'helpful')",1.3718566,1.4241822,0.6790681,0.6539228,-0.0251453
12,-0.4228963,-0.37529552,"('unsupportive', 'supportive')",-2.0521903,-2.0291133,-1.2375433,-1.2022045,0.0353388
13,-0.06383387,-0.29300532,"('impolite', 'polite')",-1.0674996,-1.0634195,-0.5656667,-0.6782124,-0.1125457
14,0.53309983,0.5063577,"('antisocial', 'social')",-0.44685107,-0.5190425,0.0431244,-0.0063424,-0.0494668
15,0.020404119,-0.16970442,"('boring', 'funny')",0.93755555,0.8870219,0.4789798,0.3586587,-0.1203211
16,-0.17003804,-0.20209245,"('unpopular', 'popular')",0.6281328,0.6210232,0.2290474,0.2094654,-0.019582
17,-0.37055343,-0.27710143,"('nasty', 'nice')",-0.066637024,-0.010274645,-0.2185952,-0.143688,0.0749072
18,-0.08640816,0.03614425,"('disagreeable', 'welcoming')",-0.28645515,-0.3193217,-0.1864317,-0.1415887,0.044843
19,-1.2465725,-1.2919157,"('inhospitable', 'hospitable')",0.18834567,0.20460834,-0.5291134,-0.5436537,-0.0145403
20,-0.1783319,-0.05632375,"('rough', 'thoughtful')",0.59818614,0.5990104,0.2099271,0.2713433,0.0614162
21,0.58855325,0.4670046,"('immoral', 'moral')",-0.74419206,-0.73112357,-0.0778194,-0.1320595,-0.0542401
22,0.6253138,0.63226414,"('untrustworthy', 'trustworthy')",-0.9386632,-0.957327,-0.1566747,-0.1625314,-0.0058567
23,-0.16307141,-0.32716173,"('insincere', 'sincere')",5.4842057,5.450491,2.660567,2.5616646,-0.0989024
24,0.040101495,-0.13168098,"('dishonest', 'honest')",0.37457132,0.30382764,0.2073364,0.0860733,-0.1212631
25,0.16540062,0.13516605,"('egoistic', 'altruistic')",1.8412042,1.7830464,1.0033023,0.9591062,-0.0441961
26,0.10459305,-0.047617897,"('hardhearted', 'benevolent')",1.9154135,1.7128465,1.0100033,0.8326143,-0.177389
27,-0.347965,-0.2314347,"('hardhearted', 'softhearted')",1.209154,1.1753415,0.4305945,0.4719534,0.0413589
28,-0.6683764,-0.77480483,"('disloyal', 'loyal')",0.90022033,0.7366155,0.115922,-0.0190947,-0.1350167
29,-0.25567234,-0.33350363,"('unfair', 'fair')",-0.24639116,-0.45481876,-0.2510318,-0.3941612,-0.1431294
30,0.9884964,0.8593324,"('intolerant', 'tolerant')",1.2225956,1.1714187,1.105546,1.0153755,-0.0901705
31,-0.78657204,-0.6272751,"('evil', 'good')",-0.48660624,-0.5710217,-0.6365892,-0.5991484,0.0374408
32,0.3610717,0.036098763,"('unkind', 'kind')",1.0071205,0.7549786,0.6840961,0.3955387,-0.2885574
33,-0.5092309,-0.5957681,"('wrong', 'right')",-0.23857506,-0.32352722,-0.373903,-0.4596477,-0.0857447
34,-0.26962647,-0.14988405,"('mean', 'honorable')",5.584708,5.786546,2.6575408,2.818331,0.1607902
35,-0.47004387,-0.48607126,"('corrupt', 'incorrupt')",0.22946024,0.055145927,-0.1202918,-0.2154627,-0.0951709
36,-1.0376685,-0.9892508,"('hostile', 'amicable')",0.6607557,0.37388098,-0.1884564,-0.3076849,-0.1192285
37,-0.4798944,-0.51425105,"('fake', 'genuine')",0.03066564,0.024256436,-0.2246144,-0.2449973,-0.0203829
38,-0.31847933,-0.4088794,"('untruthful', 'truthful')",-0.0924383,-0.07303529,-0.2054588,-0.2409573,-0.0354985
39,0.7462036,0.75636005,"('exploitative', 'cooperative')",0.08548978,0.14020287,0.4158467,0.4482815,0.0324348
40,0.059728254,0.11149191,"('stingy', 'generous')",-1.8437884,-1.9195837,-0.8920301,-0.9040459,-0.0120158
41,0.3483346,0.42652714,"('unforgiving', 'forgiving')",-0.060647454,-0.19399156,0.1438436,0.1162678,-0.0275758
42,0.9061568,0.8820929,"('unreliable', 'reliable')",-3.6809971,-3.617638,-1.3874202,-1.3677726,0.0196476
43,-0.070174575,-0.1279816,"('irresponsible', 'responsible')",0.12344545,0.11295682,0.0266354,-0.0075124,-0.0341478
44,0.63673705,0.6722295,"('prejudiced', 'unprejudiced')",-1.4973754,-1.4597833,-0.4303192,-0.3937769,0.0365423
45,-0.16111076,-0.06631159,"('incompetent', 'competent')",-0.44315886,-0.42652133,-0.3021348,-0.2464165,0.0557183
