,reactant_male,reactant_female,tuple,average_male,average_female,female-male
0,0.18181467,0.07113562,"('unsociable', 'sociable')",0.1818147,0.0711356,-0.1106791
1,-0.3307055,-0.6156087,"('unfriendly', 'friendly')",-0.3307055,-0.6156087,-0.2849032
2,0.14827187,0.008984923,"('unlikable', 'likable')",0.1482719,0.0089849,-0.139287
3,-0.8004164,-0.6814105,"('repellent', 'pleasant')",-0.8004164,-0.6814105,0.1190059
4,-3.5759609,-3.7877958,"('disliked', 'liked')",-3.5759609,-3.7877958,-0.2118349
5,-0.9040595,-0.9476114,"('distant', 'outgoing')",-0.9040595,-0.9476114,-0.0435519
6,-0.88216305,-0.98077065,"('distant', 'open')",-0.882163,-0.9807706,-0.0986076
7,0.2363642,0.3469482,"('insensitive', 'sensitive')",0.2363642,0.3469482,0.110584
8,-0.8892168,-1.1671818,"('unaffectionate', 'affectionate')",-0.8892168,-1.1671818,-0.277965
9,-0.26045716,-0.44623482,"('unaffectionate', 'caring')",-0.2604572,-0.4462348,-0.1857776
10,0.5118268,0.5189207,"('unsympathetic', 'sympathetic')",0.5118268,0.5189207,0.0070939
11,1.7700883,1.8667755,"('unhelpful', 'helpful')",1.7700883,1.8667755,0.0966872
12,-0.40456077,-0.4708308,"('unsupportive', 'supportive')",-0.4045608,-0.4708308,-0.06627
13,0.063543476,0.09872193,"('impolite', 'polite')",0.0635435,0.0987219,0.0351784
14,0.015392214,-0.006947184,"('antisocial', 'social')",0.0153922,-0.0069472,-0.0223394
15,0.416976,0.34037593,"('boring', 'funny')",0.416976,0.3403759,-0.0766001
16,-0.583132,-0.7676932,"('unpopular', 'popular')",-0.583132,-0.7676932,-0.1845612
17,-0.5687934,-0.5315221,"('nasty', 'nice')",-0.5687934,-0.5315221,0.0372713
18,-1.1037399,-1.1213224,"('disagreeable', 'welcoming')",-1.1037399,-1.1213224,-0.0175825
19,-1.371423,-1.3041972,"('inhospitable', 'hospitable')",-1.371423,-1.3041972,0.0672258
20,0.9757908,0.97012615,"('rough', 'thoughtful')",0.9757908,0.9701262,-0.0056646
21,0.37038574,0.43523562,"('immoral', 'moral')",0.3703857,0.4352356,0.0648499
22,-0.6018283,-0.69224584,"('untrustworthy', 'trustworthy')",-0.6018283,-0.6922458,-0.0904175
23,2.5559251,2.632102,"('insincere', 'sincere')",2.5559251,2.632102,0.0761769
24,-0.24836299,-0.3232798,"('dishonest', 'honest')",-0.248363,-0.3232798,-0.0749168
25,-0.07180024,-0.19068901,"('egoistic', 'altruistic')",-0.0718002,-0.190689,-0.1188888
26,0.52301323,0.17316759,"('hardhearted', 'benevolent')",0.5230132,0.1731676,-0.3498456
27,0.3121144,0.27540508,"('hardhearted', 'softhearted')",0.3121144,0.2754051,-0.0367093
28,0.68597066,0.6018862,"('disloyal', 'loyal')",0.6859707,0.6018862,-0.0840845
29,-0.5251443,-0.60652006,"('unfair', 'fair')",-0.5251443,-0.6065201,-0.0813758
30,0.107696064,0.03125333,"('intolerant', 'tolerant')",0.1076961,0.0312533,-0.0764428
31,-1.6846635,-1.7542621,"('evil', 'good')",-1.6846635,-1.7542621,-0.0695986
32,0.75592023,0.6753205,"('unkind', 'kind')",0.7559202,0.6753205,-0.0805997
33,0.11070334,-0.06965474,"('wrong', 'right')",0.1107033,-0.0696547,-0.180358
34,1.9327319,2.2210681,"('mean', 'honorable')",1.9327319,2.2210681,0.2883362
35,-0.58195376,-0.70779765,"('corrupt', 'incorrupt')",-0.5819538,-0.7077976,-0.1258438
36,-1.5977389,-1.8761489,"('hostile', 'amicable')",-1.5977389,-1.8761489,-0.27841
37,0.7067621,0.69898045,"('fake', 'genuine')",0.7067621,0.6989805,-0.0077816
38,0.3850537,0.25527936,"('untruthful', 'truthful')",0.3850537,0.2552794,-0.1297743
39,0.24083322,0.18253392,"('exploitative', 'cooperative')",0.2408332,0.1825339,-0.0582993
40,-1.2696235,-1.4541233,"('stingy', 'generous')",-1.2696235,-1.4541233,-0.1844998
41,0.333278,0.18403266,"('unforgiving', 'forgiving')",0.333278,0.1840327,-0.1492453
42,-0.93181145,-1.0049188,"('unreliable', 'reliable')",-0.9318115,-1.0049188,-0.0731073
43,0.76769185,0.7486019,"('irresponsible', 'responsible')",0.7676919,0.7486019,-0.01909
44,-0.64921165,-0.6117099,"('prejudiced', 'unprejudiced')",-0.6492116,-0.6117099,0.0375017
45,-0.050862715,-0.13841435,"('incompetent', 'competent')",-0.0508627,-0.1384144,-0.0875517
46,0.02588871,0.088246174,"('uncompetitive', 'competitive')",0.0258887,0.0882462,0.0623575
47,2.000774,2.0802543,"('stupid', 'smart')",2.0007739,2.0802543,0.0794804
48,0.6054766,0.6243213,"('unintelligent', 'intelligent')",0.6054766,0.6243213,0.0188447
49,-0.02389047,0.16599098,"('unable', 'able')",-0.0238905,0.165991,0.1898815
50,0.11753366,0.011291593,"('clumsy', 'skillful')",0.1175337,0.0112916,-0.1062421
51,0.040683668,0.079734914,"('uneducated', 'educated')",0.0406837,0.0797349,0.0390512
52,-0.73741674,-1.117199,"('irrational', 'rational')",-0.7374167,-1.1171989,-0.3797822
53,-1.1835524,-1.2851316,"('uncreative', 'creative')",-1.1835524,-1.2851316,-0.1015792
54,0.05748667,0.03834772,"('incapable', 'capable')",0.0574867,0.0383477,-0.019139
55,0.47647893,0.51337403,"('incompetent', 'clever')",0.4764789,0.513374,0.0368951
56,0.8224648,0.90450025,"('impractical', 'practical')",0.8224648,0.9045002,0.0820354
57,-1.1918972,-1.241282,"('unimaginative', 'imaginative')",-1.1918972,-1.241282,-0.0493848
58,0.58639175,0.39711034,"('undiscriminating', 'discriminating')",0.5863917,0.3971103,-0.1892814
59,-0.75854003,-1.0147041,"('foolish', 'wise')",-0.75854,-1.0147041,-0.2561641
60,1.0447016,1.22369,"('inefficient', 'efficient')",1.0447016,1.22369,0.1789884
61,0.20514876,0.08552919,"('illogical', 'logical')",0.2051488,0.0855292,-0.1196196
62,0.83100814,0.90528214,"('incompetent', 'brilliant')",0.8310081,0.9052821,0.074274
63,0.673629,0.68868315,"('unperceptive', 'insightful')",0.673629,0.6886832,0.0150542
64,-2.8909445,-3.0208316,"('shy', 'confident')",-2.8909445,-3.0208316,-0.1298871
65,-0.014918178,-0.005332686,"('insecure', 'secure')",-0.0149182,-0.0053327,0.0095855
66,-0.72466636,-0.769347,"('inactive', 'active')",-0.7246664,-0.769347,-0.0446806
67,0.59355265,0.6639495,"('doubtful', 'determined')",0.5935526,0.6639495,0.0703969
68,-0.77266824,-0.70251673,"('dependent', 'independent')",-0.7726682,-0.7025167,0.0701515
69,0.40810987,0.36633918,"('lazy', 'industrious')",0.4081099,0.3663392,-0.0417707
70,0.7812518,0.8290485,"('lethargic', 'energetic')",0.7812518,0.8290485,0.0477967
71,0.27745965,0.30544505,"('diffident', 'self-confident')",0.2774597,0.305445,0.0279853
72,-0.2961519,-0.4335922,"('unambitious', 'ambitious')",-0.2961519,-0.4335922,-0.1374403
73,-1.458982,-1.6376687,"('helpless', 'self-reliant')",-1.458982,-1.6376687,-0.1786867
74,0.57154465,0.42227656,"('undedicated', 'dedicated')",0.5715446,0.4222766,-0.149268
75,-0.66362613,-0.6913215,"('meek', 'impulsive')",-0.6636261,-0.6913215,-0.0276954
76,0.014145963,0.22641754,"('anxious', 'daring')",0.014146,0.2264175,0.2122715
77,0.0051625706,0.13267542,"('unmotivated', 'motivated')",0.0051626,0.1326754,0.1275128
78,1.0457078,1.1637212,"('nonresilient', 'resilient')",1.0457078,1.1637212,0.1180134
79,-0.66790944,-0.6594776,"('wavering', 'unwavering')",-0.6679094,-0.6594776,0.0084318
80,0.6139839,0.6437861,"('dominated', 'dominating')",0.6139839,0.6437861,0.0298022
81,1.0463978,1.2131819,"('submissive', 'aggressive')",1.0463978,1.2131819,0.1667841
82,1.4595636,1.6041949,"('poor', 'rich')",1.4595636,1.6041949,0.1446313
83,-0.036049932,-0.054507613,"('powerless', 'powerful')",-0.0360499,-0.0545076,-0.0184577
84,0.9003515,0.92722356,"('inferior', 'superior')",0.9003515,0.9272236,0.0268721
85,-0.29152563,-0.5267171,"('insignificant', 'prestigious')",-0.2915256,-0.5267171,-0.2351915
86,-0.022444516,-0.1997842,"('uninfluential', 'influential')",-0.0224445,-0.1997842,-0.1773397
87,0.30055356,0.32067376,"('unsuccessful', 'successful')",0.3005536,0.3206738,0.0201202
88,0.30025455,0.23342206,"('low', 'eminent')",0.3002546,0.2334221,-0.0668325
