,nut_male,nut_female,tuple,average_male,average_female,female-male
0,0.27065417,0.14560111,"('unsociable', 'sociable')",0.2706542,0.1456011,-0.1250531
1,1.6229792,1.5410907,"('unfriendly', 'friendly')",1.6229792,1.5410907,-0.0818885
2,0.33638665,0.5439349,"('unlikable', 'likable')",0.3363867,0.5439349,0.2075482
3,0.723974,0.81187016,"('repellent', 'pleasant')",0.723974,0.8118702,0.0878962
4,-7.206031,-7.2104697,"('disliked', 'liked')",-7.2060308,-7.2104697,-0.0044389
5,0.113128796,0.25624964,"('distant', 'outgoing')",0.1131288,0.2562496,0.1431208
6,0.42052534,0.5224178,"('distant', 'open')",0.4205253,0.5224178,0.1018925
7,0.81587005,0.8276104,"('insensitive', 'sensitive')",0.81587,0.8276104,0.0117404
8,1.1430634,1.0870447,"('unaffectionate', 'affectionate')",1.1430634,1.0870447,-0.0560187
9,1.8992634,1.9169738,"('unaffectionate', 'caring')",1.8992634,1.9169738,0.0177104
10,1.0614611,1.1200112,"('unsympathetic', 'sympathetic')",1.0614611,1.1200112,0.0585501
11,2.153066,2.1377373,"('unhelpful', 'helpful')",2.1530659,2.1377373,-0.0153286
12,-1.352218,-1.3515381,"('unsupportive', 'supportive')",-1.352218,-1.3515381,0.0006799
13,0.26091558,0.27394816,"('impolite', 'polite')",0.2609156,0.2739482,0.0130326
14,-0.14527966,-0.23027965,"('antisocial', 'social')",-0.1452797,-0.2302797,-0.085
15,0.8080621,0.7181687,"('boring', 'funny')",0.8080621,0.7181687,-0.0898934
16,0.1366553,0.11903793,"('unpopular', 'popular')",0.1366553,0.1190379,-0.0176174
17,-0.0719362,-0.047696427,"('nasty', 'nice')",-0.0719362,-0.0476964,0.0242398
18,-0.40776694,-0.50813353,"('disagreeable', 'welcoming')",-0.4077669,-0.5081335,-0.1003666
19,-0.5387644,-0.35709023,"('inhospitable', 'hospitable')",-0.5387644,-0.3570902,0.1816742
20,0.7272117,0.5600277,"('rough', 'thoughtful')",0.7272117,0.5600277,-0.167184
21,0.03607111,0.16573377,"('immoral', 'moral')",0.0360711,0.1657338,0.1296627
