,ciena_male,ciena_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.32881904,-0.3209809,"('unsociable', 'sociable')",-0.09718997,-0.3665166,-0.2130045,-0.3437487,-0.1307442
1,-1.4059565,-1.4031515,"('unfriendly', 'friendly')",0.69037473,0.5242735,-0.3577909,-0.439439,-0.0816481
2,1.5628953,1.5957355,"('unlikable', 'likable')",0.88370705,0.92627364,1.2233012,1.2610046,0.0377034
3,-0.27536857,-0.07329885,"('repellent', 'pleasant')",1.3099141,1.3137759,0.5172728,0.6202385,0.1029657
4,-0.12986507,-0.19025853,"('disliked', 'liked')",-6.587528,-6.564415,-3.3586967,-3.3773367,-0.01864
5,-0.9390075,-0.9864042,"('distant', 'outgoing')",-0.9539411,-0.91384006,-0.9464743,-0.9501221,-0.0036478
6,-0.996461,-1.0160199,"('distant', 'open')",-1.11762,-1.0626467,-1.0570405,-1.0393333,0.0177072
7,-0.58025604,-0.42510605,"('insensitive', 'sensitive')",-0.08594717,-0.12353836,-0.3331016,-0.2743222,0.0587794
8,-0.77842385,-0.8970343,"('unaffectionate', 'affectionate')",0.009221561,-0.022169009,-0.3846011,-0.4596016,-0.0750005
9,-0.6840322,-0.7119855,"('unaffectionate', 'caring')",0.50305295,0.4997025,-0.0904896,-0.1061415,-0.0156519
10,-1.0412891,-0.78836983,"('unsympathetic', 'sympathetic')",-0.55370104,-0.5960063,-0.7974951,-0.692188,0.1053071
11,0.09221728,0.13057359,"('unhelpful', 'helpful')",1.9580504,2.0009754,1.0251338,1.0657744,0.0406406
12,-0.36667597,-0.24149475,"('unsupportive', 'supportive')",-2.2205315,-2.2448745,-1.2936037,-1.2431846,0.0504191
13,-0.24704735,-0.270252,"('impolite', 'polite')",-0.5147304,-0.56235796,-0.3808889,-0.416305,-0.0354161
14,0.5907657,0.679581,"('antisocial', 'social')",0.3986909,0.17655534,0.4947283,0.4280682,-0.0666601
15,0.54239064,0.34288052,"('boring', 'funny')",0.026193915,0.014669526,0.2842923,0.178775,-0.1055173
16,0.049911123,0.07011135,"('unpopular', 'popular')",0.65924746,0.5651086,0.3545793,0.31761,-0.0369693
17,-0.012283736,0.036094725,"('nasty', 'nice')",-0.40840328,-0.3737321,-0.2103435,-0.1688187,0.0415248
