,realty_male,realty_female,tuple,income_male,income_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.0047373,-1.26165,"('unsociable', 'sociable')",1.124027,1.0183282,0.3625644,0.25484434,0.1606181,0.0038409,-0.1567772
1,-1.2455053,-1.2442187,"('unfriendly', 'friendly')",-0.15718605,-0.18351315,1.4435253,1.3864086,0.0136113,-0.0137744,-0.0273857
2,0.83325577,0.87671196,"('unlikable', 'likable')",1.29421,1.2988867,0.94330865,0.9850759,1.0235914,1.0535582,0.0299668
3,-0.6886491,-0.630614,"('repellent', 'pleasant')",0.34546924,0.4550865,0.91292864,0.98925686,0.1899163,0.2712431,0.0813268
4,0.48379916,0.5945749,"('disliked', 'liked')",0.021232435,0.08695781,-6.3902364,-6.4744954,-1.9617349,-1.9309875,0.0307474
5,-0.2194203,-0.027064543,"('distant', 'outgoing')",-0.5404786,-0.46303567,-0.7935419,-0.752295,-0.5178136,-0.4141317,0.1036819
6,-0.4899636,-0.2466374,"('distant', 'open')",-1.1815873,-1.0900517,-1.0016847,-0.9325158,-0.8910786,-0.7564016,0.134677
7,-0.5608241,-0.6056566,"('insensitive', 'sensitive')",1.3752365,1.487524,0.8552269,0.95074093,0.5565464,0.6108694,0.054323
8,-0.53772044,-0.5207361,"('unaffectionate', 'affectionate')",-0.28028375,-0.2695006,0.4751857,0.44978055,-0.1142728,-0.1134854,0.0007874
9,-0.5629396,-0.56643677,"('unaffectionate', 'caring')",0.9334091,1.0237658,1.3471718,1.421611,0.5725471,0.6263133,0.0537662
10,-1.6764663,-1.8731446,"('unsympathetic', 'sympathetic')",1.0162399,0.99937475,0.27408966,0.30781016,-0.1287123,-0.1886532,-0.0599409
11,0.030700507,-0.105545975,"('unhelpful', 'helpful')",1.5215795,1.5113468,2.872375,2.8652864,1.474885,1.4236957,-0.0511893
12,0.124107376,0.18873757,"('unsupportive', 'supportive')",1.9239877,2.0803952,-1.5710945,-1.5256662,0.1590002,0.2478222,0.088822
13,-0.16823138,-0.35725862,"('impolite', 'polite')",1.1286471,1.0244627,0.15623824,0.18454854,0.372218,0.2839175,-0.0883005
14,0.15267375,0.034356304,"('antisocial', 'social')",1.8024435,1.8056899,0.30432063,0.25434008,0.7531459,0.6981288,-0.0550171
15,0.911666,0.8135213,"('boring', 'funny')",0.4582804,0.39627147,0.088803224,0.03413932,0.4862498,0.414644,-0.0716058
16,0.34984282,0.3894473,"('unpopular', 'popular')",-1.2754962,-1.218081,0.08735101,0.17321119,-0.2794341,-0.2184741,0.06096
17,0.6061324,0.69316,"('nasty', 'nice')",1.1560115,1.1426017,-0.30801046,-0.30823898,0.4847111,0.5091743,0.0244632
18,-0.13827053,-0.01461998,"('disagreeable', 'welcoming')",-0.7007022,-0.6323587,-0.78099036,-0.77925336,-0.5399877,-0.4754107,0.064577
19,-0.77051896,-0.687771,"('inhospitable', 'hospitable')",-0.46956962,-0.53390265,-0.4666934,-0.41607946,-0.5689273,-0.5459177,0.0230096
20,-0.5085434,-0.41386068,"('rough', 'thoughtful')",-0.15828443,-0.13114037,0.14664419,0.20491469,-0.1733945,-0.1133621,0.0600324
21,-0.0756057,-0.30203587,"('immoral', 'moral')",2.3416133,2.2427053,0.2742028,0.29653394,0.8467368,0.7457345,-0.1010023
22,-1.1531931,-1.1351259,"('untrustworthy', 'trustworthy')",-0.15246397,-0.11661631,-0.4592259,-0.3373923,-0.5882943,-0.5297115,0.0585828
23,-0.090480946,-0.25606924,"('insincere', 'sincere')",1.7924098,1.7489344,6.749616,6.7463636,2.8171816,2.7464097,-0.0707719
24,-0.50414395,-0.5495921,"('dishonest', 'honest')",1.4944214,1.4905853,1.5671661,1.610595,0.8524812,0.8505294,-0.0019518
25,0.042508833,0.07715187,"('egoistic', 'altruistic')",-0.5899653,-0.55021197,0.74458814,0.69912314,0.0657106,0.0753543,0.0096437
26,0.84004587,0.7853458,"('hardhearted', 'benevolent')",1.9495808,1.9646366,1.7175045,1.6279708,1.502377,1.4593177,-0.0430593
27,-0.8369567,-0.6935057,"('hardhearted', 'softhearted')",0.990976,1.1080186,0.5849494,0.67597383,0.2463229,0.3634956,0.1171727
28,-0.5090773,-0.7403898,"('disloyal', 'loyal')",0.66867465,0.5617017,1.2881601,1.2210743,0.4825858,0.3474621,-0.1351237
29,-0.9786778,-0.87761605,"('unfair', 'fair')",-1.5823783,-1.4614052,-0.8451988,-0.88409483,-1.1354183,-1.074372,0.0610463
30,0.16509438,0.030093461,"('intolerant', 'tolerant')",1.885186,1.8594415,1.2251717,1.1757488,1.0918174,1.0217613,-0.0700561
31,-0.5092727,-0.2802579,"('evil', 'good')",-2.6004229,-2.4786375,-1.8080746,-1.8323535,-1.6392566,-1.5304163,0.1088403
32,-0.2650548,-0.4606511,"('unkind', 'kind')",1.1079178,1.1296237,1.755634,1.6852123,0.8661656,0.7847283,-0.0814373
33,0.8064971,0.8768671,"('wrong', 'right')",0.11431884,0.16877124,-0.92083764,-0.87704253,-7.2e-06,0.0561986,0.0562058
34,0.41378373,0.47128,"('mean', 'honorable')",1.1258084,1.1221675,5.8780556,6.026952,2.4725491,2.5401332,0.0675841
