,swivel_male,swivel_female,tuple,average_male,average_female,female-male
0,-0.2633688,-0.41345254,"('unsociable', 'sociable')",-0.2633688,-0.4134525,-0.1500837
1,-1.3203621,-1.4645936,"('unfriendly', 'friendly')",-1.3203621,-1.4645936,-0.1442315
2,0.11224909,0.086148806,"('unlikable', 'likable')",0.1122491,0.0861488,-0.0261003
3,-0.41013372,-0.33307084,"('repellent', 'pleasant')",-0.4101337,-0.3330708,0.0770629
4,-2.7139459,-2.7566602,"('disliked', 'liked')",-2.7139459,-2.7566602,-0.0427143
5,-0.44536898,-0.38054526,"('distant', 'outgoing')",-0.445369,-0.3805453,0.0648237
6,-0.79858744,-0.73387176,"('distant', 'open')",-0.7985874,-0.7338718,0.0647156
7,-0.25845852,-0.22280699,"('insensitive', 'sensitive')",-0.2584585,-0.222807,0.0356515
8,-1.494341,-1.5651419,"('unaffectionate', 'affectionate')",-1.494341,-1.5651419,-0.0708009
9,-1.1280103,-1.186724,"('unaffectionate', 'caring')",-1.1280103,-1.1867239,-0.0587136
10,-0.41331625,-0.42582548,"('unsympathetic', 'sympathetic')",-0.4133162,-0.4258255,-0.0125093
11,0.95379674,0.94752467,"('unhelpful', 'helpful')",0.9537967,0.9475247,-0.006272
12,-1.6881422,-1.6365094,"('unsupportive', 'supportive')",-1.6881422,-1.6365094,0.0516328
13,-0.3217373,-0.39623722,"('impolite', 'polite')",-0.3217373,-0.3962372,-0.0744999
14,0.6254471,0.55525553,"('antisocial', 'social')",0.6254471,0.5552555,-0.0701916
15,0.47883707,0.34136105,"('boring', 'funny')",0.4788371,0.341361,-0.1374761
16,-0.2314285,-0.28057677,"('unpopular', 'popular')",-0.2314285,-0.2805768,-0.0491483
17,-0.5142375,-0.5211962,"('nasty', 'nice')",-0.5142375,-0.5211962,-0.0069587
18,-0.9710818,-1.0574093,"('disagreeable', 'welcoming')",-0.9710818,-1.0574093,-0.0863275
19,-1.404655,-1.3722156,"('inhospitable', 'hospitable')",-1.404655,-1.3722156,0.0324394
20,0.66800743,0.6730366,"('rough', 'thoughtful')",0.6680074,0.6730366,0.0050292
21,0.13409601,0.11077539,"('immoral', 'moral')",0.134096,0.1107754,-0.0233206
22,-0.23726675,-0.27518582,"('untrustworthy', 'trustworthy')",-0.2372667,-0.2751858,-0.0379191
23,1.6764477,1.6186738,"('insincere', 'sincere')",1.6764477,1.6186738,-0.0577739
24,-0.4762045,-0.5363593,"('dishonest', 'honest')",-0.4762045,-0.5363593,-0.0601548
25,-0.503165,-0.57086575,"('egoistic', 'altruistic')",-0.503165,-0.5708658,-0.0677008
26,-0.37468684,-0.58385843,"('hardhearted', 'benevolent')",-0.3746868,-0.5838584,-0.2091716
27,0.102506235,0.04289487,"('hardhearted', 'softhearted')",0.1025062,0.0428949,-0.0596113
28,-0.34805116,-0.4797575,"('disloyal', 'loyal')",-0.3480512,-0.4797575,-0.1317063
29,-0.034076322,-0.023027245,"('unfair', 'fair')",-0.0340763,-0.0230272,0.0110491
30,0.105988935,-0.055549107,"('intolerant', 'tolerant')",0.1059889,-0.0555491,-0.161538
31,-1.3438194,-1.3234752,"('evil', 'good')",-1.3438194,-1.3234752,0.0203442
32,-0.101035744,-0.21644202,"('unkind', 'kind')",-0.1010357,-0.216442,-0.1154063
33,-0.47828946,-0.5103324,"('wrong', 'right')",-0.4782895,-0.5103324,-0.0320429
34,1.4150454,1.5401574,"('mean', 'honorable')",1.4150454,1.5401574,0.125112
35,-0.2891354,-0.2877388,"('corrupt', 'incorrupt')",-0.2891354,-0.2877388,0.0013966
36,-1.6925864,-1.7489444,"('hostile', 'amicable')",-1.6925864,-1.7489444,-0.056358
37,-0.3152186,-0.31725404,"('fake', 'genuine')",-0.3152186,-0.317254,-0.0020354
38,-0.2623831,-0.26572716,"('untruthful', 'truthful')",-0.2623831,-0.2657272,-0.0033441
39,0.5190566,0.4931877,"('exploitative', 'cooperative')",0.5190566,0.4931877,-0.0258689
40,-2.0649102,-2.0607104,"('stingy', 'generous')",-2.0649102,-2.0607104,0.0041998
41,-0.38451976,-0.50666475,"('unforgiving', 'forgiving')",-0.3845198,-0.5066648,-0.122145
42,-0.75423115,-0.7032081,"('unreliable', 'reliable')",-0.7542312,-0.7032081,0.0510231
43,-0.02151879,-0.052676294,"('irresponsible', 'responsible')",-0.0215188,-0.0526763,-0.0311575
44,0.39376223,0.4174116,"('prejudiced', 'unprejudiced')",0.3937622,0.4174116,0.0236494
45,-0.77834404,-0.8130687,"('incompetent', 'competent')",-0.778344,-0.8130687,-0.0347247
46,0.07404347,0.08235886,"('uncompetitive', 'competitive')",0.0740435,0.0823589,0.0083154
47,1.5453479,1.6214074,"('stupid', 'smart')",1.5453479,1.6214074,0.0760595
48,-0.0030572042,-0.07248363,"('unintelligent', 'intelligent')",-0.0030572,-0.0724836,-0.0694264
49,0.44742176,0.5055914,"('unable', 'able')",0.4474218,0.5055914,0.0581696
50,-0.16842836,-0.15882523,"('clumsy', 'skillful')",-0.1684284,-0.1588252,0.0096032
51,-0.0007075891,-0.049350515,"('uneducated', 'educated')",-0.0007076,-0.0493505,-0.0486429
52,-1.1072434,-1.3091767,"('irrational', 'rational')",-1.1072434,-1.3091767,-0.2019333
53,-1.04369,-1.147962,"('uncreative', 'creative')",-1.04369,-1.147962,-0.104272
54,-0.4383662,-0.4409606,"('incapable', 'capable')",-0.4383662,-0.4409606,-0.0025944
55,0.29527402,0.26178518,"('incompetent', 'clever')",0.295274,0.2617852,-0.0334888
56,1.3202283,1.2655723,"('impractical', 'practical')",1.3202283,1.2655723,-0.054656
57,-0.8935261,-1.0320687,"('unimaginative', 'imaginative')",-0.8935261,-1.0320687,-0.1385426
58,0.37793565,0.3138902,"('undiscriminating', 'discriminating')",0.3779356,0.3138902,-0.0640454
59,-0.6710761,-0.7450768,"('foolish', 'wise')",-0.6710761,-0.7450768,-0.0740007
60,1.3493638,1.3627176,"('inefficient', 'efficient')",1.3493638,1.3627176,0.0133538
61,0.33064446,0.19438197,"('illogical', 'logical')",0.3306445,0.194382,-0.1362625
62,0.28540134,0.34827995,"('incompetent', 'brilliant')",0.2854013,0.34828,0.0628787
63,-0.11291766,-0.03846631,"('unperceptive', 'insightful')",-0.1129177,-0.0384663,0.0744514
64,-2.163436,-2.2047014,"('shy', 'confident')",-2.1634359,-2.2047014,-0.0412655
65,0.13020751,0.10437764,"('insecure', 'secure')",0.1302075,0.1043776,-0.0258299
66,-0.85710174,-0.75997025,"('inactive', 'active')",-0.8571017,-0.7599702,0.0971315
67,0.71978074,0.6651085,"('doubtful', 'determined')",0.7197807,0.6651085,-0.0546722
68,0.48774266,0.50449365,"('dependent', 'independent')",0.4877427,0.5044937,0.016751
69,-0.54194194,-0.5107209,"('lazy', 'industrious')",-0.5419419,-0.5107209,0.031221
70,0.16000798,0.17076695,"('lethargic', 'energetic')",0.160008,0.1707669,0.0107589
71,0.101402335,0.07751824,"('diffident', 'self-confident')",0.1014023,0.0775182,-0.0238841
72,-0.9702209,-0.8921326,"('unambitious', 'ambitious')",-0.9702209,-0.8921326,0.0780883
73,-0.87668556,-0.889218,"('helpless', 'self-reliant')",-0.8766856,-0.889218,-0.0125324
74,-0.18967956,-0.2277504,"('undedicated', 'dedicated')",-0.1896796,-0.2277504,-0.0380708
75,-0.12966587,-0.04103001,"('meek', 'impulsive')",-0.1296659,-0.04103,0.0886359
76,0.87342423,0.9127405,"('anxious', 'daring')",0.8734242,0.9127405,0.0393163
77,0.11692271,0.10458487,"('unmotivated', 'motivated')",0.1169227,0.1045849,-0.0123378
78,-0.2825377,-0.1729817,"('nonresilient', 'resilient')",-0.2825377,-0.1729817,0.109556
79,-1.2107399,-1.1874576,"('wavering', 'unwavering')",-1.2107399,-1.1874576,0.0232823
80,0.5270942,0.5429338,"('dominated', 'dominating')",0.5270942,0.5429338,0.0158396
81,0.37200314,0.40768972,"('submissive', 'aggressive')",0.3720031,0.4076897,0.0356866
82,1.4769399,1.5219178,"('poor', 'rich')",1.4769399,1.5219178,0.0449779
83,0.37960047,0.31996176,"('powerless', 'powerful')",0.3796005,0.3199618,-0.0596387
84,0.25355947,0.19288303,"('inferior', 'superior')",0.2535595,0.192883,-0.0606765
85,-1.1817636,-1.2936335,"('insignificant', 'prestigious')",-1.1817636,-1.2936335,-0.1118699
86,-0.7167944,-0.84894806,"('uninfluential', 'influential')",-0.7167944,-0.8489481,-0.1321537
87,0.31801963,0.3073205,"('unsuccessful', 'successful')",0.3180196,0.3073205,-0.0106991
88,-0.47395897,-0.57949084,"('low', 'eminent')",-0.473959,-0.5794908,-0.1055318
