,cod_male,cod_female,tuple,average_male,average_female,female-male
0,-0.003946107,-0.088742554,"('unsociable', 'sociable')",-0.0039461,-0.0887426,-0.0847965
1,0.9063243,0.8391607,"('unfriendly', 'friendly')",0.9063243,0.8391607,-0.0671636
2,0.00020766351,0.0070728287,"('unlikable', 'likable')",0.0002077,0.0070728,0.0068651
3,0.7455224,0.7830467,"('repellent', 'pleasant')",0.7455224,0.7830467,0.0375243
4,-7.267852,-7.326902,"('disliked', 'liked')",-7.2678518,-7.3269019,-0.0590501
5,-1.241283,-1.2332762,"('distant', 'outgoing')",-1.2412831,-1.2332762,0.0080069
6,-0.26493675,-0.32382244,"('distant', 'open')",-0.2649367,-0.3238224,-0.0588857
7,1.1322106,1.1411408,"('insensitive', 'sensitive')",1.1322106,1.1411408,0.0089302
8,1.0682604,0.9605596,"('unaffectionate', 'affectionate')",1.0682604,0.9605596,-0.1077008
9,1.4559035,1.4042937,"('unaffectionate', 'caring')",1.4559035,1.4042937,-0.0516098
10,1.3499261,1.3342582,"('unsympathetic', 'sympathetic')",1.3499261,1.3342582,-0.0156679
11,1.3649601,1.4544753,"('unhelpful', 'helpful')",1.3649601,1.4544753,0.0895152
12,-1.3772649,-1.3923762,"('unsupportive', 'supportive')",-1.3772649,-1.3923762,-0.0151113
13,-0.22082436,-0.26497918,"('impolite', 'polite')",-0.2208244,-0.2649792,-0.0441548
14,0.21281435,0.21408993,"('antisocial', 'social')",0.2128143,0.2140899,0.0012756
15,0.38321066,0.29741678,"('boring', 'funny')",0.3832107,0.2974168,-0.0857939
16,-0.5966637,-0.52378154,"('unpopular', 'popular')",-0.5966637,-0.5237815,0.0728822
17,-0.8211639,-0.7989386,"('nasty', 'nice')",-0.8211639,-0.7989386,0.0222253
18,-0.47337532,-0.58498716,"('disagreeable', 'welcoming')",-0.4733753,-0.5849872,-0.1116119
19,-0.9156037,-0.90895504,"('inhospitable', 'hospitable')",-0.9156037,-0.908955,0.0066487
20,1.0453749,1.0225524,"('rough', 'thoughtful')",1.0453749,1.0225524,-0.0228225
21,-0.198102,-0.12608281,"('immoral', 'moral')",-0.198102,-0.1260828,0.0720192
22,-0.5721324,-0.58757484,"('untrustworthy', 'trustworthy')",-0.5721324,-0.5875748,-0.0154424
23,6.4213157,6.423438,"('insincere', 'sincere')",6.4213157,6.4234381,0.0021224
24,1.319477,1.1782781,"('dishonest', 'honest')",1.319477,1.1782781,-0.1411989
25,0.806911,0.705448,"('egoistic', 'altruistic')",0.806911,0.705448,-0.101463
26,0.90425766,0.83991015,"('hardhearted', 'benevolent')",0.9042577,0.8399101,-0.0643476
27,1.6266633,1.3846484,"('hardhearted', 'softhearted')",1.6266633,1.3846484,-0.2420149
28,1.0851552,1.0325648,"('disloyal', 'loyal')",1.0851552,1.0325648,-0.0525904
29,-0.7449359,-0.8862271,"('unfair', 'fair')",-0.7449359,-0.8862271,-0.1412912
30,1.1756862,1.0882845,"('intolerant', 'tolerant')",1.1756862,1.0882845,-0.0874017
31,-1.7706134,-1.7016816,"('evil', 'good')",-1.7706134,-1.7016816,0.0689318
32,0.71768117,0.62812907,"('unkind', 'kind')",0.7176812,0.6281291,-0.0895521
33,-0.40816617,-0.47847354,"('wrong', 'right')",-0.4081662,-0.4784735,-0.0703073
34,4.534047,4.6502285,"('mean', 'honorable')",4.5340471,4.6502285,0.1161814
35,-0.27139407,-0.51823884,"('corrupt', 'incorrupt')",-0.2713941,-0.5182388,-0.2468447
36,-0.5106345,-0.572948,"('hostile', 'amicable')",-0.5106345,-0.572948,-0.0623135
37,0.9054786,0.8531226,"('fake', 'genuine')",0.9054786,0.8531226,-0.052356
38,-0.4169491,-0.41126102,"('untruthful', 'truthful')",-0.4169491,-0.411261,0.0056881
39,0.8585019,0.8160713,"('exploitative', 'cooperative')",0.8585019,0.8160713,-0.0424306
40,-0.89598,-1.1100181,"('stingy', 'generous')",-0.89598,-1.1100181,-0.2140381
41,-0.047527388,-0.09982559,"('unforgiving', 'forgiving')",-0.0475274,-0.0998256,-0.0522982
42,-2.1631622,-2.2141495,"('unreliable', 'reliable')",-2.1631622,-2.2141495,-0.0509873
43,0.8038774,0.7860432,"('irresponsible', 'responsible')",0.8038774,0.7860432,-0.0178342
44,-1.1068422,-1.0662292,"('prejudiced', 'unprejudiced')",-1.1068422,-1.0662292,0.040613
45,0.015077208,0.012295241,"('incompetent', 'competent')",0.0150772,0.0122952,-0.002782
46,-0.36171558,-0.4267255,"('uncompetitive', 'competitive')",-0.3617156,-0.4267255,-0.0650099
47,5.030992,5.189005,"('stupid', 'smart')",5.030992,5.1890049,0.1580129
48,0.6877618,0.58657014,"('unintelligent', 'intelligent')",0.6877618,0.5865701,-0.1011917
49,0.14979629,0.1808594,"('unable', 'able')",0.1497963,0.1808594,0.0310631
50,-0.40755272,-0.47221673,"('clumsy', 'skillful')",-0.4075527,-0.4722167,-0.064664
51,0.714859,0.65765834,"('uneducated', 'educated')",0.714859,0.6576583,-0.0572007
52,-0.84192324,-0.8935468,"('irrational', 'rational')",-0.8419232,-0.8935468,-0.0516236
