,quantity_male,quantity_female,tuple,average_male,average_female,female-male
0,0.06507899,0.21484137,"('unsociable', 'sociable')",0.065079,0.2148414,0.1497624
1,1.5281056,1.6998084,"('unfriendly', 'friendly')",1.5281056,1.6998084,0.1717028
2,-0.016718388,0.2817214,"('unlikable', 'likable')",-0.0167184,0.2817214,0.2984398
3,0.91571623,1.12793,"('repellent', 'pleasant')",0.9157162,1.12793,0.2122138
4,-7.234247,-6.967111,"('disliked', 'liked')",-7.2342472,-6.9671111,0.2671361
5,-0.2605421,0.090413705,"('distant', 'outgoing')",-0.2605421,0.0904137,0.3509558
6,-0.013407163,0.33168274,"('distant', 'open')",-0.0134072,0.3316827,0.3450899
7,1.2042279,1.5891842,"('insensitive', 'sensitive')",1.2042279,1.5891842,0.3849563
8,1.0482666,1.0183113,"('unaffectionate', 'affectionate')",1.0482666,1.0183113,-0.0299553
9,1.5058243,1.6842349,"('unaffectionate', 'caring')",1.5058243,1.6842349,0.1784106
10,1.0388834,1.3213811,"('unsympathetic', 'sympathetic')",1.0388834,1.3213811,0.2824977
11,2.1660743,2.4114316,"('unhelpful', 'helpful')",2.1660743,2.4114316,0.2453573
12,-1.3635943,-0.81604046,"('unsupportive', 'supportive')",-1.3635943,-0.8160405,0.5475538
13,0.17290765,0.25227803,"('impolite', 'polite')",0.1729077,0.252278,0.0793703
14,0.116071634,0.005889223,"('antisocial', 'social')",0.1160716,0.0058892,-0.1101824
15,0.4132093,0.47145823,"('boring', 'funny')",0.4132093,0.4714582,0.0582489
16,-0.6443781,-0.5541382,"('unpopular', 'popular')",-0.6443781,-0.5541382,0.0902399
17,0.015568012,-0.16518398,"('nasty', 'nice')",0.015568,-0.165184,-0.180752
18,-0.4943334,-0.2156592,"('disagreeable', 'welcoming')",-0.4943334,-0.2156592,0.2786742
19,-0.39076573,-0.019628659,"('inhospitable', 'hospitable')",-0.3907657,-0.0196287,0.371137
20,0.82968575,0.45204183,"('rough', 'thoughtful')",0.8296857,0.4520418,-0.3776439
21,0.027545488,0.43293604,"('immoral', 'moral')",0.0275455,0.432936,0.4053905
22,-0.2680974,0.111216515,"('untrustworthy', 'trustworthy')",-0.2680974,0.1112165,0.3793139
23,7.001642,7.116622,"('insincere', 'sincere')",7.0016422,7.116622,0.1149798
24,2.2121937,2.4374623,"('dishonest', 'honest')",2.2121937,2.4374623,0.2252686
25,1.1361448,0.8942727,"('egoistic', 'altruistic')",1.1361448,0.8942727,-0.2418721
26,0.8752877,0.45201203,"('hardhearted', 'benevolent')",0.8752877,0.452012,-0.4232757
27,1.94316,1.6497653,"('hardhearted', 'softhearted')",1.9431601,1.6497653,-0.2933948
28,1.4217235,1.3136814,"('disloyal', 'loyal')",1.4217235,1.3136814,-0.1080421
29,-0.66375625,-0.6607967,"('unfair', 'fair')",-0.6637563,-0.6607967,0.0029596
30,0.85239327,0.93403333,"('intolerant', 'tolerant')",0.8523933,0.9340333,0.08164
31,-1.1841534,-1.2410388,"('evil', 'good')",-1.1841534,-1.2410388,-0.0568854
32,1.3277643,1.3726889,"('unkind', 'kind')",1.3277643,1.3726889,0.0449246
33,-0.1450786,0.025935339,"('wrong', 'right')",-0.1450786,0.0259353,0.1710139
34,4.837458,5.0656295,"('mean', 'honorable')",4.8374581,5.0656295,0.2281714
35,-0.7708499,-1.050894,"('corrupt', 'incorrupt')",-0.7708499,-1.050894,-0.2800441
36,-1.1083937,-1.3730581,"('hostile', 'amicable')",-1.1083937,-1.3730581,-0.2646644
37,1.1943774,1.1101793,"('fake', 'genuine')",1.1943774,1.1101793,-0.0841981
38,0.20140532,0.49022424,"('untruthful', 'truthful')",0.2014053,0.4902242,0.2888189
39,0.14486466,0.20379823,"('exploitative', 'cooperative')",0.1448647,0.2037982,0.0589335
40,-1.0315174,-0.8482367,"('stingy', 'generous')",-1.0315174,-0.8482367,0.1832807
41,0.13383229,-0.15186983,"('unforgiving', 'forgiving')",0.1338323,-0.1518698,-0.2857021
42,-2.479174,-1.9014856,"('unreliable', 'reliable')",-2.4791739,-1.9014856,0.5776883
43,0.9054947,1.2492385,"('irresponsible', 'responsible')",0.9054947,1.2492385,0.3437438
44,-1.6293668,-2.0463085,"('prejudiced', 'unprejudiced')",-1.6293668,-2.0463085,-0.4169417
