,jefferies_male,jefferies_female,tuple,financial_male,financial_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.0238748,-1.1751149,"('unsociable', 'sociable')",-0.17981923,-0.3628226,0.5751069,0.3977001,-0.4972615,-0.6064567,-0.2814621,-0.4366735,-0.1552114
1,-1.9071827,-2.0011714,"('unfriendly', 'friendly')",1.809762,1.6762958,-0.14112908,-0.22484852,2.0714464,2.0215251,0.4582242,0.3679503,-0.0902739
2,0.38265237,0.39221528,"('unlikable', 'likable')",2.560854,2.686838,1.8710326,1.8929634,0.8284626,0.9474597,1.4107504,1.479869,0.0691186
3,-0.95546097,-0.8801369,"('repellent', 'pleasant')",-0.98139083,-0.9276185,0.9206154,0.9070388,-0.02039774,-0.028552085,-0.2591585,-0.2323172,0.0268413
4,0.16884899,0.100794464,"('disliked', 'liked')",0.36651516,0.27909064,-0.13848503,-0.21341413,-6.22441,-6.337514,-1.4568827,-1.5427607,-0.085878
5,-0.11183771,-0.028320184,"('distant', 'outgoing')",1.1714388,1.1744916,-1.0231636,-0.93631995,-0.10068615,-0.050558005,-0.0160622,0.0398234,0.0558856
6,-0.84719074,-0.73478377,"('distant', 'open')",0.46729144,0.4931171,-1.501036,-1.4114399,0.5289799,0.52779716,-0.3379889,-0.2813274,0.0566615
7,-0.14154014,-0.17206427,"('insensitive', 'sensitive')",-0.014407687,-0.016647577,0.295254,0.22807084,0.8041866,0.7801724,0.2358732,0.2048828,-0.0309904
8,-0.14618547,-0.18212983,"('unaffectionate', 'affectionate')",0.87852883,0.84210485,-0.11231836,-0.09073927,0.7752646,0.78969216,0.3488224,0.339732,-0.0090904
9,-0.46365547,-0.534453,"('unaffectionate', 'caring')",1.5412956,1.4597296,0.20202795,0.18062319,1.3168831,1.3568959,0.6491378,0.6156989,-0.0334389
10,-1.4069278,-1.4573479,"('unsympathetic', 'sympathetic')",-1.4434104,-1.4352205,-0.32144022,-0.37191194,-0.4505835,-0.4810715,-0.9055905,-0.936388,-0.0307975
