,pagan_male,pagan_female,tuple,average_male,average_female,female-male
0,0.04982169,-0.25493556,"('unsociable', 'sociable')",0.0498217,-0.2549356,-0.3047573
1,1.0236754,1.1505141,"('unfriendly', 'friendly')",1.0236754,1.1505141,0.1268387
2,0.29497042,0.5093824,"('unlikable', 'likable')",0.2949704,0.5093824,0.214412
3,0.8269947,0.7961563,"('repellent', 'pleasant')",0.8269947,0.7961563,-0.0308384
4,-7.2813487,-7.3755684,"('disliked', 'liked')",-7.2813487,-7.3755684,-0.0942197
5,-0.5369916,-0.2014694,"('distant', 'outgoing')",-0.5369916,-0.2014694,0.3355222
6,-0.21240854,0.13910052,"('distant', 'open')",-0.2124085,0.1391005,0.351509
7,0.71691704,0.672029,"('insensitive', 'sensitive')",0.716917,0.672029,-0.044888
8,0.81519663,1.0261292,"('unaffectionate', 'affectionate')",0.8151966,1.0261292,0.2109326
9,1.3748761,1.6985211,"('unaffectionate', 'caring')",1.3748761,1.6985211,0.323645
10,1.2181954,1.1254311,"('unsympathetic', 'sympathetic')",1.2181954,1.1254311,-0.0927643
11,1.7782903,1.7842253,"('unhelpful', 'helpful')",1.7782903,1.7842253,0.005935
12,-1.505346,-1.5192575,"('unsupportive', 'supportive')",-1.5053459,-1.5192575,-0.0139116
13,0.27003786,0.09527109,"('impolite', 'polite')",0.2700379,0.0952711,-0.1747668
14,-0.25414133,-0.6573522,"('antisocial', 'social')",-0.2541413,-0.6573522,-0.4032109
15,0.2618682,0.17623739,"('boring', 'funny')",0.2618682,0.1762374,-0.0856308
16,-0.4078347,-0.13123395,"('unpopular', 'popular')",-0.4078347,-0.1312339,0.2766008
17,-0.18056606,-0.19001038,"('nasty', 'nice')",-0.1805661,-0.1900104,-0.0094443
18,-0.6353331,-0.62072754,"('disagreeable', 'welcoming')",-0.6353331,-0.6207275,0.0146056
19,-0.5962387,-0.26765862,"('inhospitable', 'hospitable')",-0.5962387,-0.2676586,0.3285801
20,0.78291476,0.578587,"('rough', 'thoughtful')",0.7829148,0.578587,-0.2043278
21,-0.11460808,-0.10706081,"('immoral', 'moral')",-0.1146081,-0.1070608,0.0075473
22,-0.5759424,-0.75491613,"('untrustworthy', 'trustworthy')",-0.5759424,-0.7549161,-0.1789737
23,6.196815,6.295435,"('insincere', 'sincere')",6.196815,6.295435,0.09862
24,1.5957577,1.6411246,"('dishonest', 'honest')",1.5957577,1.6411246,0.0453669
25,0.3583129,0.37276465,"('egoistic', 'altruistic')",0.3583129,0.3727646,0.0144517
26,0.28479692,0.09574081,"('hardhearted', 'benevolent')",0.2847969,0.0957408,-0.1890561
27,1.5627792,1.5265521,"('hardhearted', 'softhearted')",1.5627792,1.5265521,-0.0362271
28,1.1422769,1.2048624,"('disloyal', 'loyal')",1.1422769,1.2048624,0.0625855
29,-0.48732087,-0.5993096,"('unfair', 'fair')",-0.4873209,-0.5993096,-0.1119887
30,0.96200943,1.0063655,"('intolerant', 'tolerant')",0.9620094,1.0063655,0.0443561
