,laugh_male,laugh_female,tuple,average_male,average_female,female-male
0,0.37815872,0.26996964,"('unsociable', 'sociable')",0.3781587,0.2699696,-0.1081891
1,1.1769398,1.1599457,"('unfriendly', 'friendly')",1.1769398,1.1599457,-0.0169941
2,0.76989436,0.81576806,"('unlikable', 'likable')",0.7698944,0.8157681,0.0458737
3,1.2862513,1.34999,"('repellent', 'pleasant')",1.2862513,1.34999,0.0637387
4,-6.9071455,-6.9340525,"('disliked', 'liked')",-6.9071455,-6.9340525,-0.026907
5,-0.31383196,-0.27057728,"('distant', 'outgoing')",-0.313832,-0.2705773,0.0432547
6,-0.16721047,-0.13529502,"('distant', 'open')",-0.1672105,-0.135295,0.0319155
7,1.6912532,1.6676747,"('insensitive', 'sensitive')",1.6912532,1.6676747,-0.0235785
8,0.7701955,0.7702197,"('unaffectionate', 'affectionate')",0.7701955,0.7702197,2.42e-05
9,1.2806879,1.3017857,"('unaffectionate', 'caring')",1.2806879,1.3017857,0.0210978
10,1.9136289,1.9001191,"('unsympathetic', 'sympathetic')",1.9136289,1.9001191,-0.0135098
11,2.3847163,2.4195027,"('unhelpful', 'helpful')",2.3847163,2.4195027,0.0347864
12,-0.7924912,-0.8088502,"('unsupportive', 'supportive')",-0.7924912,-0.8088502,-0.016359
13,0.5354973,0.46997702,"('impolite', 'polite')",0.5354973,0.469977,-0.0655203
14,0.52691114,0.414398,"('antisocial', 'social')",0.5269111,0.414398,-0.1125131
15,0.35549986,0.3813275,"('boring', 'funny')",0.3554999,0.3813275,0.0258276
16,-0.71139014,-0.6550155,"('unpopular', 'popular')",-0.7113901,-0.6550155,0.0563746
17,0.01634378,0.050007388,"('nasty', 'nice')",0.0163438,0.0500074,0.0336636
18,-0.10823518,-0.17475963,"('disagreeable', 'welcoming')",-0.1082352,-0.1747596,-0.0665244
19,-0.29719755,-0.25021932,"('inhospitable', 'hospitable')",-0.2971976,-0.2502193,0.0469783
20,0.8794949,0.78899276,"('rough', 'thoughtful')",0.8794949,0.7889928,-0.0905021
21,0.77291846,0.78904635,"('immoral', 'moral')",0.7729185,0.7890463,0.0161278
22,0.3542947,0.3190493,"('untrustworthy', 'trustworthy')",0.3542947,0.3190493,-0.0352454
