,advansix_male,advansix_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.059781,-1.1531197,"('unsociable', 'sociable')",-0.17997324,-0.28700107,-0.6198771,-0.7200603,-0.1001832
1,-1.8792574,-2.0242062,"('unfriendly', 'friendly')",1.5260448,1.3903772,-0.1766063,-0.3169145,-0.1403082
2,0.7559906,0.8417734,"('unlikable', 'likable')",0.71264374,0.7894524,0.7343172,0.8156129,0.0812957
3,-0.29688248,-0.23201765,"('repellent', 'pleasant')",-0.069211476,-0.06706631,-0.183047,-0.149542,0.033505
4,-0.24176614,-0.3305467,"('disliked', 'liked')",-5.550732,-5.623453,-2.8962491,-2.977,-0.0807509
5,-1.2688105,-1.240404,"('distant', 'outgoing')",-0.29423085,-0.26522267,-0.7815207,-0.7528133,0.0287074
6,-1.5688019,-1.5668634,"('distant', 'open')",0.05721694,0.023995273,-0.7557925,-0.7714341,-0.0156416
7,-0.55442905,-0.544625,"('insensitive', 'sensitive')",0.124765016,0.12695548,-0.214832,-0.2088348,0.0059972
8,-1.8339672,-1.8996763,"('unaffectionate', 'affectionate')",0.45105684,0.35629183,-0.6914552,-0.7716923,-0.0802371
9,-2.0205264,-2.0821357,"('unaffectionate', 'caring')",0.6350057,0.5612494,-0.6927603,-0.7604432,-0.0676829
10,-1.2705929,-1.2283792,"('unsympathetic', 'sympathetic')",-0.73979527,-0.7627181,-1.0051941,-0.9955487,0.0096454
11,-0.37652826,-0.32527232,"('unhelpful', 'helpful')",1.4606242,1.4658396,0.542048,0.5702837,0.0282357
12,-0.9459569,-0.8062806,"('unsupportive', 'supportive')",-2.0366335,-1.985674,-1.4912952,-1.3959773,0.0953179
13,-0.2387779,-0.23393162,"('impolite', 'polite')",-0.6312636,-0.62654346,-0.4350207,-0.4302375,0.0047832
14,0.17150827,0.17206588,"('antisocial', 'social')",-0.357828,-0.3973064,-0.0931599,-0.1126203,-0.0194604
15,-0.051531076,-0.13875856,"('boring', 'funny')",0.7604993,0.74175096,0.3544841,0.3014962,-0.0529879
16,-0.62251985,-0.60623056,"('unpopular', 'popular')",0.68418473,0.67135787,0.0308324,0.0325637,0.0017313
17,0.0972324,0.15850405,"('nasty', 'nice')",-0.21927358,-0.18144204,-0.0610206,-0.011469,0.0495516
18,-0.25287226,-0.27961636,"('disagreeable', 'welcoming')",-0.39255178,-0.46996418,-0.322712,-0.3747903,-0.0520783
19,-1.6584439,-1.60951,"('inhospitable', 'hospitable')",-0.17713033,-0.11901851,-0.9177871,-0.8642642,0.0535229
20,0.4314126,0.42899758,"('rough', 'thoughtful')",1.1113805,1.037973,0.7713965,0.7334853,-0.0379112
21,0.15029958,0.10484814,"('immoral', 'moral')",-0.34676245,-0.3371437,-0.0982314,-0.1161478,-0.0179164
22,-0.039853685,-0.044311665,"('untrustworthy', 'trustworthy')",-0.8145944,-0.93505734,-0.427224,-0.4896845,-0.0624605
23,-0.96417475,-1.0161624,"('insincere', 'sincere')",4.830814,4.698321,1.9333196,1.8410792,-0.0922404
24,-0.21217579,-0.2549327,"('dishonest', 'honest')",0.36938697,0.28106195,0.0786056,0.0130646,-0.065541
25,-0.53597605,-0.5943171,"('egoistic', 'altruistic')",1.5246139,1.4936149,0.4943189,0.4496489,-0.04467
26,-0.070180826,-0.13396655,"('hardhearted', 'benevolent')",1.8286388,1.7313982,0.879229,0.7987158,-0.0805132
27,-0.6617192,-0.6014886,"('hardhearted', 'softhearted')",1.0164484,0.9484238,0.1773646,0.1734676,-0.003897
28,-0.8928529,-1.0330007,"('disloyal', 'loyal')",0.8530108,0.6750571,-0.0199211,-0.1789718,-0.1590507
29,-0.52014756,-0.5969861,"('unfair', 'fair')",-0.4825536,-0.6288694,-0.5013506,-0.6129278,-0.1115772
30,0.9789953,0.93177104,"('intolerant', 'tolerant')",1.5526412,1.4700246,1.2658182,1.2008978,-0.0649204
31,-1.2769506,-1.2716317,"('evil', 'good')",-0.8970375,-0.95638716,-1.0869941,-1.1140094,-0.0270153
32,-0.41716912,-0.4546503,"('unkind', 'kind')",0.79883677,0.6706755,0.1908338,0.1080126,-0.0828212
33,-0.019565852,-0.06665543,"('wrong', 'right')",-0.5658439,-0.6019407,-0.2927049,-0.3342981,-0.0415932
34,-0.032540854,0.09256825,"('mean', 'honorable')",5.801281,5.840517,2.8843701,2.9665427,0.0821726
35,-0.14284341,-0.26029557,"('corrupt', 'incorrupt')",0.20952648,0.06410216,0.0333415,-0.0980967,-0.1314382
36,-1.195963,-1.3598883,"('hostile', 'amicable')",0.52288705,0.26722437,-0.336538,-0.546332,-0.209794
37,-0.224132,-0.19868515,"('fake', 'genuine')",-0.024653416,0.0011097156,-0.1243927,-0.0987877,0.025605
38,-1.3348095,-1.3126037,"('untruthful', 'truthful')",-0.3343541,-0.33600375,-0.8345819,-0.8243037,0.0102782
39,0.9640316,0.9823158,"('exploitative', 'cooperative')",0.18099603,0.18390654,0.5725138,0.5831112,0.0105974
40,0.39794785,0.37845707,"('stingy', 'generous')",-1.4601679,-1.5783302,-0.53111,-0.5999365,-0.0688265
