,condominium_male,condominium_female,tuple,average_male,average_female,female-male
0,0.1493721,0.08576743,"('unsociable', 'sociable')",0.1493721,0.0857674,-0.0636047
1,0.45072016,0.37326598,"('unfriendly', 'friendly')",0.4507202,0.373266,-0.0774542
2,1.1242551,1.2918996,"('unlikable', 'likable')",1.1242551,1.2918996,0.1676445
3,-0.7362116,-0.6465777,"('repellent', 'pleasant')",-0.7362116,-0.6465777,0.0896339
4,-1.6466026,-1.3733095,"('disliked', 'liked')",-1.6466026,-1.3733095,0.2732931
5,1.5015846,1.5747777,"('distant', 'outgoing')",1.5015846,1.5747777,0.0731931
6,1.2025715,1.2611952,"('distant', 'open')",1.2025715,1.2611952,0.0586237
7,0.4833219,0.46758074,"('insensitive', 'sensitive')",0.4833219,0.4675807,-0.0157412
8,0.6135685,0.54994303,"('unaffectionate', 'affectionate')",0.6135685,0.549943,-0.0636255
9,1.2096175,1.1494653,"('unaffectionate', 'caring')",1.2096175,1.1494653,-0.0601522
10,-0.732829,-0.8063929,"('unsympathetic', 'sympathetic')",-0.732829,-0.8063929,-0.0735639
11,0.48615062,0.4315489,"('unhelpful', 'helpful')",0.4861506,0.4315489,-0.0546017
12,0.020353999,0.13493362,"('unsupportive', 'supportive')",0.020354,0.1349336,0.1145796
13,0.047328714,-0.06710439,"('impolite', 'polite')",0.0473287,-0.0671044,-0.1144331
14,0.13166165,0.13269176,"('antisocial', 'social')",0.1316617,0.1326918,0.0010301
15,0.76829165,0.77016675,"('boring', 'funny')",0.7682917,0.7701668,0.0018751
16,1.2654094,1.3258238,"('unpopular', 'popular')",1.2654094,1.3258238,0.0604144
17,0.46388808,0.59825563,"('nasty', 'nice')",0.4638881,0.5982556,0.1343675
18,-0.0004029274,0.07900352,"('disagreeable', 'welcoming')",-0.0004029,0.0790035,0.0794064
19,-0.73240733,-0.74031067,"('inhospitable', 'hospitable')",-0.7324073,-0.7403107,-0.0079034
20,-0.4887052,-0.49746493,"('rough', 'thoughtful')",-0.4887052,-0.4974649,-0.0087597
21,-0.54457784,-0.5603551,"('immoral', 'moral')",-0.5445778,-0.5603551,-0.0157773
22,-0.938248,-0.8905786,"('untrustworthy', 'trustworthy')",-0.938248,-0.8905786,0.0476694
23,2.151488,1.9772148,"('insincere', 'sincere')",2.1514881,1.9772148,-0.1742733
24,-0.31723562,-0.39073044,"('dishonest', 'honest')",-0.3172356,-0.3907304,-0.0734948
25,0.27132335,0.1752454,"('egoistic', 'altruistic')",0.2713234,0.1752454,-0.096078
26,1.0940381,0.9646871,"('hardhearted', 'benevolent')",1.0940381,0.9646871,-0.129351
27,0.6664456,0.5834809,"('hardhearted', 'softhearted')",0.6664456,0.5834809,-0.0829647
28,0.19508526,-0.01965572,"('disloyal', 'loyal')",0.1950853,-0.0196557,-0.214741
29,-0.15160875,-0.09491265,"('unfair', 'fair')",-0.1516088,-0.0949126,0.0566962
30,0.66345716,0.64549327,"('intolerant', 'tolerant')",0.6634572,0.6454933,-0.0179639
31,-0.28205827,-0.18546718,"('evil', 'good')",-0.2820583,-0.1854672,0.0965911
32,0.2652581,0.14746758,"('unkind', 'kind')",0.2652581,0.1474676,-0.1177905
33,0.9407128,0.91803634,"('wrong', 'right')",0.9407128,0.9180363,-0.0226765
34,1.9117023,1.8781638,"('mean', 'honorable')",1.9117023,1.8781638,-0.0335385
35,0.3892519,0.32794285,"('corrupt', 'incorrupt')",0.3892519,0.3279428,-0.0613091
36,0.35695577,0.4249478,"('hostile', 'amicable')",0.3569558,0.4249478,0.067992
37,-0.03887779,-0.107546255,"('fake', 'genuine')",-0.0388778,-0.1075463,-0.0686685
38,0.8060205,0.796297,"('untruthful', 'truthful')",0.8060205,0.796297,-0.0097235
39,0.864705,0.8607744,"('exploitative', 'cooperative')",0.864705,0.8607744,-0.0039306
40,-0.3996029,-0.3871681,"('stingy', 'generous')",-0.3996029,-0.3871681,0.0124348
41,-0.03552385,0.019841038,"('unforgiving', 'forgiving')",-0.0355239,0.019841,0.0553649
42,-1.2191575,-1.0157121,"('unreliable', 'reliable')",-1.2191575,-1.0157121,0.2034454
43,0.36843714,0.3878446,"('irresponsible', 'responsible')",0.3684371,0.3878446,0.0194075
44,-0.5324846,-0.3883641,"('prejudiced', 'unprejudiced')",-0.5324846,-0.3883641,0.1441205
45,-0.5924858,-0.4705529,"('incompetent', 'competent')",-0.5924858,-0.4705529,0.1219329
46,-1.4409944,-1.3982496,"('uncompetitive', 'competitive')",-1.4409944,-1.3982496,0.0427448
47,2.1494987,2.0275736,"('stupid', 'smart')",2.1494987,2.0275736,-0.1219251
48,-0.27255455,-0.38735473,"('unintelligent', 'intelligent')",-0.2725545,-0.3873547,-0.1148002
49,-0.70251834,-0.6291539,"('unable', 'able')",-0.7025183,-0.6291539,0.0733644
50,-0.19001533,-0.16442533,"('clumsy', 'skillful')",-0.1900153,-0.1644253,0.02559
51,-0.56428975,-0.6894865,"('uneducated', 'educated')",-0.5642897,-0.6894865,-0.1251968
52,0.5508706,0.48672453,"('irrational', 'rational')",0.5508706,0.4867245,-0.0641461
53,0.63662004,0.57624394,"('uncreative', 'creative')",0.63662,0.5762439,-0.0603761
54,1.1339036,1.1063547,"('incapable', 'capable')",1.1339036,1.1063547,-0.0275489
55,-0.8272037,-0.8177657,"('incompetent', 'clever')",-0.8272037,-0.8177657,0.009438
56,-0.1441867,-0.1320882,"('impractical', 'practical')",-0.1441867,-0.1320882,0.0120985
57,-1.3089689,-1.2361628,"('unimaginative', 'imaginative')",-1.3089689,-1.2361628,0.0728061
58,0.08449202,0.10687396,"('undiscriminating', 'discriminating')",0.084492,0.106874,0.022382
