,twitter_male,twitter_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.69334817,0.5932692,"('unsociable', 'sociable')",-0.38694173,-0.45890146,0.1532032,0.0671839,-0.0860193
1,2.0680828,1.9284714,"('unfriendly', 'friendly')",1.3416477,1.0599337,1.7048652,1.4942026,-0.2106626
2,0.35656965,0.34674147,"('unlikable', 'likable')",0.36526102,0.35181198,0.3609153,0.3492767,-0.0116386
3,-0.5050919,-0.34645006,"('repellent', 'pleasant')",0.023589369,0.18265343,-0.2407513,-0.0818983,0.158853
4,-1.5107654,-1.5772634,"('disliked', 'liked')",-6.1868916,-6.214918,-3.8488286,-3.8960907,-0.0472621
5,1.6533467,1.5432808,"('distant', 'outgoing')",-0.50866693,-0.66257983,0.5723399,0.4403505,-0.1319894
6,1.1430366,1.0505904,"('distant', 'open')",0.042847298,-0.15809868,0.5929419,0.4462458,-0.1466961
7,0.46581408,0.56691426,"('insensitive', 'sensitive')",0.21003398,0.32769072,0.337924,0.4473025,0.1093785
8,0.273251,0.18491995,"('unaffectionate', 'affectionate')",0.16987862,-0.0037549287,0.2215648,0.0905825,-0.1309823
9,1.5437455,1.5391322,"('unaffectionate', 'caring')",0.6516175,0.5480386,1.0976815,1.0435854,-0.0540961
10,0.07761653,0.20331252,"('unsympathetic', 'sympathetic')",-0.19983995,-0.15281235,-0.0611117,0.0252501,0.0863618
11,1.5077273,1.6124882,"('unhelpful', 'helpful')",2.412556,2.4448147,1.9601417,2.0286515,0.0685098
12,1.3181792,1.3703758,"('unsupportive', 'supportive')",-1.894752,-1.8537331,-0.2882864,-0.2416787,0.0466077
13,0.5266793,0.52880925,"('impolite', 'polite')",-0.39989138,-0.35234454,0.063394,0.0882324,0.0248384
14,0.32575116,0.32024893,"('antisocial', 'social')",-0.7348104,-0.6139877,-0.2045296,-0.1468694,0.0576602
15,1.0694326,0.97976464,"('boring', 'funny')",0.3786589,0.29888102,0.7240458,0.6393228,-0.084723
16,-1.3473831,-1.3670068,"('unpopular', 'popular')",0.33246276,0.37989208,-0.5074602,-0.4935573,0.0139029
17,-0.96351093,-0.8740777,"('nasty', 'nice')",-0.30003646,-0.21430133,-0.6317737,-0.5441895,0.0875842
