,alexion_male,alexion_female,tuple,pharmaceuticals_male,pharmaceuticals_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.5401143,-1.7865256,"('unsociable', 'sociable')",0.15790358,-0.004410646,-0.7218147,-0.9123189,-0.7013418,-0.9010851,-0.1997433
1,-0.04259746,0.3531074,"('unfriendly', 'friendly')",-0.05364701,-0.16319959,1.5692595,1.4789009,0.491005,0.5562696,0.0652646
2,0.4486826,0.46646643,"('unlikable', 'likable')",0.33664528,0.2598661,0.75043774,0.7412755,0.5119219,0.4892027,-0.0227192
3,-1.4053407,-1.5368844,"('repellent', 'pleasant')",-0.7915025,-0.69045293,-0.43663839,-0.3835258,-0.8778272,-0.8702877,0.0075395
4,0.24809554,0.39716682,"('disliked', 'liked')",-0.13972099,-0.1970593,-5.7466445,-5.76871,-1.8794233,-1.8562009,0.0232224
5,0.08996356,0.51114696,"('distant', 'outgoing')",-0.3296615,-0.3205778,0.40144613,0.42304626,0.0539161,0.2045385,0.1506224
6,0.039286196,0.49666741,"('distant', 'open')",-0.44104946,-0.40958065,1.1072384,1.1387081,0.2351584,0.4085983,0.1734399
7,-1.2849652,-1.4386151,"('insensitive', 'sensitive')",-0.90585244,-0.8689621,0.35656786,0.27705374,-0.6114166,-0.6768411,-0.0654245
8,2.198589,2.5092225,"('unaffectionate', 'affectionate')",-0.02339253,-0.030365678,0.80042356,0.81085664,0.9918734,1.0965711,0.1046977
9,1.3123807,1.6410377,"('unaffectionate', 'caring')",0.19928202,0.2546978,1.0886896,1.117156,0.8667841,1.0042972,0.1375131
10,-2.4067016,-2.7775915,"('unsympathetic', 'sympathetic')",-1.0715902,-1.1486673,-0.9028962,-1.077231,-1.460396,-1.66783,-0.207434
11,-0.7798474,-0.93678737,"('unhelpful', 'helpful')",-0.1900856,-0.27820483,1.2038974,1.0993729,0.0779881,-0.0385398,-0.1165279
12,0.54752004,0.54880786,"('unsupportive', 'supportive')",0.4895881,0.509375,-1.9393375,-2.022026,-0.3007431,-0.3212811,-0.020538
13,-2.3164868,-2.6732302,"('impolite', 'polite')",-1.3680612,-1.5586497,-0.48133785,-0.64416933,-1.3886286,-1.6253497,-0.2367211
14,-1.6205126,-1.9508672,"('antisocial', 'social')",0.36970326,0.45716137,-0.708034,-0.75354356,-0.6529477,-0.7490831,-0.0961354
15,-0.1851214,0.00794177,"('boring', 'funny')",-0.71173686,-0.81492394,0.30906674,0.20223573,-0.1959305,-0.2015822,-0.0056517
16,-0.28472197,-0.18377073,"('unpopular', 'popular')",0.31110445,0.37638545,1.0210545,1.0929756,0.3491457,0.4285301,0.0793844
17,-0.885968,-0.7986222,"('nasty', 'nice')",-1.3033257,-1.3101724,-0.7342981,-0.72266716,-0.9745305,-0.9438206,0.0307099
