,hartford_male,hartford_female,tuple,financial_male,financial_female,svcs_male,svcs_female,grp_male,grp_female,inc_male,inc_female,average_male,average_female,female-male
0,0.24354656,0.16674761,"('unsociable', 'sociable')",0.7478215,0.5528034,0.0012595467,-0.15929106,0.45754492,0.33697724,0.13140522,0.022057876,0.3163156,0.183859,-0.1324566
1,0.52679074,0.47648445,"('unfriendly', 'friendly')",0.29076192,0.10845875,-1.8066094,-1.8287623,-1.3453902,-1.4876683,1.523257,1.4399539,-0.162238,-0.2583067,-0.0960687
2,0.66634595,0.770078,"('unlikable', 'likable')",2.760981,2.8240952,1.3876702,1.4722602,1.2168655,1.3229748,0.78711605,0.8971084,1.3637958,1.4573033,0.0935075
3,0.09658632,0.17411563,"('repellent', 'pleasant')",-0.10660606,-0.12682241,0.47310364,0.4510041,0.62765104,0.6153519,0.6543005,0.6973537,0.3490071,0.3622006,0.0131935
4,-0.8408649,-0.8501712,"('disliked', 'liked')",-0.7551341,-0.78469425,-0.91529,-0.89078957,-0.84440464,-0.83750117,-6.138051,-6.2724366,-1.898749,-1.9271187,-0.0283697
5,-0.31581056,-0.35188183,"('distant', 'outgoing')",-0.26435548,-0.23808543,-1.2224443,-1.059745,-1.6708167,-1.5895131,-0.71675897,-0.639022,-0.8380372,-0.7756495,0.0623877
6,-0.9300297,-0.90486574,"('distant', 'open')",-1.0169122,-0.98664194,-1.7516359,-1.5473964,-1.7155874,-1.6071233,0.05200411,0.13237357,-1.0724322,-0.9827307,0.0897015
7,1.9361556,1.9330548,"('insensitive', 'sensitive')",1.2951233,1.3317094,0.7227938,0.6996387,0.93852705,0.902088,1.1312044,1.2158263,1.2047607,1.2164635,0.0117028
8,-0.39418674,-0.42013174,"('unaffectionate', 'affectionate')",-0.29480562,-0.35667396,-2.2056324,-2.1548073,-1.8384143,-1.8527877,0.39011183,0.39582682,-0.8685854,-0.8777148,-0.0091294
9,0.8068796,0.74804807,"('unaffectionate', 'caring')",1.2182872,1.1190248,-1.457107,-1.4321107,-1.1895207,-1.2242018,1.2006022,1.2537484,0.1158283,0.0929018,-0.0229265
10,1.5290067,1.5297353,"('unsympathetic', 'sympathetic')",0.45631522,0.44608003,0.13849401,0.029919539,0.6168235,0.49790013,0.5939736,0.55074805,0.6669226,0.6108766,-0.056046
11,0.51701623,0.52270985,"('unhelpful', 'helpful')",1.5965874,1.56683,0.705563,0.72027963,0.5714058,0.5529665,2.2551925,2.2889104,1.1291531,1.1303393,0.0011862
12,1.4974718,1.5515243,"('unsupportive', 'supportive')",1.9628562,2.049116,0.04100569,0.13736947,-0.4984591,-0.38434964,-1.4900587,-1.4598868,0.3025632,0.3787547,0.0761915
13,1.0694015,1.0461265,"('impolite', 'polite')",1.5432024,1.579045,1.0531082,1.0024514,1.2237291,1.1868283,0.30435386,0.25994304,1.038759,1.0148788,-0.0238802
14,1.0414219,0.99218184,"('antisocial', 'social')",1.9917837,1.9736989,1.0586249,0.9698554,1.5162295,1.4915555,-0.21181974,-0.21871857,1.079248,1.0417147,-0.0375333
15,-0.07057781,-0.15008093,"('boring', 'funny')",0.28743127,0.26594752,0.23428233,0.23442581,0.3108024,0.32325664,0.15415445,0.15509193,0.1832185,0.1657282,-0.0174903
16,-1.1946882,-1.2414688,"('unpopular', 'popular')",-0.9327396,-0.99399805,-1.2715855,-1.2765821,-0.90967363,-0.95016176,0.40219042,0.39852318,-0.7812993,-0.8127376,-0.0314383
