,kamikaze_male,kamikaze_female,tuple,average_male,average_female,female-male
0,-1.9428868,-2.0372093,"('unsociable', 'sociable')",-1.9428868,-2.0372093,-0.0943225
1,0.14677532,-0.053926703,"('unfriendly', 'friendly')",0.1467753,-0.0539267,-0.200702
2,-0.15895009,-0.16491587,"('unlikable', 'likable')",-0.1589501,-0.1649159,-0.0059658
3,-1.1527101,-1.0360155,"('repellent', 'pleasant')",-1.1527101,-1.0360155,0.1166946
4,-0.7575761,-0.76357317,"('disliked', 'liked')",-0.7575761,-0.7635732,-0.0059971
5,0.48810858,0.3911511,"('distant', 'outgoing')",0.4881086,0.3911511,-0.0969575
6,0.6043687,0.5157822,"('distant', 'open')",0.6043687,0.5157822,-0.0885865
7,-1.3024724,-1.2420198,"('insensitive', 'sensitive')",-1.3024724,-1.2420198,0.0604526
8,0.9025117,0.68878996,"('unaffectionate', 'affectionate')",0.9025117,0.68879,-0.2137217
9,-0.39840552,-0.5151787,"('unaffectionate', 'caring')",-0.3984055,-0.5151787,-0.1167732
10,-2.3425977,-2.204683,"('unsympathetic', 'sympathetic')",-2.3425977,-2.2046831,0.1379146
11,-0.98554444,-0.9236392,"('unhelpful', 'helpful')",-0.9855444,-0.9236392,0.0619052
12,-1.0978364,-1.0760437,"('unsupportive', 'supportive')",-1.0978364,-1.0760437,0.0217927
13,-2.3680499,-2.3674722,"('impolite', 'polite')",-2.3680499,-2.3674722,0.0005777
14,-1.9127352,-1.8962241,"('antisocial', 'social')",-1.9127352,-1.8962241,0.0165111
15,1.1389369,0.9730221,"('boring', 'funny')",1.1389369,0.9730221,-0.1659148
16,0.35079533,0.3013532,"('unpopular', 'popular')",0.3507953,0.3013532,-0.0494421
17,-0.9715057,-0.9476329,"('nasty', 'nice')",-0.9715057,-0.9476329,0.0238728
18,-0.73234105,-0.8536739,"('disagreeable', 'welcoming')",-0.7323411,-0.8536739,-0.1213328
19,-0.1898761,-0.15331292,"('inhospitable', 'hospitable')",-0.1898761,-0.1533129,0.0365632
20,0.24238385,0.21422665,"('rough', 'thoughtful')",0.2423839,0.2142266,-0.0281573
21,-1.5679523,-1.4165068,"('immoral', 'moral')",-1.5679523,-1.4165068,0.1514455
22,-1.2973788,-1.2493407,"('untrustworthy', 'trustworthy')",-1.2973788,-1.2493407,0.0480381
23,-0.6697759,-0.6574637,"('insincere', 'sincere')",-0.6697759,-0.6574637,0.0123122
24,-2.3693664,-2.4016652,"('dishonest', 'honest')",-2.3693664,-2.4016652,-0.0322988
25,0.7775282,0.5120677,"('egoistic', 'altruistic')",0.7775282,0.5120677,-0.2654605
26,1.0243092,0.80002874,"('hardhearted', 'benevolent')",1.0243092,0.8000287,-0.2242805
27,-0.6022405,-0.70893663,"('hardhearted', 'softhearted')",-0.6022405,-0.7089366,-0.1066961
28,-0.21700773,-0.2848306,"('disloyal', 'loyal')",-0.2170077,-0.2848306,-0.0678229
29,-0.32083002,-0.31878033,"('unfair', 'fair')",-0.32083,-0.3187803,0.0020497
30,-2.143909,-2.1888213,"('intolerant', 'tolerant')",-2.143909,-2.1888213,-0.0449123
31,0.09983821,0.036464654,"('evil', 'good')",0.0998382,0.0364647,-0.0633735
32,-1.3146507,-1.306994,"('unkind', 'kind')",-1.3146507,-1.306994,0.0076567
33,0.8272343,0.6829871,"('wrong', 'right')",0.8272343,0.6829871,-0.1442472
34,-0.42971846,-0.38927603,"('mean', 'honorable')",-0.4297185,-0.389276,0.0404425
35,1.3385772,1.2299308,"('corrupt', 'incorrupt')",1.3385772,1.2299308,-0.1086464
36,0.88451344,0.76092297,"('hostile', 'amicable')",0.8845134,0.760923,-0.1235904
37,-1.0805653,-1.0203905,"('fake', 'genuine')",-1.0805653,-1.0203905,0.0601748
38,-0.5092188,-0.49676266,"('untruthful', 'truthful')",-0.5092188,-0.4967627,0.0124561
39,-0.8925047,-0.8826216,"('exploitative', 'cooperative')",-0.8925047,-0.8826216,0.0098831
40,-1.474447,-1.5696924,"('stingy', 'generous')",-1.474447,-1.5696924,-0.0952454
41,-0.89393115,-0.91420734,"('unforgiving', 'forgiving')",-0.8939312,-0.9142073,-0.0202761
42,-1.1985488,-1.0179076,"('unreliable', 'reliable')",-1.1985488,-1.0179076,0.1806412
43,-2.185297,-2.1032398,"('irresponsible', 'responsible')",-2.185297,-2.1032398,0.0820572
44,-0.850575,-0.7545076,"('prejudiced', 'unprejudiced')",-0.850575,-0.7545076,0.0960674
45,-2.0713456,-1.970597,"('incompetent', 'competent')",-2.0713456,-1.970597,0.1007486
46,-1.5789967,-1.4550257,"('uncompetitive', 'competitive')",-1.5789967,-1.4550257,0.123971
47,-0.18818176,-0.2117446,"('stupid', 'smart')",-0.1881818,-0.2117446,-0.0235628
48,-0.48920634,-0.53975856,"('unintelligent', 'intelligent')",-0.4892063,-0.5397586,-0.0505523
49,-0.6693872,-0.484211,"('unable', 'able')",-0.6693872,-0.484211,0.1851762
50,0.6942038,0.75120425,"('clumsy', 'skillful')",0.6942038,0.7512043,0.0570005
51,-0.3684384,-0.31037188,"('uneducated', 'educated')",-0.3684384,-0.3103719,0.0580665
52,0.24093133,0.07652862,"('irrational', 'rational')",0.2409313,0.0765286,-0.1644027
53,-0.26818535,-0.3394592,"('uncreative', 'creative')",-0.2681853,-0.3394592,-0.0712739
54,0.92179745,0.92490697,"('incapable', 'capable')",0.9217975,0.924907,0.0031095
55,-1.5561163,-1.530499,"('incompetent', 'clever')",-1.5561163,-1.530499,0.0256173
56,-0.73479295,-0.6626824,"('impractical', 'practical')",-0.7347929,-0.6626824,0.0721105
57,-1.2108961,-1.1494831,"('unimaginative', 'imaginative')",-1.2108961,-1.1494831,0.061413
58,-0.31940153,-0.32817686,"('undiscriminating', 'discriminating')",-0.3194015,-0.3281769,-0.0087754
59,0.2375802,0.24800894,"('foolish', 'wise')",0.2375802,0.2480089,0.0104287
60,-1.8653866,-1.7069498,"('inefficient', 'efficient')",-1.8653866,-1.7069498,0.1584368
61,-0.89560133,-0.93579245,"('illogical', 'logical')",-0.8956013,-0.9357924,-0.0401911
62,-1.4327301,-1.3062413,"('incompetent', 'brilliant')",-1.4327301,-1.3062413,0.1264888
63,-0.3126232,-0.20475873,"('unperceptive', 'insightful')",-0.3126232,-0.2047587,0.1078645
64,-2.2092676,-2.1588924,"('shy', 'confident')",-2.2092676,-2.1588924,0.0503752
65,-2.5540488,-2.5281878,"('insecure', 'secure')",-2.5540488,-2.5281878,0.025861
66,-0.92492294,-0.9257606,"('inactive', 'active')",-0.9249229,-0.9257606,-0.0008377
67,0.08183684,0.07572554,"('doubtful', 'determined')",0.0818368,0.0757255,-0.0061113
68,-0.4800185,-0.45279893,"('dependent', 'independent')",-0.4800185,-0.4527989,0.0272196
69,1.0808508,0.97481126,"('lazy', 'industrious')",1.0808508,0.9748113,-0.1060395
70,-1.3406366,-1.2357032,"('lethargic', 'energetic')",-1.3406366,-1.2357032,0.1049334
71,0.28489435,0.23561254,"('diffident', 'self-confident')",0.2848943,0.2356125,-0.0492818
72,-0.84196925,-0.83498806,"('unambitious', 'ambitious')",-0.8419693,-0.8349881,0.0069812
73,-0.097149424,-0.08510363,"('helpless', 'self-reliant')",-0.0971494,-0.0851036,0.0120458
74,0.15307948,0.17820974,"('undedicated', 'dedicated')",0.1530795,0.1782097,0.0251302
75,1.3641281,1.4068196,"('meek', 'impulsive')",1.3641281,1.4068196,0.0426915
76,-1.1396605,-0.99016327,"('anxious', 'daring')",-1.1396605,-0.9901633,0.1494972
77,-0.07188313,0.024727274,"('unmotivated', 'motivated')",-0.0718831,0.0247273,0.0966104
78,0.93958616,1.0315325,"('nonresilient', 'resilient')",0.9395862,1.0315325,0.0919463
79,0.54063135,0.5897904,"('wavering', 'unwavering')",0.5406314,0.5897904,0.049159
80,-0.94590396,-0.8095942,"('dominated', 'dominating')",-0.945904,-0.8095942,0.1363098
81,-1.4825174,-1.3327438,"('submissive', 'aggressive')",-1.4825174,-1.3327438,0.1497736
82,0.47508168,0.5218088,"('poor', 'rich')",0.4750817,0.5218088,0.0467271
83,-0.09319776,-0.07758413,"('powerless', 'powerful')",-0.0931978,-0.0775841,0.0156137
84,0.47055387,0.3815874,"('inferior', 'superior')",0.4705539,0.3815874,-0.0889665
85,1.8756874,1.7208436,"('insignificant', 'prestigious')",1.8756874,1.7208436,-0.1548438
86,-0.6126832,-0.6171319,"('uninfluential', 'influential')",-0.6126832,-0.6171319,-0.0044487
87,-1.3417594,-1.2025567,"('unsuccessful', 'successful')",-1.3417594,-1.2025567,0.1392027
88,-0.15528615,-0.21672493,"('low', 'eminent')",-0.1552861,-0.2167249,-0.0614388
