,radioshack_male,radioshack_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.2666539,-1.388915,"('unsociable', 'sociable')",-0.19797845,-0.32939976,-0.7323162,-0.8591573,-0.1268411
1,-0.080329016,-0.18517622,"('unfriendly', 'friendly')",1.4530433,1.3518633,0.6863571,0.5833435,-0.1030136
2,0.3581506,0.3084218,"('unlikable', 'likable')",0.62334144,0.6516719,0.490746,0.4800468,-0.0106992
3,-0.59893847,-0.5788574,"('repellent', 'pleasant')",1.1104184,1.0649483,0.25574,0.2430454,-0.0126946
4,-0.063830435,-0.11593484,"('disliked', 'liked')",-7.3362675,-7.356816,-3.7000489,-3.7363753,-0.0363264
5,0.44994977,0.38659844,"('distant', 'outgoing')",-0.4907958,-0.35774928,-0.020423,0.0144246,0.0348476
6,0.24123845,0.17235002,"('distant', 'open')",-0.44535494,-0.33210534,-0.1020582,-0.0798777,0.0221805
7,-0.93927157,-0.8962208,"('insensitive', 'sensitive')",0.27137533,0.30125695,-0.3339481,-0.2974819,0.0364662
8,-1.1044886,-1.1870944,"('unaffectionate', 'affectionate')",0.723989,0.72242737,-0.1902498,-0.2323335,-0.0420837
9,-1.0776211,-1.1351963,"('unaffectionate', 'caring')",1.1909188,1.2809136,0.0566489,0.0728586,0.0162097
10,-1.9029467,-1.9727432,"('unsympathetic', 'sympathetic')",-0.31712237,-0.33269143,-1.1100346,-1.1527174,-0.0426828
11,-1.1899848,-1.2149175,"('unhelpful', 'helpful')",1.7963698,1.8939543,0.3031925,0.3395184,0.0363259
12,-1.0075507,-1.0148222,"('unsupportive', 'supportive')",-2.295141,-2.251271,-1.6513458,-1.6330466,0.0182992
13,-1.3566425,-1.4710225,"('impolite', 'polite')",-0.8603634,-0.8205362,-1.108503,-1.1457794,-0.0372764
14,-0.34969985,-0.40434414,"('antisocial', 'social')",-0.091904394,-0.2172582,-0.2208021,-0.3108012,-0.0899991
15,0.586741,0.47232726,"('boring', 'funny')",0.038410537,0.0051165875,0.3125758,0.2387219,-0.0738539
16,-0.29102412,-0.31132495,"('unpopular', 'popular')",0.31955877,0.2521505,0.0142673,-0.0295872,-0.0438545
17,-0.5449854,-0.5063822,"('nasty', 'nice')",-0.5449888,-0.5256819,-0.5449871,-0.5160321,0.028955
18,0.047224328,0.042990156,"('disagreeable', 'welcoming')",-0.6474215,-0.67666686,-0.3000986,-0.3168384,-0.0167398
