,headrest_male,headrest_female,tuple,average_male,average_female,female-male
0,0.3332707,0.15274099,"('unsociable', 'sociable')",0.3332707,0.152741,-0.1805297
1,0.04287529,-0.13354151,"('unfriendly', 'friendly')",0.0428753,-0.1335415,-0.1764168
2,-0.11057259,-0.046503298,"('unlikable', 'likable')",-0.1105726,-0.0465033,0.0640693
3,-0.18521126,-0.16733992,"('repellent', 'pleasant')",-0.1852113,-0.1673399,0.0178714
4,-3.5493064,-3.613588,"('disliked', 'liked')",-3.5493064,-3.6135881,-0.0642817
5,-0.98749167,-0.96264535,"('distant', 'outgoing')",-0.9874917,-0.9626454,0.0248463
6,-1.1610872,-1.174577,"('distant', 'open')",-1.1610872,-1.174577,-0.0134898
7,0.41620582,0.45197514,"('insensitive', 'sensitive')",0.4162058,0.4519751,0.0357693
8,-0.2144892,-0.28897384,"('unaffectionate', 'affectionate')",-0.2144892,-0.2889738,-0.0744846
9,0.41309,0.38904917,"('unaffectionate', 'caring')",0.41309,0.3890492,-0.0240408
10,0.39637315,0.36869437,"('unsympathetic', 'sympathetic')",0.3963732,0.3686944,-0.0276788
11,1.6747868,1.7459816,"('unhelpful', 'helpful')",1.6747868,1.7459816,0.0711948
12,-0.6710709,-0.62062,"('unsupportive', 'supportive')",-0.6710709,-0.62062,0.0504509
13,0.32561877,0.26247248,"('impolite', 'polite')",0.3256188,0.2624725,-0.0631463
14,0.1568834,0.03159976,"('antisocial', 'social')",0.1568834,0.0315998,-0.1252836
15,0.14174446,0.06582456,"('boring', 'funny')",0.1417445,0.0658246,-0.0759199
16,-0.23737648,-0.24257869,"('unpopular', 'popular')",-0.2373765,-0.2425787,-0.0052022
17,-0.16059014,-0.12606832,"('nasty', 'nice')",-0.1605901,-0.1260683,0.0345218
18,-0.62160856,-0.63096833,"('disagreeable', 'welcoming')",-0.6216086,-0.6309683,-0.0093597
19,-1.0943913,-1.0465463,"('inhospitable', 'hospitable')",-1.0943913,-1.0465463,0.047845
20,0.5975208,0.54114527,"('rough', 'thoughtful')",0.5975208,0.5411453,-0.0563755
21,0.37698665,0.41857597,"('immoral', 'moral')",0.3769867,0.418576,0.0415893
22,-0.28137493,-0.35390264,"('untrustworthy', 'trustworthy')",-0.2813749,-0.3539026,-0.0725277
23,3.3731935,3.3666306,"('insincere', 'sincere')",3.3731935,3.3666306,-0.0065629
24,0.39355567,0.34605396,"('dishonest', 'honest')",0.3935557,0.346054,-0.0475017
25,-0.3135205,-0.43233246,"('egoistic', 'altruistic')",-0.3135205,-0.4323325,-0.118812
26,0.20254767,0.018517308,"('hardhearted', 'benevolent')",0.2025477,0.0185173,-0.1840304
27,0.10584698,0.046103455,"('hardhearted', 'softhearted')",0.105847,0.0461035,-0.0597435
28,0.44797117,0.3636208,"('disloyal', 'loyal')",0.4479712,0.3636208,-0.0843504
29,-0.85738206,-0.87499714,"('unfair', 'fair')",-0.8573821,-0.8749971,-0.017615
30,1.1673675,1.151965,"('intolerant', 'tolerant')",1.1673675,1.151965,-0.0154025
31,-2.0989966,-2.10691,"('evil', 'good')",-2.0989966,-2.10691,-0.0079134
32,0.74318343,0.63032293,"('unkind', 'kind')",0.7431834,0.6303229,-0.1128605
33,-0.17156622,-0.15915419,"('wrong', 'right')",-0.1715662,-0.1591542,0.012412
34,2.569686,2.6908941,"('mean', 'honorable')",2.5696859,2.6908941,0.1212082
35,-0.86266106,-0.9117736,"('corrupt', 'incorrupt')",-0.8626611,-0.9117736,-0.0491125
36,-1.4175272,-1.486515,"('hostile', 'amicable')",-1.4175272,-1.486515,-0.0689878
37,0.22722112,0.22299786,"('fake', 'genuine')",0.2272211,0.2229979,-0.0042232
38,0.15790339,0.16991793,"('untruthful', 'truthful')",0.1579034,0.1699179,0.0120145
39,0.65765107,0.67896384,"('exploitative', 'cooperative')",0.6576511,0.6789638,0.0213127
40,-1.6965277,-1.7731986,"('stingy', 'generous')",-1.6965277,-1.7731986,-0.0766709
41,0.20680209,0.14803004,"('unforgiving', 'forgiving')",0.2068021,0.14803,-0.0587721
42,-1.6747831,-1.6086347,"('unreliable', 'reliable')",-1.6747831,-1.6086347,0.0661484
43,0.7866374,0.7313442,"('irresponsible', 'responsible')",0.7866374,0.7313442,-0.0552932
44,-0.7901672,-0.8172901,"('prejudiced', 'unprejudiced')",-0.7901672,-0.8172901,-0.0271229
45,0.3199683,0.25710222,"('incompetent', 'competent')",0.3199683,0.2571022,-0.0628661
46,-0.14391057,-0.10535605,"('uncompetitive', 'competitive')",-0.1439106,-0.1053561,0.0385545
47,3.0504618,3.1095562,"('stupid', 'smart')",3.0504618,3.1095562,0.0590944
48,1.0831369,1.0473338,"('unintelligent', 'intelligent')",1.0831369,1.0473338,-0.0358031
49,0.3568309,0.48414877,"('unable', 'able')",0.3568309,0.4841488,0.1273179
50,0.12538955,0.20606336,"('clumsy', 'skillful')",0.1253895,0.2060634,0.0806739
51,0.25582263,0.21801153,"('uneducated', 'educated')",0.2558226,0.2180115,-0.0378111
52,-1.0734069,-1.1944742,"('irrational', 'rational')",-1.0734069,-1.1944742,-0.1210673
53,-0.80404705,-0.89735,"('uncreative', 'creative')",-0.804047,-0.89735,-0.093303
54,-0.35620034,-0.303398,"('incapable', 'capable')",-0.3562003,-0.303398,0.0528023
55,0.77609956,0.7446745,"('incompetent', 'clever')",0.7760996,0.7446745,-0.0314251
56,1.4323783,1.3891433,"('impractical', 'practical')",1.4323783,1.3891433,-0.043235
57,-1.668181,-1.7449429,"('unimaginative', 'imaginative')",-1.6681809,-1.7449429,-0.076762
58,-0.01883731,-0.055831,"('undiscriminating', 'discriminating')",-0.0188373,-0.055831,-0.0369937
59,-0.035777807,0.029975187,"('foolish', 'wise')",-0.0357778,0.0299752,0.065753
60,1.688864,1.7445256,"('inefficient', 'efficient')",1.688864,1.7445256,0.0556616
61,0.22067988,0.0891952,"('illogical', 'logical')",0.2206799,0.0891952,-0.1314847
62,1.2267691,1.3277626,"('incompetent', 'brilliant')",1.2267691,1.3277626,0.1009935
63,0.4634366,0.562128,"('unperceptive', 'insightful')",0.4634366,0.562128,0.0986914
64,-2.9802346,-3.0016413,"('shy', 'confident')",-2.9802346,-3.0016413,-0.0214067
65,0.33610335,0.3137255,"('insecure', 'secure')",0.3361033,0.3137255,-0.0223778
66,-1.1827283,-1.2371193,"('inactive', 'active')",-1.1827283,-1.2371193,-0.054391
67,0.50966537,0.546359,"('doubtful', 'determined')",0.5096654,0.546359,0.0366936
68,-0.18456516,-0.10056279,"('dependent', 'independent')",-0.1845652,-0.1005628,0.0840024
69,-1.3755243,-1.4036429,"('lazy', 'industrious')",-1.3755243,-1.4036429,-0.0281186
