,mcdonalds_male,mcdonalds_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.48457366,0.48552182,"('unsociable', 'sociable')",-0.32054496,-0.5353045,0.0820144,-0.0248913,-0.1069057
1,0.46103212,0.5040401,"('unfriendly', 'friendly')",1.3282902,1.2689272,0.8946612,0.8864837,-0.0081775
2,0.76053673,0.82072616,"('unlikable', 'likable')",0.45976156,0.5931919,0.6101491,0.706959,0.0968099
3,-0.943773,-0.7251427,"('repellent', 'pleasant')",0.849655,0.8605182,-0.047059,0.0676877,0.1147467
4,0.57890695,0.61821985,"('disliked', 'liked')",-7.415848,-7.4404254,-3.4184704,-3.4111028,0.0073676
5,1.0216229,0.9380431,"('distant', 'outgoing')",-0.22327328,-0.2022155,0.3991748,0.3679138,-0.031261
6,0.7405835,0.7178153,"('distant', 'open')",-0.27017274,-0.22018461,0.2352054,0.2488153,0.0136099
7,-0.87782645,-0.656051,"('insensitive', 'sensitive')",-0.028334167,0.011870502,-0.4530803,-0.3220902,0.1309901
8,0.18946694,0.0914844,"('unaffectionate', 'affectionate')",0.4245632,0.4823141,0.3070151,0.2868993,-0.0201158
9,0.47236472,0.43253174,"('unaffectionate', 'caring')",1.0841585,1.1547374,0.7782617,0.7936345,0.0153728
10,-1.0308559,-0.83163846,"('unsympathetic', 'sympathetic')",-0.5564043,-0.6018891,-0.7936301,-0.7167637,0.0768664
11,-0.876966,-0.65545285,"('unhelpful', 'helpful')",2.012763,2.113923,0.5678985,0.7292351,0.1613366
12,-0.19808064,0.00045460276,"('unsupportive', 'supportive')",-2.5734699,-2.5239606,-1.3857752,-1.261753,0.1240222
13,0.5170791,0.5460354,"('impolite', 'polite')",-0.825214,-0.81099886,-0.1540675,-0.1324817,0.0215858
14,-0.6419503,-0.6567103,"('antisocial', 'social')",-0.45266882,-0.60827136,-0.5473096,-0.6324909,-0.0851813
15,1.423652,1.2272124,"('boring', 'funny')",0.043122664,0.0042451117,0.7333874,0.6157288,-0.1176586
16,0.0011170022,0.12575828,"('unpopular', 'popular')",0.4682217,0.39460364,0.2346693,0.260181,0.0255117
17,-0.07070216,0.08556389,"('nasty', 'nice')",-0.33203897,-0.32469437,-0.2013706,-0.1195652,0.0818054
18,-0.997872,-0.91286916,"('disagreeable', 'welcoming')",-0.98627573,-0.95191026,-0.9920739,-0.9323897,0.0596842
19,0.5983925,0.6217167,"('inhospitable', 'hospitable')",-0.5928949,-0.5044627,0.0027488,0.058627,0.0558782
20,0.24941486,0.27258387,"('rough', 'thoughtful')",0.90089935,0.90168816,0.5751571,0.587136,0.0119789
21,0.340202,0.5147781,"('immoral', 'moral')",-0.9328936,-0.84150165,-0.2963458,-0.1633618,0.132984
22,-0.79123455,-0.84023106,"('untrustworthy', 'trustworthy')",-1.4686904,-1.4598018,-1.1299624,-1.1500164,-0.020054
23,0.04985148,0.1885866,"('insincere', 'sincere')",6.4548163,6.3894124,3.2523339,3.2889996,0.0366657
24,-0.15464345,-0.113638625,"('dishonest', 'honest')",0.69917095,0.77088356,0.2722638,0.3286225,0.0563587
25,1.1300145,1.0690708,"('egoistic', 'altruistic')",1.0907632,1.0729979,1.1103889,1.0710344,-0.0393545
26,0.18612465,0.050468944,"('hardhearted', 'benevolent')",1.3746717,1.2316777,0.7803982,0.6410733,-0.1393249
27,-0.46594784,-0.40894327,"('hardhearted', 'softhearted')",0.9893506,0.9894192,0.2617014,0.290238,0.0285366
28,0.19844767,0.12832808,"('disloyal', 'loyal')",1.3771747,1.2394967,0.7878112,0.6839124,-0.1038988
29,-0.57666093,-0.60754627,"('unfair', 'fair')",-0.47079468,-0.5563578,-0.5237278,-0.581952,-0.0582242
30,-0.8089885,-0.6326702,"('intolerant', 'tolerant')",0.6622017,0.6805929,-0.0733934,0.0239613,0.0973547
31,-0.7486663,-0.74773335,"('evil', 'good')",-1.1147388,-1.1170119,-0.9317026,-0.9323726,-0.00067
32,-0.2581703,-0.25818166,"('unkind', 'kind')",0.7125469,0.5909299,0.2271883,0.1663741,-0.0608142
33,0.92446023,0.838113,"('wrong', 'right')",-0.6370968,-0.6188691,0.1436817,0.1096219,-0.0340598
34,0.117898576,0.4583724,"('mean', 'honorable')",5.7378087,5.973631,2.9278536,3.2160017,0.2881481
35,0.15236926,-0.05903528,"('corrupt', 'incorrupt')",-0.3740393,-0.43750453,-0.110835,-0.2482699,-0.1374349
36,-0.36518812,-0.4313385,"('hostile', 'amicable')",-0.49408048,-0.5791146,-0.4296343,-0.5052266,-0.0755923
37,-0.108649045,-0.13323931,"('fake', 'genuine')",-0.033181507,0.022415398,-0.0709153,-0.055412,0.0155033
38,0.4834863,0.6431619,"('untruthful', 'truthful')",0.2335274,0.4197624,0.3585069,0.5314621,0.1729552
39,0.6535833,0.7251751,"('exploitative', 'cooperative')",0.12950553,0.21162473,0.3915444,0.4683999,0.0768555
40,-0.9315736,-0.8007369,"('stingy', 'generous')",-2.6655214,-2.7574253,-1.7985475,-1.7790811,0.0194664
41,0.17907156,0.42684618,"('unforgiving', 'forgiving')",-0.43320286,-0.4446634,-0.1270657,-0.0089086,0.1181571
42,-0.14014767,-0.10929504,"('unreliable', 'reliable')",-3.518339,-3.507403,-1.8292433,-1.808349,0.0208943
43,-0.14791183,0.06300057,"('irresponsible', 'responsible')",0.38572508,0.38815728,0.1189066,0.2255789,0.1066723
44,-0.6993312,-0.6826962,"('prejudiced', 'unprejudiced')",-1.2712938,-1.2320981,-0.9853125,-0.9573972,0.0279153
45,-0.58831346,-0.36394715,"('incompetent', 'competent')",-0.10459103,-0.14874412,-0.3464522,-0.2563456,0.0901066
46,-0.7706391,-0.47420275,"('uncompetitive', 'competitive')",-1.4262241,-1.4809462,-1.0984316,-0.9775745,0.1208571
47,-0.21522573,-0.17044207,"('stupid', 'smart')",5.5032525,5.6474776,2.6440134,2.7385178,0.0945044
48,0.06281157,0.24336131,"('unintelligent', 'intelligent')",0.5517094,0.56658727,0.3072605,0.4049743,0.0977138
49,-0.00029971823,0.16532446,"('unable', 'able')",-0.23198664,-0.14278889,-0.1161432,0.0112678,0.127411
50,-0.6682661,-0.71169204,"('clumsy', 'skillful')",-0.12713069,-0.13713941,-0.3976984,-0.4244157,-0.0267173
51,-1.3137792,-1.2994381,"('uneducated', 'educated')",-0.22182071,-0.26413685,-0.7678,-0.7817875,-0.0139875
52,0.013064116,-0.20050779,"('irrational', 'rational')",0.063671485,0.047242,0.0383678,-0.0766329,-0.1150007
53,-0.52293533,-0.45174775,"('uncreative', 'creative')",0.23057717,0.14468142,-0.1461791,-0.1535332,-0.0073541
54,0.7004619,0.62215066,"('incapable', 'capable')",0.7668669,0.80869156,0.7336644,0.7154211,-0.0182433
55,-0.657462,-0.487936,"('incompetent', 'clever')",-0.13495107,-0.12061953,-0.3962065,-0.3042777,0.0919288
56,1.3093574,1.4402692,"('impractical', 'practical')",-0.02454162,-0.08626127,0.6424079,0.677004,0.0345961
57,-1.0527056,-1.0108427,"('unimaginative', 'imaginative')",-3.5845845,-3.679691,-2.318645,-2.3452668,-0.0266218
58,-1.2357562,-1.1103231,"('undiscriminating', 'discriminating')",-0.48972356,-0.5480383,-0.8627399,-0.8291807,0.0335592
59,-0.011066653,-0.20636557,"('foolish', 'wise')",0.17355798,0.2504617,0.0812457,0.0220481,-0.0591976
60,-0.16583541,0.10249275,"('inefficient', 'efficient')",-0.029539503,0.057475895,-0.0976875,0.0799843,0.1776718
61,0.1379478,-0.0029354952,"('illogical', 'logical')",0.543572,0.37949392,0.3407599,0.1882792,-0.1524807
62,-0.08631891,0.11188803,"('incompetent', 'brilliant')",0.5131569,0.6593529,0.213419,0.3856205,0.1722015
63,-0.16457434,0.10309621,"('unperceptive', 'insightful')",0.14646538,0.24838431,-0.0090545,0.1757403,0.1847948
64,-0.8810066,-0.9980694,"('shy', 'confident')",-7.190565,-7.254481,-4.0357857,-4.1262751,-0.0904894
65,-0.90452266,-1.09216,"('insecure', 'secure')",-0.26144743,-0.33688104,-0.582985,-0.7145205,-0.1315355
66,-0.13750264,-0.28556448,"('inactive', 'active')",0.06077734,0.030235656,-0.0383627,-0.1276644,-0.0893017
67,0.1852761,0.19690156,"('doubtful', 'determined')",-0.27026823,-0.27386662,-0.0424961,-0.0384825,0.0040136
68,-0.8593469,-0.8525159,"('dependent', 'independent')",-1.0787615,-1.036527,-0.9690542,-0.9445214,0.0245328
69,0.5648167,0.47181952,"('lazy', 'industrious')",-0.9660667,-0.8391901,-0.200625,-0.1836853,0.0169397
70,-0.8580391,-0.8066499,"('lethargic', 'energetic')",0.07737637,0.029551232,-0.3903314,-0.3885494,0.001782
71,0.7507305,0.8198994,"('diffident', 'self-confident')",0.30391327,0.28558215,0.5273219,0.5527408,0.0254189
72,-1.0821406,-1.0603894,"('unambitious', 'ambitious')",-0.34760323,-0.2864134,-0.7148719,-0.6734014,0.0414705
73,0.69320023,0.6893715,"('helpless', 'self-reliant')",-3.6771102,-3.5972712,-1.491955,-1.4539498,0.0380052
74,0.6218621,0.7298805,"('undedicated', 'dedicated')",-0.47845,-0.5814123,0.0717061,0.0742341,0.002528
75,-0.21576005,-0.14142734,"('meek', 'impulsive')",-0.67676336,-0.5972601,-0.4462617,-0.3693437,0.076918
76,-0.4981065,-0.32471532,"('anxious', 'daring')",-0.45295143,-0.42432144,-0.475529,-0.3745184,0.1010106
77,-0.2008021,0.012949854,"('unmotivated', 'motivated')",-1.2550335,-1.1896629,-0.7279178,-0.5883566,0.1395612
78,-0.0566635,0.08989096,"('nonresilient', 'resilient')",-0.40655455,-0.41525212,-0.231609,-0.1626806,0.0689284
79,0.6464757,0.513435,"('wavering', 'unwavering')",-0.2779603,-0.31010422,0.1842577,0.1016654,-0.0825923
80,0.013614409,-0.04013607,"('dominated', 'dominating')",-0.74734396,-0.7104007,-0.3668648,-0.3752684,-0.0084036
81,-0.29944313,-0.22035925,"('submissive', 'aggressive')",-0.8555937,-0.81910306,-0.5775184,-0.5197312,0.0577872
82,-0.3854112,-0.3123158,"('poor', 'rich')",6.7984805,6.771873,3.2065346,3.2297785,0.0232439
83,-0.60654527,-0.56742793,"('powerless', 'powerful')",-1.2702323,-1.3019862,-0.9383888,-0.934707,0.0036818
84,0.31991053,0.15172777,"('inferior', 'superior')",0.6209312,0.53682,0.4704209,0.3442739,-0.126147
85,1.1570011,1.0743673,"('insignificant', 'prestigious')",-0.22779691,-0.22245428,0.4646021,0.4259565,-0.0386456
86,-0.714244,-0.6705637,"('uninfluential', 'influential')",-0.5312177,-0.5989147,-0.6227309,-0.6347392,-0.0120083
87,-0.10085038,-0.15167063,"('unsuccessful', 'successful')",0.54323334,0.5184025,0.2211915,0.1833659,-0.0378256
88,-0.54778814,-0.63436204,"('low', 'eminent')",-0.40968472,-0.45282525,-0.4787364,-0.5435936,-0.0648572
