,trustee_male,trustee_female,tuple,average_male,average_female,female-male
0,1.298573,1.0294958,"('unsociable', 'sociable')",1.298573,1.0294958,-0.2690772
1,0.8369689,0.80919576,"('unfriendly', 'friendly')",0.8369689,0.8091958,-0.0277731
2,0.5669212,0.724372,"('unlikable', 'likable')",0.5669212,0.724372,0.1574508
3,0.13469252,0.341322,"('repellent', 'pleasant')",0.1346925,0.341322,0.2066295
4,-6.370021,-6.4096045,"('disliked', 'liked')",-6.3700209,-6.4096045,-0.0395836
5,-1.6052641,-1.5427377,"('distant', 'outgoing')",-1.6052641,-1.5427377,0.0625264
6,-1.4081851,-1.3594893,"('distant', 'open')",-1.4081851,-1.3594893,0.0486958
7,1.8285536,1.8711156,"('insensitive', 'sensitive')",1.8285536,1.8711156,0.042562
8,0.3549239,0.40735918,"('unaffectionate', 'affectionate')",0.3549239,0.4073592,0.0524353
9,1.4769173,1.5137861,"('unaffectionate', 'caring')",1.4769173,1.5137861,0.0368688
10,1.821724,1.7714056,"('unsympathetic', 'sympathetic')",1.8217241,1.7714056,-0.0503185
11,3.262182,3.141216,"('unhelpful', 'helpful')",3.262182,3.141216,-0.120966
12,-0.54725176,-0.52655303,"('unsupportive', 'supportive')",-0.5472518,-0.526553,0.0206988
13,1.0299449,0.9653599,"('impolite', 'polite')",1.0299449,0.9653599,-0.064585
14,0.8987923,0.8579802,"('antisocial', 'social')",0.8987923,0.8579802,-0.0408121
15,0.2820644,0.3071357,"('boring', 'funny')",0.2820644,0.3071357,0.0250713
16,-0.55188537,-0.46105736,"('unpopular', 'popular')",-0.5518854,-0.4610574,0.090828
17,0.25000748,0.20039214,"('nasty', 'nice')",0.2500075,0.2003921,-0.0496154
18,-1.2518846,-1.2277035,"('disagreeable', 'welcoming')",-1.2518846,-1.2277035,0.0241811
19,-0.8104934,-0.7254656,"('inhospitable', 'hospitable')",-0.8104934,-0.7254656,0.0850278
20,1.4963689,1.4679816,"('rough', 'thoughtful')",1.4963689,1.4679816,-0.0283873
21,1.0235478,1.0915686,"('immoral', 'moral')",1.0235478,1.0915686,0.0680208
22,0.3601882,0.32347935,"('untrustworthy', 'trustworthy')",0.3601882,0.3234794,-0.0367088
23,7.1179357,7.0336895,"('insincere', 'sincere')",7.1179357,7.0336895,-0.0842462
24,1.9303716,1.9705861,"('dishonest', 'honest')",1.9303716,1.9705861,0.0402145
25,-0.13739285,-0.10379903,"('egoistic', 'altruistic')",-0.1373928,-0.103799,0.0335938
26,1.5117164,1.3955348,"('hardhearted', 'benevolent')",1.5117164,1.3955348,-0.1161816
27,0.8360167,0.8161283,"('hardhearted', 'softhearted')",0.8360167,0.8161283,-0.0198884
28,1.3503681,1.1521524,"('disloyal', 'loyal')",1.3503681,1.1521524,-0.1982157
29,-0.9616586,-1.038489,"('unfair', 'fair')",-0.9616586,-1.038489,-0.0768304
30,1.94395,1.8913046,"('intolerant', 'tolerant')",1.9439501,1.8913046,-0.0526455
31,-3.0604942,-2.984489,"('evil', 'good')",-3.0604942,-2.984489,0.0760052
32,2.2750845,2.1689365,"('unkind', 'kind')",2.2750845,2.1689365,-0.106148
33,-0.7878636,-0.8254663,"('wrong', 'right')",-0.7878636,-0.8254663,-0.0376027
34,4.8881993,5.0416503,"('mean', 'honorable')",4.8881993,5.0416503,0.153451
35,-1.7479706,-1.8389325,"('corrupt', 'incorrupt')",-1.7479706,-1.8389325,-0.0909619
36,-0.96148044,-1.0530574,"('hostile', 'amicable')",-0.9614804,-1.0530574,-0.091577
37,0.9201234,0.8876389,"('fake', 'genuine')",0.9201234,0.8876389,-0.0324845
38,1.0172637,0.90043974,"('untruthful', 'truthful')",1.0172637,0.9004397,-0.116824
39,0.1929593,0.14527568,"('exploitative', 'cooperative')",0.1929593,0.1452757,-0.0476836
40,-1.9260447,-1.9864088,"('stingy', 'generous')",-1.9260447,-1.9864088,-0.0603641
41,0.8179386,0.59511137,"('unforgiving', 'forgiving')",0.8179386,0.5951114,-0.2228272
42,-1.6985914,-1.6294581,"('unreliable', 'reliable')",-1.6985914,-1.6294581,0.0691333
