,hormel_male,hormel_female,tuple,foods_male,foods_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.2897211,-1.4008613,"('unsociable', 'sociable')",0.6145732,0.547071,-0.5855027,-0.7484389,-0.4202169,-0.5340764,-0.1138595
1,-1.6266129,-1.8166671,"('unfriendly', 'friendly')",0.522344,0.49984804,1.3198738,1.1642169,0.0718683,-0.0508674,-0.1227357
2,0.62516856,0.6626185,"('unlikable', 'likable')",0.46753833,0.47619116,0.6143012,0.67301095,0.5690027,0.6039402,0.0349375
3,-1.2477962,-1.1726459,"('repellent', 'pleasant')",-1.5662957,-1.4138865,0.43870458,0.514241,-0.7917958,-0.6907639,0.1010319
4,0.47558892,0.44602212,"('disliked', 'liked')",-0.024803746,0.0082933325,-7.0135055,-7.176939,-2.1875734,-2.2408744,-0.053301
5,0.18299259,0.13924155,"('distant', 'outgoing')",0.31633365,0.34941417,-0.29924205,-0.29819694,0.0666947,0.0634863,-0.0032084
6,-0.17543408,-0.21149781,"('distant', 'open')",0.16448177,0.24086869,-0.022417588,-0.04859067,-0.0111233,-0.0064066,0.0047167
7,-1.0358362,-1.0521811,"('insensitive', 'sensitive')",-0.29731613,-0.1729176,0.101242006,0.086879775,-0.4106367,-0.3794063,0.0312304
8,-0.4696351,-0.58592224,"('unaffectionate', 'affectionate')",0.7146708,0.68263054,0.9046583,0.85313886,0.3832313,0.3166157,-0.0666156
9,-1.3717668,-1.4727279,"('unaffectionate', 'caring')",0.6588294,0.6414187,1.2662468,1.2692384,0.1844365,0.1459764,-0.0384601
10,-1.9457006,-1.9784619,"('unsympathetic', 'sympathetic')",-0.5136307,-0.42005673,-0.88878417,-0.95781606,-1.1160385,-1.1187782,-0.0027397
11,-1.2422836,-1.244359,"('unhelpful', 'helpful')",-0.29394513,-0.25340503,1.1624708,1.2899402,-0.1245859,-0.0692746,0.0553113
12,-0.5243278,-0.5220841,"('unsupportive', 'supportive')",0.4893252,0.59120816,-2.2376485,-2.2940602,-0.7575504,-0.7416454,0.015905
13,-0.9741147,-1.0381008,"('impolite', 'polite')",0.65596765,0.66604596,-0.95263964,-0.9616868,-0.4235956,-0.4445806,-0.020985
14,-0.6506393,-0.6511359,"('antisocial', 'social')",0.512524,0.50036967,-0.6027823,-0.69578743,-0.2469659,-0.2821846,-0.0352187
15,0.034360267,0.076062866,"('boring', 'funny')",0.071290664,0.04571646,-0.13678996,-0.12391314,-0.0103797,-0.0007113,0.0096684
16,-0.29642916,-0.31990126,"('unpopular', 'popular')",-0.6405653,-0.6079928,0.33268663,0.29204258,-0.2014359,-0.2119505,-0.0105146
17,-0.6024184,-0.52348936,"('nasty', 'nice')",-0.84132934,-0.7036629,-0.5728377,-0.47010338,-0.6721951,-0.5657519,0.1064432
18,0.3458258,0.30065146,"('disagreeable', 'welcoming')",-0.5226719,-0.45476428,-0.6443829,-0.7089304,-0.273743,-0.2876811,-0.0139381
19,-0.7976665,-0.71606845,"('inhospitable', 'hospitable')",-0.63546425,-0.5505536,-0.6060915,-0.47815582,-0.6797407,-0.5815926,0.0981481
20,-1.1251484,-1.1111896,"('rough', 'thoughtful')",-0.12491828,-0.016554264,0.89417225,0.8981062,-0.1186315,-0.0765459,0.0420856
21,-0.44293886,-0.4276473,"('immoral', 'moral')",0.66565627,0.6819661,-0.92381316,-0.89728314,-0.2336986,-0.2143214,0.0193772
22,0.04094491,0.07404766,"('untrustworthy', 'trustworthy')",-1.0961481,-1.1101722,-1.2052844,-1.3058403,-0.7534959,-0.7806549,-0.027159
23,-1.6220968,-1.6878282,"('insincere', 'sincere')",-0.317935,-0.24617448,5.252345,5.309012,1.1041044,1.1250031,0.0208987
24,-0.5730689,-0.6900767,"('dishonest', 'honest')",0.22659498,0.21140663,0.43232626,0.4207749,0.0286174,-0.0192984,-0.0479158
25,0.50458306,0.39954552,"('egoistic', 'altruistic')",1.2969707,1.2702832,1.3868622,1.3488941,1.0628053,1.006241,-0.0565643
26,-0.99242413,-1.0947584,"('hardhearted', 'benevolent')",0.8384029,0.8344767,1.5454115,1.4277431,0.4637968,0.3891538,-0.074643
27,0.1747597,0.06877658,"('hardhearted', 'softhearted')",0.16166945,0.091154605,1.4877923,1.3621092,0.6080738,0.5073468,-0.100727
28,-1.506894,-1.5998286,"('disloyal', 'loyal')",0.6163835,0.56022763,1.0257661,0.987761,0.0450852,-0.01728,-0.0623652
29,-0.49904642,-0.5326756,"('unfair', 'fair')",-0.7888595,-0.8041267,-0.16729373,-0.29732051,-0.4850666,-0.5447076,-0.059641
30,-0.55556875,-0.5819575,"('intolerant', 'tolerant')",0.35456848,0.4201503,0.637375,0.5744544,0.1454582,0.1375491,-0.0079091
31,-0.32754043,-0.23974803,"('evil', 'good')",-0.94537175,-0.8012578,-0.6035649,-0.61967963,-0.6254923,-0.5535618,0.0719305
32,-0.8717382,-1.044343,"('unkind', 'kind')",0.49659336,0.39459798,0.48304936,0.28923097,0.0359682,-0.1201713,-0.1561395
33,0.75765157,0.61918366,"('wrong', 'right')",0.6362493,0.5654355,-0.2865966,-0.32591015,0.3691014,0.2862363,-0.0828651
34,-0.14987227,-0.04620727,"('mean', 'honorable')",0.07873605,0.2652498,5.3925905,5.6880317,1.7738182,1.9690247,0.1952065
35,1.1032156,1.0649956,"('corrupt', 'incorrupt')",-0.8046953,-0.87617874,0.0017477591,-0.024467621,0.1000893,0.0547831,-0.0453062
36,-0.23911972,-0.3094877,"('hostile', 'amicable')",-0.75185436,-0.71333766,0.40264258,0.2726266,-0.1961105,-0.2500662,-0.0539557
37,-0.5679017,-0.5095246,"('fake', 'genuine')",0.39372432,0.51437473,-0.0013891272,0.01825871,-0.0585222,0.007703,0.0662252
38,-0.829962,-0.88035536,"('untruthful', 'truthful')",0.043167252,0.0994961,-0.3857212,-0.3113642,-0.3908387,-0.3640745,0.0267642
39,0.041998446,0.072369695,"('exploitative', 'cooperative')",0.78947306,0.81015205,0.3173778,0.41903737,0.3829497,0.433853,0.0509033
40,0.2786334,0.153124,"('stingy', 'generous')",0.28048477,0.35729194,-2.0151012,-2.1694078,-0.4853277,-0.5529973,-0.0676696
41,-0.60885227,-0.6559559,"('unforgiving', 'forgiving')",0.6228021,0.6941196,-0.049654625,-0.1915595,-0.0119016,-0.0511319,-0.0392303
42,0.35286132,0.42554238,"('unreliable', 'reliable')",0.7827805,0.8592338,-3.0072505,-3.0689383,-0.6238696,-0.5947207,0.0291489
43,-1.1957713,-1.1552825,"('irresponsible', 'responsible')",0.25760853,0.35520154,-0.060458858,-0.049883403,-0.3328739,-0.2833215,0.0495524
44,0.76636076,0.82596046,"('prejudiced', 'unprejudiced')",-0.79593515,-0.7566539,-1.3315148,-1.2972734,-0.4536964,-0.4093223,0.0443741
45,-1.1590987,-1.1063865,"('incompetent', 'competent')",0.17015606,0.35032386,-0.48485652,-0.5655799,-0.4912664,-0.4405475,0.0507189
46,-1.3924859,-1.3908081,"('uncompetitive', 'competitive')",0.1471735,0.2472756,-1.5574368,-1.6313555,-0.9342497,-0.9249627,0.009287
47,-0.47338995,-0.4111557,"('stupid', 'smart')",0.900915,0.9611535,5.348736,5.4474235,1.9254203,1.9991404,0.0737201
48,-0.9879767,-1.0284219,"('unintelligent', 'intelligent')",0.55272204,0.56710833,0.31778923,0.33083674,-0.0391551,-0.0434923,-0.0043372
49,-0.5069531,-0.36087003,"('unable', 'able')",-0.22500046,-0.08927668,-0.63954294,-0.52107686,-0.4571655,-0.3237412,0.1334243
50,0.1703346,0.18829848,"('clumsy', 'skillful')",0.050294153,0.070081174,0.0483656,-0.053258978,0.0896648,0.0683736,-0.0212912
51,-0.92082363,-1.022657,"('uneducated', 'educated')",0.18277502,0.076615095,-0.10721624,-0.17908302,-0.281755,-0.3750416,-0.0932866
52,-0.2678823,-0.39723802,"('irrational', 'rational')",0.5076738,0.26696637,0.6747845,0.58767086,0.3048587,0.1524664,-0.1523923
53,-1.3366481,-1.3778111,"('uncreative', 'creative')",-0.34958866,-0.3592238,0.17135154,0.052335735,-0.5049617,-0.5615664,-0.0566047
54,-0.8430178,-0.8232863,"('incapable', 'capable')",-0.012944788,0.0010337457,0.52591133,0.59968394,-0.1100171,-0.0741895,0.0358276
