,regions_male,regions_female,tuple,financial_male,financial_female,corp_male,corp_female,average_male,average_female,female-male
0,0.63086975,0.6134665,"('unsociable', 'sociable')",0.1075491,-0.018876873,0.5462931,0.38828248,0.4282373,0.327624,-0.1006133
1,-1.5785537,-1.636293,"('unfriendly', 'friendly')",1.1507202,1.064079,0.52043575,0.39128947,0.0308674,-0.0603082,-0.0911756
2,0.60285056,0.5896496,"('unlikable', 'likable')",2.3828738,2.4896717,1.0868679,1.112689,1.3575308,1.3973368,0.039806
3,0.6882288,0.8369026,"('repellent', 'pleasant')",-0.4263871,-0.3432104,1.256989,1.2908959,0.5062769,0.5948627,0.0885858
4,-1.2975323,-1.4138169,"('disliked', 'liked')",0.32829005,0.28754786,-6.464313,-6.7910957,-2.4778517,-2.6391217,-0.16127
5,-2.060089,-2.1398094,"('distant', 'outgoing')",0.7405035,0.75414115,-1.685478,-1.6877756,-1.0016878,-1.0244813,-0.0227935
6,-2.1896417,-2.1989172,"('distant', 'open')",-0.11243664,-0.046797592,-1.7839494,-1.7500349,-1.3620092,-1.3319165,0.0300927
7,2.1131258,2.1890085,"('insensitive', 'sensitive')",0.6364536,0.63409257,0.8766831,0.893396,1.2087542,1.2388323,0.0300781
8,-0.9887495,-1.0697248,"('unaffectionate', 'affectionate')",0.19533572,0.17402339,-0.41818672,-0.42906913,-0.4038668,-0.4415902,-0.0377234
9,0.3251199,0.24314368,"('unaffectionate', 'caring')",1.264857,1.2274406,0.64688003,0.66389257,0.745619,0.7114923,-0.0341267
10,2.2023325,2.321296,"('unsympathetic', 'sympathetic')",-0.843165,-0.7926366,0.49883124,0.5655515,0.6193329,0.6980703,0.0787374
11,1.2553453,1.2775104,"('unhelpful', 'helpful')",0.5783609,0.6114878,2.7732875,2.8327258,1.5356646,1.573908,0.0382434
12,1.7473702,1.8549395,"('unsupportive', 'supportive')",1.0404251,1.1801828,-2.0685678,-2.105548,0.2397425,0.3098582,0.0701157
13,1.857251,1.8703969,"('impolite', 'polite')",0.3458351,0.38718417,-0.01161617,-0.026219275,0.73049,0.7437872,0.0132972
14,2.1840274,2.1417255,"('antisocial', 'social')",1.9947021,1.9871954,0.9652487,0.8064834,1.7146594,1.6451348,-0.0695246
15,0.21255372,0.07272191,"('boring', 'funny')",0.6857509,0.602374,-0.261235,-0.33003873,0.2123565,0.1150191,-0.0973374
16,-2.0619705,-2.171674,"('unpopular', 'popular')",-0.5985676,-0.62088454,-0.03732047,-0.056163263,-0.8992862,-0.949574,-0.0502878
17,-0.048856854,-0.04078901,"('nasty', 'nice')",-0.1700078,-0.06834545,-0.67398804,-0.58744377,-0.2976176,-0.2321927,0.0654249
18,-0.12786403,-0.038822543,"('disagreeable', 'welcoming')",-0.35840753,-0.2735007,-1.0112402,-1.0363742,-0.4991706,-0.4495658,0.0496048
19,-1.5330449,-1.5660367,"('inhospitable', 'hospitable')",-0.43402645,-0.4725416,-1.3122232,-1.201739,-1.0930982,-1.0801058,0.0129924
20,-0.30865824,-0.31459296,"('rough', 'thoughtful')",-0.1935918,-0.16348869,0.08536544,0.15438877,-0.1389615,-0.1078976,0.0310639
21,1.6098521,1.6216978,"('immoral', 'moral')",1.1647983,1.162462,0.6584903,0.7274312,1.1443803,1.1705303,0.02615
22,0.832197,0.8248158,"('untrustworthy', 'trustworthy')",-0.20345564,-0.24127614,-0.10593324,-0.12232606,0.1742694,0.1537379,-0.0205315
23,1.4478514,1.4655825,"('insincere', 'sincere')",0.82806927,0.83752614,6.4937186,6.5365663,2.923213,2.9465583,0.0233453
24,0.6433633,0.68241507,"('dishonest', 'honest')",0.3941328,0.43920496,0.7547569,0.7727229,0.5974177,0.6314476,0.0340299
25,-1.0519999,-1.0774559,"('egoistic', 'altruistic')",-0.16077127,-0.09630833,0.42296973,0.42735162,-0.2632672,-0.2488042,0.014463
26,0.5997393,0.56396353,"('hardhearted', 'benevolent')",2.0684216,2.0510595,1.3987335,1.2703359,1.3556315,1.2951197,-0.0605118
27,0.0939883,0.18197499,"('hardhearted', 'softhearted')",-0.8310185,-0.7455902,-0.1246241,-0.08846294,-0.2872181,-0.2173594,0.0698587
28,1.555569,1.4635427,"('disloyal', 'loyal')",0.54747385,0.4128783,1.3140498,1.2377436,1.1390309,1.0380549,-0.100976
29,-0.7503342,-0.8063334,"('unfair', 'fair')",-0.43656027,-0.4811091,-0.6699657,-0.76750803,-0.6189534,-0.6849836,-0.0660302
30,2.7035284,2.693082,"('intolerant', 'tolerant')",0.6638867,0.6897401,1.2215667,1.1301994,1.5296605,1.5043405,-0.02532
31,-2.225814,-2.2658687,"('evil', 'good')",-0.78563756,-0.7368771,-2.4438956,-2.4953976,-1.818449,-1.8327144,-0.0142654
32,1.4324092,1.3687067,"('unkind', 'kind')",0.31187147,0.3123728,1.5423435,1.4338083,1.0955413,1.0382959,-0.0572454
33,-0.20892248,-0.31149802,"('wrong', 'right')",1.2104206,1.1939461,-1.1817812,-1.2773235,-0.0600944,-0.1316251,-0.0715307
34,0.27966994,0.34683436,"('mean', 'honorable')",0.4537161,0.6040281,5.2720904,5.5497084,2.0018255,2.1668569,0.1650314
35,-2.3521948,-2.5779562,"('corrupt', 'incorrupt')",-0.9187895,-0.99512684,-1.9835986,-2.0498734,-1.7515276,-1.8743188,-0.1227912
36,-2.6435466,-2.7965374,"('hostile', 'amicable')",0.046726383,-0.07034591,-1.6069435,-1.7743534,-1.4012545,-1.5470789,-0.1458244
37,0.7453545,0.77442837,"('fake', 'genuine')",-0.541981,-0.55670077,-0.018831577,0.0051873624,0.061514,0.074305,0.012791
38,0.24701047,0.19048971,"('untruthful', 'truthful')",1.0053977,1.0388579,0.39232707,0.3577739,0.5482451,0.5290405,-0.0192046
39,2.4410307,2.4320962,"('exploitative', 'cooperative')",0.96776175,1.0155439,0.5405059,0.5915492,1.3164328,1.3463964,0.0299636
40,0.17874667,0.26930657,"('stingy', 'generous')",0.97675747,1.031548,-2.740996,-2.8689334,-0.5284973,-0.522693,0.0058043
41,0.5868195,0.59636605,"('unforgiving', 'forgiving')",1.0261688,1.0293202,0.035027195,-0.1537133,0.5493385,0.4906576,-0.0586809
42,1.197323,1.2006841,"('unreliable', 'reliable')",1.0688959,1.1475365,-2.0916882,-2.0442944,0.0581769,0.1013087,0.0431318
43,1.358926,1.4609327,"('irresponsible', 'responsible')",0.5977587,0.7112031,1.1294949,1.1490706,1.0287266,1.1070689,0.0783423
44,-1.0916048,-1.1273614,"('prejudiced', 'unprejudiced')",-0.36663857,-0.28289452,-1.3796633,-1.362309,-0.9459689,-0.9241883,0.0217806
45,1.0324689,1.1181991,"('incompetent', 'competent')",-0.44720536,-0.41820267,0.56744975,0.4961466,0.3842378,0.3987143,0.0144765
46,1.8313826,1.9594605,"('uncompetitive', 'competitive')",0.4998875,0.54219896,0.34996635,0.33580798,0.8937455,0.9458225,0.052077
47,0.97608,1.0544249,"('stupid', 'smart')",1.1896338,1.2311779,5.563424,5.728635,2.5763793,2.6714125,0.0950332
48,0.3791416,0.4612741,"('unintelligent', 'intelligent')",-0.97067964,-0.92731,0.5121317,0.5527076,-0.0264688,0.0288906,0.0553594
49,-0.7440407,-0.7302558,"('unable', 'able')",-0.9278503,-0.8272339,-0.3554294,-0.22292018,-0.6757735,-0.5934699,0.0823036
50,-0.9297744,-0.9596689,"('clumsy', 'skillful')",0.44774076,0.46576902,-0.2942227,-0.25683594,-0.2587521,-0.2502453,0.0085068
51,0.45319575,0.39342472,"('uneducated', 'educated')",-0.38317004,-0.46081516,0.5304127,0.48852283,0.2001461,0.1403775,-0.0597686
52,-1.4213848,-1.6170596,"('irrational', 'rational')",0.36965635,0.20155607,-0.87098485,-1.0310256,-0.6409044,-0.8155097,-0.1746053
53,-0.6007396,-0.66408455,"('uncreative', 'creative')",1.0330617,0.9866506,0.21225755,0.10924342,0.2148599,0.1439365,-0.0709234
54,-1.0445803,-1.1702508,"('incapable', 'capable')",0.9967749,0.91275424,0.31500214,0.27396223,0.0890656,0.0054886,-0.083577
55,1.8407112,2.0134356,"('incompetent', 'clever')",-0.77410436,-0.72923267,1.2142293,1.2450048,0.7602787,0.8430692,0.0827905
56,2.5149279,2.4693363,"('impractical', 'practical')",1.0710435,1.0827338,0.80473727,0.7422199,1.4635695,1.43143,-0.0321395
57,0.2537682,0.21707249,"('unimaginative', 'imaginative')",-0.017253492,0.014017012,-2.3041947,-2.4601102,-0.6892266,-0.7430069,-0.0537803
58,-0.09248971,-0.15349698,"('undiscriminating', 'discriminating')",1.030594,0.9964808,0.22672556,0.17353995,0.3882766,0.3388413,-0.0494353
59,-0.7000854,-0.8336038,"('foolish', 'wise')",1.0639769,0.9454978,-0.71725327,-0.81506026,-0.1177873,-0.2343887,-0.1166014
60,2.7196858,2.8715127,"('inefficient', 'efficient')",-0.17595156,-0.016147107,0.8900149,1.0079969,1.1445831,1.2877874,0.1432043
61,-0.20812413,-0.33229744,"('illogical', 'logical')",1.1310306,1.0858432,0.70696664,0.57590777,0.543291,0.4431512,-0.1001398
62,1.6772223,1.7958091,"('incompetent', 'brilliant')",0.7213806,0.90273744,1.342979,1.4494133,1.247194,1.3826532,0.1354592
63,1.4160249,1.4731705,"('unperceptive', 'insightful')",1.0181432,1.0873156,1.0154394,1.0446632,1.1498691,1.2017164,0.0518473
64,0.009051286,-0.018189609,"('shy', 'confident')",0.5701322,0.540482,-5.0545025,-5.3162546,-1.491773,-1.5979875,-0.1062145
65,1.9194093,1.9447496,"('insecure', 'secure')",-0.3292299,-0.38032788,0.8797477,0.8760416,0.823309,0.8134878,-0.0098212
66,-0.6446472,-0.7580459,"('inactive', 'active')",0.8058208,0.802556,0.20023385,0.16422334,0.1204692,0.0695778,-0.0508914
67,1.3143194,1.2357208,"('doubtful', 'determined')",0.44679356,0.443558,-0.1477339,-0.20249896,0.537793,0.4922599,-0.0455331
68,-0.047524124,-0.12190409,"('dependent', 'independent')",-2.0002098,-2.0444846,-1.2475944,-1.2156293,-1.0984428,-1.1273394,-0.0288966
69,-1.1528867,-1.2608231,"('lazy', 'industrious')",0.84144306,0.8758296,-1.7426635,-1.7663662,-0.6847024,-0.7171199,-0.0324175
70,1.3239048,1.4044762,"('lethargic', 'energetic')",-0.059864163,0.010376703,0.92790616,0.97577304,0.7306489,0.7968753,0.0662264
71,1.1796217,1.1402628,"('diffident', 'self-confident')",1.7386345,1.7407209,0.0015874803,-0.01668537,0.9732812,0.9547661,-0.0185151
72,1.3210716,1.3169595,"('unambitious', 'ambitious')",-0.095466584,-0.0037830397,-0.42676273,-0.28555372,0.2662808,0.3425409,0.0762601
73,0.0061207786,-0.088211015,"('helpless', 'self-reliant')",1.1801848,1.0601172,-3.575104,-3.6017144,-0.7962661,-0.8766027,-0.0803366
74,1.1841114,1.1677777,"('undedicated', 'dedicated')",0.5320519,0.5604161,-0.18835543,-0.19859257,0.5092693,0.5098671,0.0005978
75,-1.1004997,-1.19084,"('meek', 'impulsive')",-0.1661539,-0.13604678,-0.83759797,-0.77864385,-0.7014172,-0.7018436,-0.0004264
76,1.3115926,1.4335561,"('anxious', 'daring')",-0.055785697,0.01764974,0.60072666,0.606742,0.6188445,0.6859826,0.0671381
77,0.31931338,0.39381707,"('unmotivated', 'motivated')",0.94093823,0.95058465,-0.61882484,-0.5358438,0.2138089,0.2695193,0.0557104
78,-0.8384618,-0.74980265,"('nonresilient', 'resilient')",0.50870055,0.6061823,-0.2566974,-0.096920386,-0.1954862,-0.0801803,0.1153059
79,-1.1966187,-1.4000477,"('wavering', 'unwavering')",-0.1090711,-0.16519022,-0.962042,-0.91958225,-0.7559106,-0.8282734,-0.0723628
80,1.7165287,1.8019896,"('dominated', 'dominating')",-0.046165556,-0.04620146,0.5217204,0.6425767,0.7306945,0.7994549,0.0687604
81,1.6174134,1.6269403,"('submissive', 'aggressive')",0.8547428,0.8673454,0.5751592,0.55851334,1.0157719,1.0175997,0.0018278
82,-0.3490972,-0.3821496,"('poor', 'rich')",-0.31117684,-0.32786518,6.4346256,6.5560837,1.9247839,1.9486896,0.0239057
83,0.38085827,0.32414976,"('powerless', 'powerful')",1.0072953,1.0038351,-0.270648,-0.2906111,0.3725019,0.3457913,-0.0267106
84,-1.3751367,-1.4287918,"('inferior', 'superior')",0.08753513,0.02022526,0.17587358,0.1338534,-0.370576,-0.4249043,-0.0543283
85,-2.1048632,-2.323841,"('insignificant', 'prestigious')",1.2079806,1.1303501,-1.3972597,-1.5579408,-0.7647141,-0.917144,-0.1524299
86,0.1161182,0.12984096,"('uninfluential', 'influential')",-0.33923998,-0.38886404,0.13384008,0.090378374,-0.0297606,-0.0562149,-0.0264543
87,-0.011164699,-0.11068019,"('unsuccessful', 'successful')",0.94367015,0.8449228,0.8690594,0.8884398,0.6005216,0.5408941,-0.0596275
88,0.03458317,-0.1104566,"('low', 'eminent')",-0.5424503,-0.6265689,-0.043220613,-0.12041887,-0.1836959,-0.2858148,-0.1021189
