,eastman_male,eastman_female,tuple,kodak_male,kodak_female,co_male,co_female,average_male,average_female,female-male
0,-0.60959786,-0.66809356,"('unsociable', 'sociable')",-1.1690078,-1.2906526,0.18173116,0.09069642,-0.5322915,-0.6226832,-0.0903917
1,2.377943,2.2950833,"('unfriendly', 'friendly')",1.4633822,1.2485163,1.9930986,1.817732,1.944808,1.7871105,-0.1576975
2,1.0671448,1.1313457,"('unlikable', 'likable')",0.7582203,0.8142999,1.0146854,1.121126,0.9466835,1.0222572,0.0755737
3,-0.89559054,-0.84756833,"('repellent', 'pleasant')",-1.2437115,-1.2414201,0.56109494,0.6126448,-0.526069,-0.4921146,0.0339544
4,0.7900429,0.71513426,"('disliked', 'liked')",0.8840852,0.83648205,-7.0789804,-7.073649,-1.8016175,-1.8406776,-0.0390601
5,1.5179478,1.558608,"('distant', 'outgoing')",0.905135,0.9802956,-0.3120832,-0.24794587,0.7036665,0.7636526,0.0599861
6,1.5368528,1.591709,"('distant', 'open')",0.6937153,0.79419327,-0.1960297,-0.1038631,0.6781795,0.7606798,0.0825003
7,-0.4282553,-0.3984304,"('insensitive', 'sensitive')",-0.71234274,-0.76905346,0.46132264,0.5092392,-0.2264251,-0.2194149,0.0070102
8,1.0990247,1.0664152,"('unaffectionate', 'affectionate')",0.87477237,0.7680601,0.76441085,0.6030548,0.9127359,0.81251,-0.1002259
9,1.478322,1.4262052,"('unaffectionate', 'caring')",0.73880994,0.6114633,1.106563,0.97190803,1.1078984,1.0031922,-0.1047062
10,-1.684385,-1.6660202,"('unsympathetic', 'sympathetic')",-2.6596758,-2.7794688,-0.17061234,-0.18474759,-1.5048911,-1.5434122,-0.0385211
11,-1.5056818,-1.509581,"('unhelpful', 'helpful')",-1.9187484,-1.9904977,1.7646062,1.7675108,-0.5532746,-0.5775226,-0.024248
12,0.87596595,0.915388,"('unsupportive', 'supportive')",0.12800026,0.08724806,-1.7209551,-1.6590177,-0.2389963,-0.2187939,0.0202024
13,-1.7216613,-1.7533983,"('impolite', 'polite')",-1.9825053,-2.0105462,-0.23407996,-0.2305012,-1.3127489,-1.3314819,-0.018733
14,-0.5063787,-0.5708728,"('antisocial', 'social')",-0.79030484,-0.9099243,0.252065,0.18944459,-0.3482062,-0.4304508,-0.0822446
15,1.3824456,1.2971845,"('boring', 'funny')",1.8909554,1.7768582,1.0057803,0.9980089,1.4263938,1.3573505,-0.0690433
16,0.30486825,0.25345314,"('unpopular', 'popular')",1.0144858,0.9614673,0.17467806,0.11169009,0.4980107,0.4422035,-0.0558072
17,-0.49800473,-0.5224227,"('nasty', 'nice')",-0.15690948,-0.10100058,-0.22058512,-0.19265604,-0.2918331,-0.2720264,0.0198067
18,1.2503363,1.2526995,"('disagreeable', 'welcoming')",0.938909,0.95605105,-0.5582514,-0.60521954,0.5436646,0.5345103,-0.0091543
