,ambassador_male,ambassador_female,tuple,average_male,average_female,female-male
0,0.31933725,0.2616455,"('unsociable', 'sociable')",0.3193372,0.2616455,-0.0576917
1,0.82884717,0.9119451,"('unfriendly', 'friendly')",0.8288472,0.9119451,0.0830979
2,0.02902348,0.096845746,"('unlikable', 'likable')",0.0290235,0.0968457,0.0678222
3,0.4755438,0.56026834,"('repellent', 'pleasant')",0.4755438,0.5602683,0.0847245
4,-7.838156,-8.087303,"('disliked', 'liked')",-7.8381562,-8.0873032,-0.249147
5,-1.1115836,-1.1088246,"('distant', 'outgoing')",-1.1115836,-1.1088246,0.002759
6,-0.69066554,-0.6845459,"('distant', 'open')",-0.6906655,-0.6845459,0.0061196
7,1.4539808,1.6028086,"('insensitive', 'sensitive')",1.4539808,1.6028086,0.1488278
8,1.3222288,1.252004,"('unaffectionate', 'affectionate')",1.3222288,1.252004,-0.0702248
9,1.9018372,2.0220594,"('unaffectionate', 'caring')",1.9018372,2.0220594,0.1202222
10,1.2494498,1.3501011,"('unsympathetic', 'sympathetic')",1.2494498,1.3501011,0.1006513
11,2.195325,2.397853,"('unhelpful', 'helpful')",2.1953249,2.3978529,0.202528
12,-1.2020776,-1.1344328,"('unsupportive', 'supportive')",-1.2020776,-1.1344328,0.0676448
13,0.22160617,0.3095811,"('impolite', 'polite')",0.2216062,0.3095811,0.0879749
14,0.46337858,0.39689565,"('antisocial', 'social')",0.4633786,0.3968956,-0.066483
15,0.34218144,0.21582936,"('boring', 'funny')",0.3421814,0.2158294,-0.126352
16,-0.9446023,-0.8983335,"('unpopular', 'popular')",-0.9446023,-0.8983335,0.0462688
17,-0.30740303,-0.31666157,"('nasty', 'nice')",-0.307403,-0.3166616,-0.0092586
18,-0.4694726,-0.4685933,"('disagreeable', 'welcoming')",-0.4694726,-0.4685933,0.0008793
19,-0.747965,-0.62372786,"('inhospitable', 'hospitable')",-0.747965,-0.6237279,0.1242371
20,0.7503358,0.7674092,"('rough', 'thoughtful')",0.7503358,0.7674092,0.0170734
21,-0.14191754,0.07883873,"('immoral', 'moral')",-0.1419175,0.0788387,0.2207562
22,-0.26984107,-0.25820118,"('untrustworthy', 'trustworthy')",-0.2698411,-0.2582012,0.0116399
23,7.0084486,7.304362,"('insincere', 'sincere')",7.0084486,7.3043618,0.2959132
24,1.7064068,1.6714523,"('dishonest', 'honest')",1.7064068,1.6714523,-0.0349545
25,0.68286145,0.62417185,"('egoistic', 'altruistic')",0.6828614,0.6241719,-0.0586895
26,1.3268636,1.1855286,"('hardhearted', 'benevolent')",1.3268636,1.1855286,-0.141335
27,1.5528927,1.4896609,"('hardhearted', 'softhearted')",1.5528927,1.4896609,-0.0632318
28,1.6345532,1.5873684,"('disloyal', 'loyal')",1.6345532,1.5873684,-0.0471848
29,-0.7983654,-0.9290555,"('unfair', 'fair')",-0.7983654,-0.9290555,-0.1306901
30,1.3530575,1.4391886,"('intolerant', 'tolerant')",1.3530575,1.4391886,0.0861311
31,-1.7996843,-1.8284317,"('evil', 'good')",-1.7996843,-1.8284317,-0.0287474
32,1.4682043,1.4782752,"('unkind', 'kind')",1.4682043,1.4782752,0.0100709
33,-0.33973327,-0.444334,"('wrong', 'right')",-0.3397333,-0.444334,-0.1046007
34,4.995006,5.3439264,"('mean', 'honorable')",4.9950061,5.3439264,0.3489203
35,-0.75442237,-1.053219,"('corrupt', 'incorrupt')",-0.7544224,-1.053219,-0.2987966
36,-0.9367723,-1.0203245,"('hostile', 'amicable')",-0.9367723,-1.0203245,-0.0835522
37,1.0877137,1.0414417,"('fake', 'genuine')",1.0877137,1.0414417,-0.046272
38,0.17060913,0.3267668,"('untruthful', 'truthful')",0.1706091,0.3267668,0.1561577
39,0.62775314,0.6728667,"('exploitative', 'cooperative')",0.6277531,0.6728667,0.0451136
40,-1.8225796,-2.0558553,"('stingy', 'generous')",-1.8225796,-2.0558553,-0.2332757
