,teco_male,teco_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.6343629,-1.82451,"('unsociable', 'sociable')",0.3746455,0.20707577,-0.58533174,-0.77851385,-0.6150164,-0.7986494,-0.183633
1,-1.1037505,-1.1824243,"('unfriendly', 'friendly')",0.23415886,0.08275969,1.5839834,1.3695775,0.2381306,0.089971,-0.1481596
2,0.85625356,0.9163121,"('unlikable', 'likable')",1.247407,1.2144583,0.75831354,0.85059154,0.9539914,0.9937873,0.0397959
3,-0.27061906,-0.20936318,"('repellent', 'pleasant')",0.12226637,0.25709,0.07098247,0.12719868,-0.0257901,0.0583085,0.0840986
4,0.7036995,0.6647325,"('disliked', 'liked')",0.43943974,0.32331276,-5.6695876,-5.5711145,-1.5088161,-1.5276898,-0.0188737
5,-0.7120125,-0.7088152,"('distant', 'outgoing')",-0.14891605,-0.1340265,-0.04820753,-0.06716423,-0.3030454,-0.3033353,-0.0002899
6,-1.3585678,-1.3383111,"('distant', 'open')",-0.85372865,-0.89624035,0.09720054,0.032694135,-0.705032,-0.7339524,-0.0289204
7,-0.6194799,-0.6372315,"('insensitive', 'sensitive')",0.8492474,0.89268976,0.58103126,0.5846574,0.2702663,0.2800385,0.0097722
8,-1.4295807,-1.44212,"('unaffectionate', 'affectionate')",-1.1154808,-1.1892748,0.21332279,0.12307946,-0.7772462,-0.8361051,-0.0588589
9,-1.080794,-1.0771545,"('unaffectionate', 'caring')",0.122197956,0.0854973,0.7586057,0.6932904,-0.0666634,-0.0994556,-0.0327922
10,-1.3600687,-1.4395332,"('unsympathetic', 'sympathetic')",-0.21719083,-0.28699055,-0.49640384,-0.587046,-0.6912212,-0.7711899,-0.0799687
11,-0.5390022,-0.47316328,"('unhelpful', 'helpful')",0.6262558,0.68234485,1.8681656,1.8718952,0.6518064,0.6936923,0.0418859
12,-0.09162185,-0.087071896,"('unsupportive', 'supportive')",0.7093453,0.7265304,-1.743319,-1.7146355,-0.3751985,-0.3583923,0.0168062
13,-0.5221196,-0.5944968,"('impolite', 'polite')",0.4151782,0.42475688,-0.10572507,-0.11847309,-0.0708888,-0.096071,-0.0251822
14,-0.8162613,-0.7853316,"('antisocial', 'social')",1.079883,1.1109611,-0.5666432,-0.5583589,-0.1010072,-0.0775765,0.0234307
15,0.11565757,0.04210971,"('boring', 'funny')",-0.08458153,-0.1439095,0.6007604,0.5623864,0.2106121,0.1535289,-0.0570832
16,-0.00438655,0.024058731,"('unpopular', 'popular')",-0.3785019,-0.41677773,0.6677834,0.6823532,0.094965,0.0965447,0.0015797
17,-0.59000504,-0.5383601,"('nasty', 'nice')",-0.90778506,-0.8090318,-0.28688014,-0.22076122,-0.5948901,-0.5227177,0.0721724
18,-0.6883921,-0.64939594,"('disagreeable', 'welcoming')",-0.9665051,-1.0069385,-0.38805872,-0.4173436,-0.6809853,-0.691226,-0.0102407
19,-1.0509796,-1.0633818,"('inhospitable', 'hospitable')",-1.0716519,-1.132279,0.020652097,0.008640336,-0.7006598,-0.7290068,-0.028347
20,-1.119578,-1.0270694,"('rough', 'thoughtful')",-0.050059423,0.005241642,0.69217867,0.655885,-0.1591529,-0.1219809,0.037172
21,-0.21719533,-0.3184983,"('immoral', 'moral')",1.5546094,1.4865847,-0.43452382,-0.43854573,0.3009634,0.2431802,-0.0577832
22,-0.4124841,-0.43876848,"('untrustworthy', 'trustworthy')",-0.7489346,-0.83746296,-1.0908148,-1.1034194,-0.7507445,-0.7932169,-0.0424724
23,-1.3385543,-1.371716,"('insincere', 'sincere')",0.2984278,0.28529483,5.540106,5.411005,1.4999932,1.441528,-0.0584652
24,0.046988863,0.009097096,"('dishonest', 'honest')",0.63527864,0.6083713,0.80927485,0.76016337,0.4971808,0.4592106,-0.0379702
25,-0.80584675,-0.78681946,"('egoistic', 'altruistic')",0.26082933,0.23213865,1.2840111,1.2451705,0.2463312,0.2301632,-0.016168
