,loews_male,loews_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.86342263,-1.1141348,"('unsociable', 'sociable')",0.028279066,-0.11240722,-0.4175718,-0.613271,-0.1956992
1,-1.6068139,-1.6635784,"('unfriendly', 'friendly')",1.1458162,0.9430529,-0.2304989,-0.3602628,-0.1297639
2,0.44982976,0.45497862,"('unlikable', 'likable')",0.3156676,0.3281125,0.3827487,0.3915456,0.0087969
3,-0.9507079,-0.90282863,"('repellent', 'pleasant')",0.5790225,0.62864894,-0.1858427,-0.1370898,0.0487529
4,0.26731423,0.28155532,"('disliked', 'liked')",-6.41346,-6.282251,-3.0730727,-3.0003479,0.0727248
5,-0.23082824,-0.15436275,"('distant', 'outgoing')",-0.39741713,-0.47211933,-0.3141227,-0.313241,0.0008817
6,-0.4172754,-0.33193904,"('distant', 'open')",-0.6496584,-0.75876844,-0.5334669,-0.5453538,-0.0118869
7,-0.5566786,-0.5327484,"('insensitive', 'sensitive')",0.4772135,0.42422295,-0.0397325,-0.0542627,-0.0145302
8,-0.65752614,-0.6606571,"('unaffectionate', 'affectionate')",0.24370687,0.11592167,-0.2069096,-0.2723677,-0.0654581
9,-0.714451,-0.715164,"('unaffectionate', 'caring')",0.99054706,0.9141577,0.138048,0.0994968,-0.0385512
10,-1.4713702,-1.6235709,"('unsympathetic', 'sympathetic')",-0.26012167,-0.36897767,-0.865746,-0.9962743,-0.1305283
11,-1.3751332,-1.4470702,"('unhelpful', 'helpful')",2.0605023,2.037602,0.3426846,0.2952659,-0.0474187
12,-0.48654056,-0.5058674,"('unsupportive', 'supportive')",-2.0135252,-2.0041895,-1.2500329,-1.2550285,-0.0049956
13,-0.41583288,-0.60229504,"('impolite', 'polite')",-0.21961308,-0.20615792,-0.317723,-0.4042265,-0.0865035
14,0.5981482,0.48552293,"('antisocial', 'social')",0.12169086,0.09606966,0.3599195,0.2907963,-0.0691232
15,0.13300434,0.06605083,"('boring', 'funny')",0.07913895,0.047702443,0.1060716,0.0568766,-0.049195
16,-0.5097746,-0.48211747,"('unpopular', 'popular')",0.36439595,0.2980617,-0.0726893,-0.0920279,-0.0193386
17,-0.32318237,-0.2716818,"('nasty', 'nice')",-0.46275222,-0.3898499,-0.3929673,-0.3307658,0.0622015
18,-0.625491,-0.5735612,"('disagreeable', 'welcoming')",-0.6738762,-0.7729586,-0.6496836,-0.6732599,-0.0235763
19,-0.5889979,-0.58301723,"('inhospitable', 'hospitable')",-0.6232467,-0.7122621,-0.6061223,-0.6476396,-0.0415173
20,-0.5313294,-0.5781697,"('rough', 'thoughtful')",0.7997792,0.76911575,0.1342249,0.095473,-0.0387519
