,wage_male,wage_female,tuple,average_male,average_female,female-male
0,0.6938327,0.401254,"('unsociable', 'sociable')",0.6938327,0.401254,-0.2925787
1,1.2678311,1.3942124,"('unfriendly', 'friendly')",1.2678311,1.3942124,0.1263813
2,0.38222748,0.55735964,"('unlikable', 'likable')",0.3822275,0.5573596,0.1751321
3,0.99491614,1.0247405,"('repellent', 'pleasant')",0.9949161,1.0247405,0.0298244
4,-7.213364,-7.141288,"('disliked', 'liked')",-7.2133641,-7.1412878,0.0720763
5,-0.62748134,-0.33005208,"('distant', 'outgoing')",-0.6274813,-0.3300521,0.2974292
6,-0.272557,0.04113542,"('distant', 'open')",-0.272557,0.0411354,0.3136924
7,1.0234447,1.0051856,"('insensitive', 'sensitive')",1.0234447,1.0051856,-0.0182591
8,0.86917454,0.9965346,"('unaffectionate', 'affectionate')",0.8691745,0.9965346,0.1273601
9,1.7223763,1.8101568,"('unaffectionate', 'caring')",1.7223763,1.8101568,0.0877805
10,1.5082046,1.4666129,"('unsympathetic', 'sympathetic')",1.5082046,1.4666129,-0.0415917
11,2.123503,2.0609705,"('unhelpful', 'helpful')",2.123503,2.0609705,-0.0625325
12,-1.4451655,-1.4334949,"('unsupportive', 'supportive')",-1.4451655,-1.4334949,0.0116706
13,0.82262737,0.6360888,"('impolite', 'polite')",0.8226274,0.6360888,-0.1865386
14,0.08490777,-0.091859974,"('antisocial', 'social')",0.0849078,-0.09186,-0.1767678
15,0.75137264,0.69350773,"('boring', 'funny')",0.7513726,0.6935077,-0.0578649
16,-0.03298223,0.04873217,"('unpopular', 'popular')",-0.0329822,0.0487322,0.0817144
17,-0.15494591,-0.13217546,"('nasty', 'nice')",-0.1549459,-0.1321755,0.0227704
18,-0.7688101,-0.7348245,"('disagreeable', 'welcoming')",-0.7688101,-0.7348245,0.0339856
19,-0.6128745,-0.38711113,"('inhospitable', 'hospitable')",-0.6128745,-0.3871111,0.2257634
20,0.66831666,0.57158,"('rough', 'thoughtful')",0.6683167,0.57158,-0.0967367
21,0.48156404,0.44934922,"('immoral', 'moral')",0.481564,0.4493492,-0.0322148
22,-0.22583343,-0.20412333,"('untrustworthy', 'trustworthy')",-0.2258334,-0.2041233,0.0217101
23,6.661684,6.601778,"('insincere', 'sincere')",6.661684,6.601778,-0.059906
24,2.161927,2.168208,"('dishonest', 'honest')",2.161927,2.1682079,0.0062809
25,0.5144496,0.5579892,"('egoistic', 'altruistic')",0.5144496,0.5579892,0.0435396
26,0.448743,0.39418095,"('hardhearted', 'benevolent')",0.448743,0.394181,-0.054562
27,1.2821767,1.1713452,"('hardhearted', 'softhearted')",1.2821767,1.1713452,-0.1108315
28,1.0486434,1.0114853,"('disloyal', 'loyal')",1.0486434,1.0114853,-0.0371581
29,-1.1507353,-1.0815681,"('unfair', 'fair')",-1.1507353,-1.0815681,0.0691672
30,1.0265081,0.92365,"('intolerant', 'tolerant')",1.0265081,0.92365,-0.1028581
31,-1.7420139,-1.4996811,"('evil', 'good')",-1.7420139,-1.4996811,0.2423328
32,1.3406752,1.2780544,"('unkind', 'kind')",1.3406752,1.2780544,-0.0626208
33,-0.64067686,-0.53211546,"('wrong', 'right')",-0.6406769,-0.5321155,0.1085614
34,5.0392804,5.1420546,"('mean', 'honorable')",5.0392804,5.1420546,0.1027742
35,-1.1965032,-1.2186387,"('corrupt', 'incorrupt')",-1.1965032,-1.2186387,-0.0221355
36,-1.0797307,-0.9587716,"('hostile', 'amicable')",-1.0797307,-0.9587716,0.1209591
37,0.5169401,0.5799711,"('fake', 'genuine')",0.5169401,0.5799711,0.063031
38,-0.11336558,-0.01850731,"('untruthful', 'truthful')",-0.1133656,-0.0185073,0.0948583
39,0.10135664,0.043485463,"('exploitative', 'cooperative')",0.1013566,0.0434855,-0.0578711
40,-1.6472784,-1.7338824,"('stingy', 'generous')",-1.6472784,-1.7338824,-0.086604
41,-0.115546055,-0.13669215,"('unforgiving', 'forgiving')",-0.1155461,-0.1366922,-0.0211461
