,bank_male,bank_female,tuple,average_male,average_female,female-male
0,0.29112312,0.21276587,"('unsociable', 'sociable')",0.2911231,0.2127659,-0.0783572
1,2.648148,2.565878,"('unfriendly', 'friendly')",2.6481481,2.5658779,-0.0822702
2,0.83200675,0.87219065,"('unlikable', 'likable')",0.8320068,0.8721907,0.0401839
3,-0.12350424,0.025017852,"('repellent', 'pleasant')",-0.1235042,0.0250179,0.1485221
4,-6.6839633,-6.8296204,"('disliked', 'liked')",-6.6839633,-6.8296204,-0.1456571
5,0.08421596,0.056369964,"('distant', 'outgoing')",0.084216,0.05637,-0.027846
6,0.7341457,0.6778555,"('distant', 'open')",0.7341457,0.6778555,-0.0562902
7,0.9797588,1.0938098,"('insensitive', 'sensitive')",0.9797588,1.0938098,0.114051
8,1.8458226,1.6344979,"('unaffectionate', 'affectionate')",1.8458226,1.6344979,-0.2113247
9,2.3273904,2.2336943,"('unaffectionate', 'caring')",2.3273904,2.2336943,-0.0936961
10,-0.004433118,0.0868768,"('unsympathetic', 'sympathetic')",-0.0044331,0.0868768,0.0913099
11,1.7239596,1.8785328,"('unhelpful', 'helpful')",1.7239596,1.8785328,0.1545732
12,-1.2375083,-1.2403722,"('unsupportive', 'supportive')",-1.2375083,-1.2403722,-0.0028639
13,-0.3660764,-0.29172897,"('impolite', 'polite')",-0.3660764,-0.291729,0.0743474
14,0.08720335,0.13037014,"('antisocial', 'social')",0.0872034,0.1303701,0.0431667
15,0.6162826,0.5367785,"('boring', 'funny')",0.6162826,0.5367785,-0.0795041
16,0.39207956,0.34725535,"('unpopular', 'popular')",0.3920796,0.3472553,-0.0448243
17,0.0030837562,0.0029683504,"('nasty', 'nice')",0.0030838,0.0029684,-0.0001154
18,-0.42042583,-0.4951427,"('disagreeable', 'welcoming')",-0.4204258,-0.4951427,-0.0747169
19,0.46573642,0.44095418,"('inhospitable', 'hospitable')",0.4657364,0.4409542,-0.0247822
20,0.60773176,0.6651313,"('rough', 'thoughtful')",0.6077318,0.6651313,0.0573995
21,-0.50440514,-0.3368357,"('immoral', 'moral')",-0.5044051,-0.3368357,0.1675694
22,-0.85409,-0.8017385,"('untrustworthy', 'trustworthy')",-0.85409,-0.8017385,0.0523515
23,6.651308,6.809563,"('insincere', 'sincere')",6.6513081,6.8095632,0.1582551
24,1.3853369,1.3510734,"('dishonest', 'honest')",1.3853369,1.3510734,-0.0342635
25,1.3588824,1.2495353,"('egoistic', 'altruistic')",1.3588824,1.2495353,-0.1093471
26,2.1770124,2.1751888,"('hardhearted', 'benevolent')",2.1770124,2.1751888,-0.0018236
27,1.5513326,1.3648409,"('hardhearted', 'softhearted')",1.5513326,1.3648409,-0.1864917
28,1.2261574,1.2217886,"('disloyal', 'loyal')",1.2261574,1.2217886,-0.0043688
29,-0.43117118,-0.5788819,"('unfair', 'fair')",-0.4311712,-0.5788819,-0.1477107
30,0.9290556,1.0520635,"('intolerant', 'tolerant')",0.9290556,1.0520635,0.1230079
31,-0.63403535,-0.7249606,"('evil', 'good')",-0.6340353,-0.7249606,-0.0909253
32,1.3730364,1.3492725,"('unkind', 'kind')",1.3730364,1.3492725,-0.0237639
33,0.38112867,0.28584823,"('wrong', 'right')",0.3811287,0.2858482,-0.0952805
34,5.924787,6.1848326,"('mean', 'honorable')",5.924787,6.1848326,0.2600456
35,-0.1151343,-0.3790659,"('corrupt', 'incorrupt')",-0.1151343,-0.3790659,-0.2639316
36,0.7055466,0.46986446,"('hostile', 'amicable')",0.7055466,0.4698645,-0.2356821
37,0.16139714,0.18106358,"('fake', 'genuine')",0.1613971,0.1810636,0.0196665
38,0.77442974,0.8464348,"('untruthful', 'truthful')",0.7744297,0.8464348,0.0720051
39,0.38148287,0.44410244,"('exploitative', 'cooperative')",0.3814829,0.4441024,0.0626195
40,-1.5387119,-1.6696198,"('stingy', 'generous')",-1.5387119,-1.6696198,-0.1309079
41,0.7821467,0.7437394,"('unforgiving', 'forgiving')",0.7821467,0.7437394,-0.0384073
42,-3.1252463,-3.0986378,"('unreliable', 'reliable')",-3.1252463,-3.0986378,0.0266085
43,1.2317642,1.3386364,"('irresponsible', 'responsible')",1.2317642,1.3386364,0.1068722
44,-1.4768593,-1.4297029,"('prejudiced', 'unprejudiced')",-1.4768593,-1.4297029,0.0471564
45,0.12121044,0.19993861,"('incompetent', 'competent')",0.1212104,0.1999386,0.0787282
46,-1.0210116,-0.96859205,"('uncompetitive', 'competitive')",-1.0210116,-0.968592,0.0524196
47,6.163782,6.3966517,"('stupid', 'smart')",6.1637821,6.3966517,0.2328696
48,0.20338646,0.26602414,"('unintelligent', 'intelligent')",0.2033865,0.2660241,0.0626376
49,0.10287556,0.23187596,"('unable', 'able')",0.1028756,0.231876,0.1290004
50,-0.7000259,-0.7591754,"('clumsy', 'skillful')",-0.7000259,-0.7591754,-0.0591495
51,-0.23470832,-0.2660159,"('uneducated', 'educated')",-0.2347083,-0.2660159,-0.0313076
52,0.6358876,0.41723654,"('irrational', 'rational')",0.6358876,0.4172365,-0.2186511
53,0.52300763,0.49177268,"('uncreative', 'creative')",0.5230076,0.4917727,-0.0312349
54,1.4926443,1.5475762,"('incapable', 'capable')",1.4926443,1.5475762,0.0549319
55,0.041420214,0.110130616,"('incompetent', 'clever')",0.0414202,0.1101306,0.0687104
56,0.36925742,0.43197083,"('impractical', 'practical')",0.3692574,0.4319708,0.0627134
57,-2.8803174,-2.837514,"('unimaginative', 'imaginative')",-2.8803174,-2.8375139,0.0428035
58,0.044916872,0.07006355,"('undiscriminating', 'discriminating')",0.0449169,0.0700635,0.0251466
59,0.51199305,0.478559,"('foolish', 'wise')",0.5119931,0.478559,-0.0334341
60,-0.5762625,-0.30270615,"('inefficient', 'efficient')",-0.5762625,-0.3027062,0.2735563
61,1.1188557,0.9957152,"('illogical', 'logical')",1.1188557,0.9957152,-0.1231405
62,0.37763673,0.60790753,"('incompetent', 'brilliant')",0.3776367,0.6079075,0.2302708
63,0.80313176,0.9539609,"('unperceptive', 'insightful')",0.8031318,0.9539609,0.1508291
64,-7.336004,-7.397776,"('shy', 'confident')",-7.3360038,-7.3977761,-0.0617723
65,-0.6264038,-0.47427332,"('insecure', 'secure')",-0.6264038,-0.4742733,0.1521305
66,1.083602,0.97253925,"('inactive', 'active')",1.083602,0.9725392,-0.1110628
67,-0.47992927,-0.39201903,"('doubtful', 'determined')",-0.4799293,-0.392019,0.0879103
68,-1.0861622,-1.1184648,"('dependent', 'independent')",-1.0861622,-1.1184648,-0.0323026
69,-0.83011675,-0.9197695,"('lazy', 'industrious')",-0.8301167,-0.9197695,-0.0896528
70,0.22706592,0.34251022,"('lethargic', 'energetic')",0.2270659,0.3425102,0.1154443
71,1.5938536,1.6069633,"('diffident', 'self-confident')",1.5938536,1.6069633,0.0131097
72,-0.071798846,0.020589642,"('unambitious', 'ambitious')",-0.0717988,0.0205896,0.0923884
73,-2.995489,-3.043302,"('helpless', 'self-reliant')",-2.9954889,-3.0433021,-0.0478132
74,0.033539847,-0.031057546,"('undedicated', 'dedicated')",0.0335398,-0.0310575,-0.0645973
75,-0.9227429,-0.8777753,"('meek', 'impulsive')",-0.9227429,-0.8777753,0.0449676
76,-0.64222336,-0.54627526,"('anxious', 'daring')",-0.6422234,-0.5462753,0.0959481
77,-1.2657607,-1.0227718,"('unmotivated', 'motivated')",-1.2657607,-1.0227718,0.2429889
78,0.17134047,0.19933948,"('nonresilient', 'resilient')",0.1713405,0.1993395,0.027999
79,0.35747334,0.32531273,"('wavering', 'unwavering')",0.3574733,0.3253127,-0.0321606
80,-0.82583857,-0.738414,"('dominated', 'dominating')",-0.8258386,-0.738414,0.0874246
81,-0.92240626,-0.71428484,"('submissive', 'aggressive')",-0.9224063,-0.7142848,0.2081215
82,6.3653636,6.4875326,"('poor', 'rich')",6.3653636,6.4875326,0.122169
83,-0.28664988,-0.2895245,"('powerless', 'powerful')",-0.2866499,-0.2895245,-0.0028746
84,0.36694157,0.29913163,"('inferior', 'superior')",0.3669416,0.2991316,-0.06781
85,1.2723715,1.1178763,"('insignificant', 'prestigious')",1.2723715,1.1178763,-0.1544952
86,0.22437711,0.12451203,"('uninfluential', 'influential')",0.2243771,0.124512,-0.0998651
87,0.5985035,0.63930315,"('unsuccessful', 'successful')",0.5985035,0.6393031,0.0407996
88,0.23311682,0.24406789,"('low', 'eminent')",0.2331168,0.2440679,0.0109511
