,eponym_male,eponym_female,tuple,average_male,average_female,female-male
0,0.025003921,-0.09323417,"('unsociable', 'sociable')",0.0250039,-0.0932342,-0.1182381
1,-1.0080255,-1.5038267,"('unfriendly', 'friendly')",-1.0080255,-1.5038267,-0.4958012
2,-0.28418848,-0.22186849,"('unlikable', 'likable')",-0.2841885,-0.2218685,0.06232
3,-0.42622107,-0.21137732,"('repellent', 'pleasant')",-0.4262211,-0.2113773,0.2148438
4,-1.9591627,-2.248386,"('disliked', 'liked')",-1.9591627,-2.2483859,-0.2892232
5,-1.138329,-1.4564635,"('distant', 'outgoing')",-1.138329,-1.4564635,-0.3181345
6,-0.950149,-1.3115216,"('distant', 'open')",-0.950149,-1.3115216,-0.3613726
7,-0.015545536,0.102089435,"('insensitive', 'sensitive')",-0.0155455,0.1020894,0.1176349
8,-1.7296767,-2.100913,"('unaffectionate', 'affectionate')",-1.7296767,-2.100913,-0.3712363
9,-1.8794998,-2.120417,"('unaffectionate', 'caring')",-1.8794998,-2.1204171,-0.2409173
10,-0.55314124,-0.48438516,"('unsympathetic', 'sympathetic')",-0.5531412,-0.4843852,0.068756
11,-0.088761754,0.123335324,"('unhelpful', 'helpful')",-0.0887618,0.1233353,0.2120971
12,-1.7154665,-1.6216525,"('unsupportive', 'supportive')",-1.7154665,-1.6216525,0.093814
13,-0.06217231,0.141703,"('impolite', 'polite')",-0.0621723,0.141703,0.2038753
14,0.7541224,1.1737776,"('antisocial', 'social')",0.7541224,1.1737776,0.4196552
15,0.5647198,0.5219733,"('boring', 'funny')",0.5647198,0.5219733,-0.0427465
16,-0.9417672,-1.1089755,"('unpopular', 'popular')",-0.9417672,-1.1089755,-0.1672083
17,0.14262846,0.05466248,"('nasty', 'nice')",0.1426285,0.0546625,-0.087966
18,-0.94327295,-0.7915342,"('disagreeable', 'welcoming')",-0.9432729,-0.7915342,0.1517387
19,-0.9063316,-1.1505215,"('inhospitable', 'hospitable')",-0.9063316,-1.1505215,-0.2441899
20,0.44166264,0.3570211,"('rough', 'thoughtful')",0.4416626,0.3570211,-0.0846415
21,-0.056635678,0.29098344,"('immoral', 'moral')",-0.0566357,0.2909834,0.3476191
22,1.0271589,1.1310384,"('untrustworthy', 'trustworthy')",1.0271589,1.1310384,0.1038795
23,1.0908158,1.1329478,"('insincere', 'sincere')",1.0908158,1.1329478,0.042132
24,-0.23125392,-0.18117493,"('dishonest', 'honest')",-0.2312539,-0.1811749,0.050079
25,-0.7278592,-0.971555,"('egoistic', 'altruistic')",-0.7278592,-0.971555,-0.2436958
26,1.2443789,0.8330304,"('hardhearted', 'benevolent')",1.2443789,0.8330304,-0.4113485
27,0.20733005,-0.08081636,"('hardhearted', 'softhearted')",0.20733,-0.0808164,-0.2881464
28,-0.30251905,-0.6433159,"('disloyal', 'loyal')",-0.3025191,-0.6433159,-0.3407968
29,-0.29173294,-0.41230536,"('unfair', 'fair')",-0.2917329,-0.4123054,-0.1205725
30,0.2881949,0.55748653,"('intolerant', 'tolerant')",0.2881949,0.5574865,0.2692916
31,-0.67311275,-1.0377519,"('evil', 'good')",-0.6731128,-1.0377519,-0.3646391
32,0.46917877,0.47047567,"('unkind', 'kind')",0.4691788,0.4704757,0.0012969
