,ford_male,ford_female,tuple,average_male,average_female,female-male
0,-0.12881657,-0.26521504,"('unsociable', 'sociable')",-0.1288166,-0.265215,-0.1363984
1,1.7829688,1.6841904,"('unfriendly', 'friendly')",1.7829688,1.6841904,-0.0987784
2,0.47416207,0.66029423,"('unlikable', 'likable')",0.4741621,0.6602942,0.1861321
3,0.104110196,0.3184388,"('repellent', 'pleasant')",0.1041102,0.3184388,0.2143286
4,-6.885771,-7.3940864,"('disliked', 'liked')",-6.8857708,-7.3940864,-0.5083156
5,-0.09331991,-0.08802581,"('distant', 'outgoing')",-0.0933199,-0.0880258,0.0052941
6,-0.013380643,0.09348446,"('distant', 'open')",-0.0133806,0.0934845,0.1068651
7,0.27046123,0.4032505,"('insensitive', 'sensitive')",0.2704612,0.4032505,0.1327893
8,1.7161266,1.6767645,"('unaffectionate', 'affectionate')",1.7161266,1.6767645,-0.0393621
9,2.0169837,2.0831764,"('unaffectionate', 'caring')",2.0169837,2.0831764,0.0661927
10,0.5960739,0.7028908,"('unsympathetic', 'sympathetic')",0.5960739,0.7028908,0.1068169
11,2.0867689,2.1053038,"('unhelpful', 'helpful')",2.0867689,2.1053038,0.0185349
12,-1.1382606,-1.2191745,"('unsupportive', 'supportive')",-1.1382606,-1.2191745,-0.0809139
13,0.083275124,-0.03002667,"('impolite', 'polite')",0.0832751,-0.0300267,-0.1133018
14,-0.1593749,-0.2626713,"('antisocial', 'social')",-0.1593749,-0.2626713,-0.1032964
15,0.45059046,0.29769045,"('boring', 'funny')",0.4505905,0.2976905,-0.1529
16,-0.38188857,-0.3184111,"('unpopular', 'popular')",-0.3818886,-0.3184111,0.0634775
17,-0.45381606,-0.39556664,"('nasty', 'nice')",-0.4538161,-0.3955666,0.0582495
18,-0.8455819,-0.7625048,"('disagreeable', 'welcoming')",-0.8455819,-0.7625048,0.0830771
19,-0.31640834,-0.2421461,"('inhospitable', 'hospitable')",-0.3164083,-0.2421461,0.0742622
20,0.7567132,0.74039173,"('rough', 'thoughtful')",0.7567132,0.7403917,-0.0163215
21,-0.015576253,0.17642632,"('immoral', 'moral')",-0.0155763,0.1764263,0.1920026
22,-0.6677508,-0.79512125,"('untrustworthy', 'trustworthy')",-0.6677508,-0.7951213,-0.1273705
23,6.1076517,6.439432,"('insincere', 'sincere')",6.1076517,6.4394321,0.3317804
24,1.4776983,1.5124131,"('dishonest', 'honest')",1.4776983,1.5124131,0.0347148
25,0.7653724,0.7521923,"('egoistic', 'altruistic')",0.7653724,0.7521923,-0.0131801
26,1.5677499,1.2757348,"('hardhearted', 'benevolent')",1.5677499,1.2757348,-0.2920151
