,ford_male,ford_female,tuple,average_male,average_female,female-male
27,0.92352366,1.0160613,"('hardhearted', 'softhearted')",0.9235237,1.0160613,0.0925376
28,1.4102486,1.3462874,"('disloyal', 'loyal')",1.4102486,1.3462874,-0.0639612
29,-0.62007195,-0.6991132,"('unfair', 'fair')",-0.6200719,-0.6991132,-0.0790413
30,0.5600775,0.64898527,"('intolerant', 'tolerant')",0.5600775,0.6489853,0.0889078
31,-1.5920564,-1.5417597,"('evil', 'good')",-1.5920564,-1.5417597,0.0502967
32,1.4334203,1.3299577,"('unkind', 'kind')",1.4334203,1.3299577,-0.1034626
33,0.22457992,0.023639914,"('wrong', 'right')",0.2245799,0.0236399,-0.20094
34,5.129921,5.560636,"('mean', 'honorable')",5.129921,5.560636,0.430715
35,-0.80999,-1.023988,"('corrupt', 'incorrupt')",-0.80999,-1.023988,-0.213998
36,-0.5468548,-0.60860634,"('hostile', 'amicable')",-0.5468548,-0.6086063,-0.0617515
37,0.4624061,0.5871571,"('fake', 'genuine')",0.4624061,0.5871571,0.124751
38,0.49036548,0.40432644,"('untruthful', 'truthful')",0.4903655,0.4043264,-0.0860391
39,0.75294805,0.7022157,"('exploitative', 'cooperative')",0.752948,0.7022157,-0.0507323
40,-1.8249279,-1.9708889,"('stingy', 'generous')",-1.8249279,-1.9708889,-0.145961
41,1.0423687,0.9121514,"('unforgiving', 'forgiving')",1.0423687,0.9121514,-0.1302173
42,-3.3706183,-3.1620836,"('unreliable', 'reliable')",-3.3706183,-3.1620836,0.2085347
43,1.1788881,1.2316674,"('irresponsible', 'responsible')",1.1788881,1.2316674,0.0527793
44,-1.6230516,-1.5694954,"('prejudiced', 'unprejudiced')",-1.6230516,-1.5694954,0.0535562
45,0.06150063,0.034320768,"('incompetent', 'competent')",0.0615006,0.0343208,-0.0271798
46,-0.19808438,-0.35823998,"('uncompetitive', 'competitive')",-0.1980844,-0.35824,-0.1601556
47,5.6648436,6.002146,"('stupid', 'smart')",5.6648436,6.0021458,0.3373022
48,1.1396049,1.1505095,"('unintelligent', 'intelligent')",1.1396049,1.1505095,0.0109046
49,0.15543225,0.37929907,"('unable', 'able')",0.1554323,0.3792991,0.2238668
50,-0.67221844,-0.48750222,"('clumsy', 'skillful')",-0.6722184,-0.4875022,0.1847162
51,-0.2228741,-0.30001318,"('uneducated', 'educated')",-0.2228741,-0.3000132,-0.0771391
52,-0.047976386,-0.12164213,"('irrational', 'rational')",-0.0479764,-0.1216421,-0.0736657
53,0.75417936,0.72046816,"('uncreative', 'creative')",0.7541794,0.7204682,-0.0337112
54,0.9644436,1.1997381,"('incapable', 'capable')",0.9644436,1.1997381,0.2352945
55,0.465279,0.561452,"('incompetent', 'clever')",0.465279,0.561452,0.096173
56,1.0818797,0.9612127,"('impractical', 'practical')",1.0818797,0.9612127,-0.120667
57,-2.6627846,-2.8755229,"('unimaginative', 'imaginative')",-2.6627846,-2.8755229,-0.2127383
58,0.05240715,0.0019564945,"('undiscriminating', 'discriminating')",0.0524071,0.0019565,-0.0504506
59,0.028215071,0.11988421,"('foolish', 'wise')",0.0282151,0.1198842,0.0916691
60,0.44715625,0.71074545,"('inefficient', 'efficient')",0.4471563,0.7107455,0.2635892
61,0.75242156,0.5998185,"('illogical', 'logical')",0.7524216,0.5998185,-0.1526031
62,0.8749764,1.092595,"('incompetent', 'brilliant')",0.8749764,1.092595,0.2176186
63,0.8537486,0.9088732,"('unperceptive', 'insightful')",0.8537486,0.9088732,0.0551246
64,-6.2825537,-6.494173,"('shy', 'confident')",-6.2825537,-6.494173,-0.2116193
65,0.061009794,0.14652,"('insecure', 'secure')",0.0610098,0.14652,0.0855102
66,-0.28755325,-0.40173504,"('inactive', 'active')",-0.2875533,-0.401735,-0.1141817
67,-0.2420446,-0.2917222,"('doubtful', 'determined')",-0.2420446,-0.2917222,-0.0496776
68,-0.9459802,-0.8305787,"('dependent', 'independent')",-0.9459802,-0.8305787,0.1154015
69,-1.2621689,-1.2931608,"('lazy', 'industrious')",-1.2621689,-1.2931608,-0.0309919
70,0.16828763,0.33264893,"('lethargic', 'energetic')",0.1682876,0.3326489,0.1643613
71,0.5487516,0.5298802,"('diffident', 'self-confident')",0.5487516,0.5298802,-0.0188714
72,0.51908517,0.5650897,"('unambitious', 'ambitious')",0.5190852,0.5650897,0.0460045
73,-3.314098,-3.4036555,"('helpless', 'self-reliant')",-3.3140979,-3.4036555,-0.0895576
74,0.057285268,-0.12311912,"('undedicated', 'dedicated')",0.0572853,-0.1231191,-0.1804044
75,-0.7610899,-0.8305104,"('meek', 'impulsive')",-0.7610899,-0.8305104,-0.0694205
76,0.15307641,0.3084206,"('anxious', 'daring')",0.1530764,0.3084206,0.1553442
77,-0.98912215,-0.86237586,"('unmotivated', 'motivated')",-0.9891222,-0.8623759,0.1267463
78,0.04235126,0.021163287,"('nonresilient', 'resilient')",0.0423513,0.0211633,-0.021188
79,-0.300934,-0.23761997,"('wavering', 'unwavering')",-0.300934,-0.23762,0.063314
80,-0.44120243,-0.5798915,"('dominated', 'dominating')",-0.4412024,-0.5798915,-0.1386891
81,-0.53978217,-0.39350045,"('submissive', 'aggressive')",-0.5397822,-0.3935004,0.1462818
82,5.577521,6.067794,"('poor', 'rich')",5.5775208,6.0677938,0.490273
83,0.13184282,-0.090815976,"('powerless', 'powerful')",0.1318428,-0.090816,-0.2226588
84,0.6428267,0.52698606,"('inferior', 'superior')",0.6428267,0.5269861,-0.1158406
85,0.0140109025,-0.104017906,"('insignificant', 'prestigious')",0.0140109,-0.1040179,-0.1180288
86,0.614931,0.39684096,"('uninfluential', 'influential')",0.614931,0.396841,-0.21809
87,0.03707036,0.05501391,"('unsuccessful', 'successful')",0.0370704,0.0550139,0.0179435
88,-0.123272486,-0.1254717,"('low', 'eminent')",-0.1232725,-0.1254717,-0.0021992
