,costco_male,costco_female,tuple,wholesale_male,wholesale_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.17387734,-0.4281575,"('unsociable', 'sociable')",1.5900975,1.4573767,0.43108374,0.3307174,0.615768,0.4533122,-0.1624558
1,-1.4050205,-1.4308345,"('unfriendly', 'friendly')",-0.09801703,-0.23915903,0.9502027,0.7608276,-0.1842782,-0.3030553,-0.1187771
2,1.2928754,1.2795864,"('unlikable', 'likable')",0.84710234,0.80787987,1.0985168,1.1490171,1.0794981,1.0788278,-0.0006703
3,0.006686404,-0.05450625,"('repellent', 'pleasant')",-0.2755855,-0.1993383,0.98997915,1.0310878,0.24036,0.2590811,0.0187211
4,0.0278069,0.07256215,"('disliked', 'liked')",-0.10709407,-0.03830528,-6.798264,-6.7693024,-2.292517,-2.2450151,0.0475019
5,-1.2408404,-1.09657,"('distant', 'outgoing')",-1.0390507,-0.92908025,-0.80772215,-0.8294062,-1.0292044,-0.9516855,0.0775189
6,-1.7871541,-1.628619,"('distant', 'open')",-0.89374405,-0.84386814,-1.0984462,-1.1571952,-1.2597815,-1.209894,0.0498875
7,-0.13591385,-0.18499203,"('insensitive', 'sensitive')",0.80358344,0.81916296,0.48289338,0.5233664,0.383521,0.3858458,0.0023248
8,-1.2953053,-1.308355,"('unaffectionate', 'affectionate')",-0.6576139,-0.75816065,-0.2636859,-0.34585026,-0.7388683,-0.804122,-0.0652537
9,-0.7460196,-0.8258423,"('unaffectionate', 'caring')",0.48449132,0.38670152,0.65127295,0.6149445,0.1299149,0.0586012,-0.0713137
10,-0.05789702,-0.34022185,"('unsympathetic', 'sympathetic')",0.27062827,0.16977696,0.042773575,0.01912002,0.0851683,-0.0504416,-0.1356099
11,0.19110718,0.085721135,"('unhelpful', 'helpful')",0.5541023,0.5176604,2.5817091,2.6068769,1.1089729,1.0700862,-0.0388867
12,-0.066501126,-0.09318217,"('unsupportive', 'supportive')",0.71901417,0.78530496,-1.9085032,-1.8480856,-0.4186634,-0.3853209,0.0333425
