,international_male,international_female,tuple,flavors_male,flavors_female,&_male,&_female,frag_male,frag_female,inc_male,inc_female,average_male,average_female,female-male
0,0.27573824,0.16497838,"('unsociable', 'sociable')",1.074876,1.117364,1.816159,1.7990819,-0.6688557,-0.7557919,-0.29006183,-0.37267452,0.4415711,0.3905916,-0.0509795
1,-0.44306907,-0.41124552,"('unfriendly', 'friendly')",1.5561558,1.6879238,-1.1348337,-0.9764211,-1.8256224,-1.749799,1.5605553,1.4169726,-0.0573628,-0.0065138,0.050849
2,1.1384088,1.2267867,"('unlikable', 'likable')",0.25566396,0.279132,1.3042054,1.3599272,0.96956104,1.0074841,0.7107056,0.77878755,0.875709,0.9304235,0.0547145
3,-0.8805737,-0.8975028,"('repellent', 'pleasant')",-1.7920269,-1.6558356,0.35963625,0.378395,-1.2435464,-1.2495826,-0.19050306,-0.15050165,-0.7494027,-0.7150056,0.0343971
4,-0.6098992,-0.5625854,"('disliked', 'liked')",-1.1010699,-1.0170425,-0.74641556,-0.7381432,-0.05772139,0.024969507,-5.749698,-5.749926,-1.652961,-1.6085455,0.0444155
5,-0.5016558,-0.32433844,"('distant', 'outgoing')",0.9384719,1.0362217,-0.9126458,-0.70014864,-0.80842113,-0.62332946,-0.31655455,-0.3508413,-0.3201611,-0.1924872,0.1276739
6,-0.38987634,-0.19421205,"('distant', 'open')",0.6741634,0.83878833,-0.9036246,-0.65616226,-0.967856,-0.7247914,0.08550234,0.018439516,-0.3003382,-0.1435876,0.1567506
7,0.0063827746,-0.035318837,"('insensitive', 'sensitive')",-0.07012764,0.03641779,0.887548,0.9169369,-0.56826246,-0.6060833,0.2792198,0.29315066,0.1069521,0.1210206,0.0140685
8,-0.5050834,-0.4616465,"('unaffectionate', 'affectionate')",0.29431596,0.27857432,-2.1172297,-1.9961039,-1.9654372,-1.9270881,0.41502324,0.31463364,-0.7756822,-0.7583261,0.0173561
9,0.26169965,0.28878644,"('unaffectionate', 'caring')",0.671324,0.69264305,-1.1728826,-1.0332574,-1.9485178,-1.9014068,0.7048306,0.62358344,-0.2967092,-0.2659302,0.030779
10,0.04138298,-0.031833082,"('unsympathetic', 'sympathetic')",0.18490815,0.29758972,0.8075794,0.80000997,-1.1914289,-1.2939171,-0.3268717,-0.3086865,-0.096886,-0.1073674,-0.0104814
11,0.7555144,0.7031339,"('unhelpful', 'helpful')",0.908309,0.9063727,1.4541483,1.4422779,-0.8816941,-0.99863535,1.9010723,1.8730872,0.82747,0.7852473,-0.0422227
