,fmc_male,fmc_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.8853984,-1.0746174,"('unsociable', 'sociable')",-0.21103588,-0.3050907,-0.47186205,-0.60173315,-0.5227654,-0.6604804,-0.137715
1,-1.8430349,-1.9722311,"('unfriendly', 'friendly')",-0.02980317,-0.18434757,1.6511645,1.5350318,-0.0738912,-0.2071823,-0.1332911
2,0.7472024,0.7725601,"('unlikable', 'likable')",0.5261971,0.55975,1.1025695,1.1797198,0.7919896,0.8373434,0.0453538
3,0.37630934,0.5191878,"('repellent', 'pleasant')",0.49566814,0.61310977,0.27553886,0.32518524,0.3825054,0.4858276,0.1033222
4,-0.4619677,-0.5107903,"('disliked', 'liked')",-0.44346294,-0.49768373,-5.268287,-5.3891544,-2.057906,-2.1325428,-0.0746368
5,-1.8322145,-1.7312745,"('distant', 'outgoing')",-1.3194937,-1.1747841,-0.65587807,-0.5410555,-1.2691954,-1.149038,0.1201574
6,-2.4934442,-2.3874805,"('distant', 'open')",-1.7525995,-1.6457835,-0.21378626,-0.12158388,-1.4866099,-1.3849494,0.1016605
7,0.2587345,0.20684958,"('insensitive', 'sensitive')",0.56057763,0.62399006,0.48803222,0.5864011,0.4357814,0.4724136,0.0366322
8,-1.6996728,-1.7493433,"('unaffectionate', 'affectionate')",-0.38312995,-0.42296985,0.6082026,0.57494646,-0.4915334,-0.5324556,-0.0409222
9,-1.4491644,-1.545181,"('unaffectionate', 'caring')",-0.1442621,-0.20091686,1.0645459,1.0599818,-0.1762935,-0.2287054,-0.0524119
10,-0.34299815,-0.4038715,"('unsympathetic', 'sympathetic')",-0.3624248,-0.31084877,-0.822903,-0.7971118,-0.509442,-0.503944,0.005498
11,0.2883547,0.24316508,"('unhelpful', 'helpful')",1.1068166,1.1838015,1.7931857,1.8780193,1.0627857,1.101662,0.0388763
12,-0.29724726,-0.20174594,"('unsupportive', 'supportive')",0.28047714,0.45123938,-1.8982344,-1.7564735,-0.6383348,-0.5023267,0.1360081
13,0.22464396,0.16447553,"('impolite', 'polite')",-0.24960458,-0.2085116,-0.55766237,-0.52021325,-0.1942077,-0.1880831,0.0061246
14,1.0144715,0.94169986,"('antisocial', 'social')",1.0918766,1.1335263,-0.30906773,-0.3658007,0.5990934,0.5698085,-0.0292849
15,0.33325532,0.2038493,"('boring', 'funny')",0.110476725,0.021034595,0.99217397,0.9290454,0.4786354,0.3846431,-0.0939923
16,-0.66626024,-0.6661579,"('unpopular', 'popular')",-0.046865717,-0.08416624,0.81457317,0.79777163,0.0338157,0.0158158,-0.0179999
17,-0.42032588,-0.3808586,"('nasty', 'nice')",-0.6041488,-0.53690946,-0.2134047,-0.18553288,-0.4126264,-0.367767,0.0448594
18,-0.66154367,-0.70030797,"('disagreeable', 'welcoming')",0.07839118,0.12605456,-0.29723376,-0.27442855,-0.2934621,-0.282894,0.0105681
19,-1.0722117,-1.02566,"('inhospitable', 'hospitable')",-0.96425265,-0.95361304,0.0026501603,0.10620859,-0.6779381,-0.6243548,0.0535833
