,medium_male,medium_female,tuple,average_male,average_female,female-male
0,-0.17679472,-0.2625798,"('unsociable', 'sociable')",-0.1767947,-0.2625798,-0.0857851
1,1.3328967,1.1798948,"('unfriendly', 'friendly')",1.3328967,1.1798948,-0.1530019
2,-0.089499675,-0.046126198,"('unlikable', 'likable')",-0.0894997,-0.0461262,0.0433735
3,0.46509942,0.5661369,"('repellent', 'pleasant')",0.4650994,0.5661369,0.1010375
4,-6.554827,-6.7399735,"('disliked', 'liked')",-6.5548272,-6.7399735,-0.1851463
5,-0.51886415,-0.5663736,"('distant', 'outgoing')",-0.5188642,-0.5663736,-0.0475094
6,0.34443313,0.17666143,"('distant', 'open')",0.3444331,0.1766614,-0.1677717
7,0.8907843,0.9015788,"('insensitive', 'sensitive')",0.8907843,0.9015788,0.0107945
8,1.2426385,1.1073427,"('unaffectionate', 'affectionate')",1.2426385,1.1073427,-0.1352958
9,1.4813298,1.3695787,"('unaffectionate', 'caring')",1.4813298,1.3695787,-0.1117511
10,0.59759873,0.6218917,"('unsympathetic', 'sympathetic')",0.5975987,0.6218917,0.024293
11,1.0565325,1.0654018,"('unhelpful', 'helpful')",1.0565325,1.0654018,0.0088693
12,-1.968009,-2.051048,"('unsupportive', 'supportive')",-1.968009,-2.051048,-0.083039
13,-0.9664091,-0.94465405,"('impolite', 'polite')",-0.9664091,-0.944654,0.0217551
14,-0.19141677,-0.16418791,"('antisocial', 'social')",-0.1914168,-0.1641879,0.0272289
15,0.43771967,0.326879,"('boring', 'funny')",0.4377197,0.326879,-0.1108407
16,-0.0050195083,-0.052498825,"('unpopular', 'popular')",-0.0050195,-0.0524988,-0.0474793
17,-0.48115602,-0.39214697,"('nasty', 'nice')",-0.481156,-0.392147,0.089009
18,-0.20467588,-0.30683303,"('disagreeable', 'welcoming')",-0.2046759,-0.306833,-0.1021571
19,-0.23288131,-0.36783814,"('inhospitable', 'hospitable')",-0.2328813,-0.3678381,-0.1349568
20,0.68381834,0.6639728,"('rough', 'thoughtful')",0.6838183,0.6639728,-0.0198455
21,-0.6002724,-0.49963057,"('immoral', 'moral')",-0.6002724,-0.4996306,0.1006418
22,-0.74705756,-0.720111,"('untrustworthy', 'trustworthy')",-0.7470576,-0.720111,0.0269466
23,5.76953,5.788616,"('insincere', 'sincere')",5.7695298,5.7886162,0.0190864
24,0.9116947,0.7972063,"('dishonest', 'honest')",0.9116947,0.7972063,-0.1144884
25,1.1408763,1.0119115,"('egoistic', 'altruistic')",1.1408763,1.0119115,-0.1289648
26,1.2796834,1.174787,"('hardhearted', 'benevolent')",1.2796834,1.174787,-0.1048964
27,1.7513909,1.5549008,"('hardhearted', 'softhearted')",1.7513909,1.5549008,-0.1964901
28,1.0382648,0.8799044,"('disloyal', 'loyal')",1.0382648,0.8799044,-0.1583604
29,-0.5665996,-0.67807186,"('unfair', 'fair')",-0.5665996,-0.6780719,-0.1114723
30,1.1831524,1.1279571,"('intolerant', 'tolerant')",1.1831524,1.1279571,-0.0551953
31,-0.88909566,-0.9669992,"('evil', 'good')",-0.8890957,-0.9669992,-0.0779035
32,0.9132918,0.7873113,"('unkind', 'kind')",0.9132918,0.7873113,-0.1259805
33,-0.3409524,-0.44059917,"('wrong', 'right')",-0.3409524,-0.4405992,-0.0996468
34,4.1647654,4.264911,"('mean', 'honorable')",4.1647654,4.2649112,0.1001458
35,0.0904612,-0.20849724,"('corrupt', 'incorrupt')",0.0904612,-0.2084972,-0.2989584
36,0.02150698,-0.2179909,"('hostile', 'amicable')",0.021507,-0.2179909,-0.2394979
37,0.6750335,0.6190618,"('fake', 'genuine')",0.6750335,0.6190618,-0.0559717
38,-0.4481213,-0.48047376,"('untruthful', 'truthful')",-0.4481213,-0.4804738,-0.0323525
39,0.38750392,0.3500287,"('exploitative', 'cooperative')",0.3875039,0.3500287,-0.0374752
40,-1.3553922,-1.5457836,"('stingy', 'generous')",-1.3553922,-1.5457836,-0.1903914
41,0.00026919134,-0.08909948,"('unforgiving', 'forgiving')",0.0002692,-0.0890995,-0.0893687
42,-2.0148263,-2.0609438,"('unreliable', 'reliable')",-2.0148263,-2.0609438,-0.0461175
43,0.35228482,0.39721704,"('irresponsible', 'responsible')",0.3522848,0.397217,0.0449322
44,-0.83130574,-0.77249783,"('prejudiced', 'unprejudiced')",-0.8313057,-0.7724978,0.0588079
45,-0.16016097,-0.20835884,"('incompetent', 'competent')",-0.160161,-0.2083588,-0.0481978
46,-1.0068156,-0.9946555,"('uncompetitive', 'competitive')",-1.0068156,-0.9946555,0.0121601
47,4.643542,4.830237,"('stupid', 'smart')",4.6435418,4.8302369,0.1866951
48,-0.098547265,-0.14654621,"('unintelligent', 'intelligent')",-0.0985473,-0.1465462,-0.0479989
49,-0.34833857,-0.337538,"('unable', 'able')",-0.3483386,-0.337538,0.0108006
50,-0.21512368,-0.2858776,"('clumsy', 'skillful')",-0.2151237,-0.2858776,-0.0707539
51,0.6301627,0.53669137,"('uneducated', 'educated')",0.6301627,0.5366914,-0.0934713
52,0.16426702,-0.040425006,"('irrational', 'rational')",0.164267,-0.040425,-0.204692
53,-0.10746988,-0.24665605,"('uncreative', 'creative')",-0.1074699,-0.246656,-0.1391861
54,1.2819437,1.262692,"('incapable', 'capable')",1.2819437,1.262692,-0.0192517
55,0.16241808,0.25667718,"('incompetent', 'clever')",0.1624181,0.2566772,0.0942591
56,0.14357215,0.10630531,"('impractical', 'practical')",0.1435722,0.1063053,-0.0372669
57,-2.4576912,-2.5084336,"('unimaginative', 'imaginative')",-2.4576912,-2.5084336,-0.0507424
58,0.10409265,0.0826534,"('undiscriminating', 'discriminating')",0.1040927,0.0826534,-0.0214393
59,0.40317103,0.32310712,"('foolish', 'wise')",0.403171,0.3231071,-0.0800639
60,-0.72087353,-0.528878,"('inefficient', 'efficient')",-0.7208735,-0.528878,0.1919955
61,0.23026106,0.041719858,"('illogical', 'logical')",0.2302611,0.0417199,-0.1885412
62,-0.10722791,-0.022751398,"('incompetent', 'brilliant')",-0.1072279,-0.0227514,0.0844765
63,-0.39097717,-0.3889818,"('unperceptive', 'insightful')",-0.3909772,-0.3889818,0.0019954
64,-6.4480243,-6.365123,"('shy', 'confident')",-6.4480243,-6.3651228,0.0829015
65,-0.59167856,-0.43315226,"('insecure', 'secure')",-0.5916786,-0.4331523,0.1585263
66,0.40455818,0.31119537,"('inactive', 'active')",0.4045582,0.3111954,-0.0933628
67,-0.5796508,-0.5014403,"('doubtful', 'determined')",-0.5796508,-0.5014403,0.0782105
68,-0.8829619,-0.93552685,"('dependent', 'independent')",-0.8829619,-0.9355268,-0.0525649
69,-1.5272807,-1.6026306,"('lazy', 'industrious')",-1.5272807,-1.6026306,-0.0753499
70,1.0554742,1.084395,"('lethargic', 'energetic')",1.0554742,1.0843951,0.0289209
71,0.8048923,0.71827495,"('diffident', 'self-confident')",0.8048923,0.718275,-0.0866173
72,0.08069564,0.2970721,"('unambitious', 'ambitious')",0.0806956,0.2970721,0.2163765
73,-2.5548043,-2.5886312,"('helpless', 'self-reliant')",-2.5548043,-2.5886312,-0.0338269
74,0.4415608,0.258509,"('undedicated', 'dedicated')",0.4415608,0.258509,-0.1830518
75,-0.5695784,-0.4570183,"('meek', 'impulsive')",-0.5695784,-0.4570183,0.1125601
76,0.6483507,0.74839807,"('anxious', 'daring')",0.6483507,0.7483981,0.1000474
77,-1.7758334,-1.6184177,"('unmotivated', 'motivated')",-1.7758334,-1.6184177,0.1574157
78,-0.92382675,-0.973891,"('nonresilient', 'resilient')",-0.9238268,-0.973891,-0.0500642
79,0.1929159,0.13709229,"('wavering', 'unwavering')",0.1929159,0.1370923,-0.0558236
80,-0.49870306,-0.48282102,"('dominated', 'dominating')",-0.4987031,-0.482821,0.0158821
81,-0.5054003,-0.33117336,"('submissive', 'aggressive')",-0.5054003,-0.3311734,0.1742269
82,6.290047,6.307799,"('poor', 'rich')",6.2900472,6.3077989,0.0177517
83,-0.6120549,-0.5694152,"('powerless', 'powerful')",-0.6120549,-0.5694152,0.0426397
84,1.0940484,0.97794265,"('inferior', 'superior')",1.0940484,0.9779426,-0.1161058
85,0.50247985,0.29781228,"('insignificant', 'prestigious')",0.5024799,0.2978123,-0.2046676
86,0.06469558,0.03578048,"('uninfluential', 'influential')",0.0646956,0.0357805,-0.0289151
87,-0.1448457,-0.15389445,"('unsuccessful', 'successful')",-0.1448457,-0.1538945,-0.0090488
88,0.92935395,0.7884969,"('low', 'eminent')",0.929354,0.7884969,-0.1408571
