,regions_male,regions_female,tuple,financial_male,financial_female,corp_male,corp_female,average_male,average_female,female-male
0,0.4701042,0.49364546,"('unsociable', 'sociable')",-0.24051169,-0.34400508,0.3366326,0.25298128,0.1887417,0.1342072,-0.0545345
1,-1.4804735,-1.593996,"('unfriendly', 'friendly')",1.1568677,1.0308894,0.53467244,0.3118184,0.0703556,-0.0837628,-0.1541184
2,0.46099094,0.46446243,"('unlikable', 'likable')",2.3334723,2.4370947,0.78825957,0.75460374,1.1942409,1.2187203,0.0244794
3,0.81935656,0.9295465,"('repellent', 'pleasant')",-0.38245973,-0.2851618,1.3451041,1.422142,0.5940003,0.6888422,0.0948419
4,-1.3445326,-1.4884942,"('disliked', 'liked')",0.27978405,0.19422852,-7.0111313,-7.4194727,-2.69196,-2.9045795,-0.2126195
5,-1.8973602,-2.0488577,"('distant', 'outgoing')",0.8447515,0.7829672,-1.6675855,-1.8268082,-0.9067314,-1.0308995,-0.1241681
6,-1.9541428,-2.0493584,"('distant', 'open')",0.14507939,0.11811237,-1.4791809,-1.6310867,-1.0960814,-1.1874442,-0.0913628
7,2.1524873,2.2671,"('insensitive', 'sensitive')",0.6654357,0.7068489,1.0800493,1.1344233,1.2993241,1.3694574,0.0701333
8,-0.92043906,-1.0348134,"('unaffectionate', 'affectionate')",0.15710565,0.11633596,-0.27651772,-0.4029948,-0.3466171,-0.4404907,-0.0938736
9,0.39084306,0.30750746,"('unaffectionate', 'caring')",1.1818987,1.1293678,0.69061583,0.6318226,0.7544525,0.689566,-0.0648865
10,2.2749357,2.4257011,"('unsympathetic', 'sympathetic')",-0.9868653,-0.9053293,0.65193105,0.7650123,0.6466672,0.7617947,0.1151275
11,0.9562057,1.0496607,"('unhelpful', 'helpful')",0.24342516,0.30223498,2.3312223,2.4168422,1.1769511,1.2562459,0.0792948
12,1.8737242,1.9466597,"('unsupportive', 'supportive')",1.0623704,1.1705098,-2.0193315,-2.1635184,0.3055878,0.3178837,0.0122959
13,1.679555,1.7367078,"('impolite', 'polite')",0.12823357,0.20947516,-0.20843723,-0.15283194,0.5331171,0.5977837,0.0646666
14,1.918744,1.9227324,"('antisocial', 'social')",1.7658937,1.7995976,0.73008054,0.6297179,1.4715727,1.4506826,-0.0208901
15,0.03352607,-0.0714138,"('boring', 'funny')",0.5722458,0.4864629,-0.6792222,-0.765638,-0.0244835,-0.116863,-0.0923795
