,wallet_male,wallet_female,tuple,average_male,average_female,female-male
0,0.22772866,0.10041482,"('unsociable', 'sociable')",0.2277287,0.1004148,-0.1273139
1,1.5123677,1.4176309,"('unfriendly', 'friendly')",1.5123677,1.4176309,-0.0947368
2,0.505295,0.6132696,"('unlikable', 'likable')",0.505295,0.6132696,0.1079746
3,0.6123128,0.7832726,"('repellent', 'pleasant')",0.6123128,0.7832726,0.1709598
4,-7.7695932,-7.6974263,"('disliked', 'liked')",-7.7695932,-7.6974263,0.0721669
5,-0.13451889,-0.15491834,"('distant', 'outgoing')",-0.1345189,-0.1549183,-0.0203994
6,-0.051770557,-0.027500127,"('distant', 'open')",-0.0517706,-0.0275001,0.0242705
7,1.2904943,1.3535655,"('insensitive', 'sensitive')",1.2904943,1.3535655,0.0630712
8,1.3981985,1.3252077,"('unaffectionate', 'affectionate')",1.3981985,1.3252077,-0.0729908
9,1.8772438,1.8465792,"('unaffectionate', 'caring')",1.8772438,1.8465792,-0.0306646
10,1.0394211,1.1239108,"('unsympathetic', 'sympathetic')",1.0394211,1.1239108,0.0844897
11,2.378243,2.376738,"('unhelpful', 'helpful')",2.378243,2.3767381,-0.0015049
12,-1.1668191,-1.1421824,"('unsupportive', 'supportive')",-1.1668191,-1.1421824,0.0246367
13,0.31536233,0.25316107,"('impolite', 'polite')",0.3153623,0.2531611,-0.0622012
14,0.027821047,0.022755679,"('antisocial', 'social')",0.027821,0.0227557,-0.0050653
15,0.52388865,0.5526017,"('boring', 'funny')",0.5238886,0.5526017,0.0287131
16,-0.6430133,-0.6261177,"('unpopular', 'popular')",-0.6430133,-0.6261177,0.0168956
17,-0.18876362,-0.22777122,"('nasty', 'nice')",-0.1887636,-0.2277712,-0.0390076
18,-0.5012201,-0.5521956,"('disagreeable', 'welcoming')",-0.5012201,-0.5521956,-0.0509755
19,-0.16183211,-0.12111689,"('inhospitable', 'hospitable')",-0.1618321,-0.1211169,0.0407152
20,0.7916266,0.7745313,"('rough', 'thoughtful')",0.7916266,0.7745313,-0.0170953
21,0.09252854,0.19858885,"('immoral', 'moral')",0.0925285,0.1985888,0.1060603
22,-0.34909278,-0.30233443,"('untrustworthy', 'trustworthy')",-0.3490928,-0.3023344,0.0467584
23,7.3467336,7.264604,"('insincere', 'sincere')",7.3467336,7.2646041,-0.0821295
24,2.2553926,2.251815,"('dishonest', 'honest')",2.2553926,2.2518151,-0.0035775
25,0.33809227,0.24540831,"('egoistic', 'altruistic')",0.3380923,0.2454083,-0.092684
26,0.3119539,0.322151,"('hardhearted', 'benevolent')",0.3119539,0.322151,0.0101971
27,1.4770595,1.4283816,"('hardhearted', 'softhearted')",1.4770595,1.4283816,-0.0486779
28,1.3149736,1.2488099,"('disloyal', 'loyal')",1.3149736,1.2488099,-0.0661637
29,-0.16635959,-0.20594905,"('unfair', 'fair')",-0.1663596,-0.2059491,-0.0395895
30,1.4905164,1.4348327,"('intolerant', 'tolerant')",1.4905164,1.4348327,-0.0556837
31,-1.6797727,-1.6162652,"('evil', 'good')",-1.6797727,-1.6162652,0.0635075
32,1.1538054,1.0739086,"('unkind', 'kind')",1.1538054,1.0739086,-0.0798968
33,-0.5841208,-0.5867762,"('wrong', 'right')",-0.5841208,-0.5867762,-0.0026554
34,4.838968,4.9152646,"('mean', 'honorable')",4.8389678,4.9152646,0.0762968
35,-0.8374707,-0.88904136,"('corrupt', 'incorrupt')",-0.8374707,-0.8890414,-0.0515707
36,-0.8218953,-0.8936983,"('hostile', 'amicable')",-0.8218953,-0.8936983,-0.071803
37,0.8873603,0.9184765,"('fake', 'genuine')",0.8873603,0.9184765,0.0311162
38,0.28713334,0.19602558,"('untruthful', 'truthful')",0.2871333,0.1960256,-0.0911077
39,0.10110993,0.12514994,"('exploitative', 'cooperative')",0.1011099,0.1251499,0.02404
40,-1.4454365,-1.5040114,"('stingy', 'generous')",-1.4454365,-1.5040114,-0.0585749
41,0.13331084,0.04927262,"('unforgiving', 'forgiving')",0.1333108,0.0492726,-0.0840382
42,-2.2476158,-2.0905669,"('unreliable', 'reliable')",-2.2476158,-2.0905669,0.1570489
43,1.694594,1.6287792,"('irresponsible', 'responsible')",1.694594,1.6287792,-0.0658148
44,-1.4701712,-1.5210756,"('prejudiced', 'unprejudiced')",-1.4701712,-1.5210756,-0.0509044
45,0.40765446,0.4577422,"('incompetent', 'competent')",0.4076545,0.4577422,0.0500877
46,-0.5214015,-0.46958375,"('uncompetitive', 'competitive')",-0.5214015,-0.4695837,0.0518178
47,5.5929523,5.6856246,"('stupid', 'smart')",5.5929523,5.6856246,0.0926723
48,1.1427609,1.0950062,"('unintelligent', 'intelligent')",1.1427609,1.0950062,-0.0477547
49,0.24605143,0.39138907,"('unable', 'able')",0.2460514,0.3913891,0.1453377
50,-0.026340267,0.06766341,"('clumsy', 'skillful')",-0.0263403,0.0676634,0.0940037
51,0.6115428,0.68558586,"('uneducated', 'educated')",0.6115428,0.6855859,0.0740431
52,-0.4455871,-0.4853837,"('irrational', 'rational')",-0.4455871,-0.4853837,-0.0397966
53,0.3479753,0.31360108,"('uncreative', 'creative')",0.3479753,0.3136011,-0.0343742
54,1.3331926,1.467707,"('incapable', 'capable')",1.3331926,1.467707,0.1345144
55,1.2945125,1.2936125,"('incompetent', 'clever')",1.2945125,1.2936125,-0.0009
56,0.9161901,0.9185038,"('impractical', 'practical')",0.9161901,0.9185038,0.0023137
57,-3.2753963,-3.108158,"('unimaginative', 'imaginative')",-3.2753963,-3.1081581,0.1672382
58,-0.1019359,-0.11050247,"('undiscriminating', 'discriminating')",-0.1019359,-0.1105025,-0.0085666
59,-0.1847943,-0.09282358,"('foolish', 'wise')",-0.1847943,-0.0928236,0.0919707
60,1.0429704,1.0094706,"('inefficient', 'efficient')",1.0429704,1.0094706,-0.0334998
61,0.5855797,0.47608712,"('illogical', 'logical')",0.5855797,0.4760871,-0.1094926
62,1.3806988,1.4566491,"('incompetent', 'brilliant')",1.3806988,1.4566491,0.0759503
63,0.8827905,0.9037099,"('unperceptive', 'insightful')",0.8827905,0.9037099,0.0209194
64,-6.046829,-5.9327955,"('shy', 'confident')",-6.0468292,-5.9327955,0.1140337
65,0.7997474,0.8380228,"('insecure', 'secure')",0.7997474,0.8380228,0.0382754
66,-0.21879628,-0.14604506,"('inactive', 'active')",-0.2187963,-0.1460451,0.0727512
67,-0.49105775,-0.428322,"('doubtful', 'determined')",-0.4910578,-0.428322,0.0627358
68,-0.5622456,-0.5241533,"('dependent', 'independent')",-0.5622456,-0.5241533,0.0380923
69,-2.0533173,-2.0152297,"('lazy', 'industrious')",-2.0533173,-2.0152297,0.0380876
70,1.300695,1.4140395,"('lethargic', 'energetic')",1.3006949,1.4140395,0.1133446
71,0.56415546,0.64573234,"('diffident', 'self-confident')",0.5641555,0.6457323,0.0815768
72,0.7324968,0.75420356,"('unambitious', 'ambitious')",0.7324968,0.7542036,0.0217068
73,-3.0157697,-2.9561505,"('helpless', 'self-reliant')",-3.0157697,-2.9561505,0.0596192
74,-0.0973066,-0.13818696,"('undedicated', 'dedicated')",-0.0973066,-0.138187,-0.0408804
75,-1.0613569,-0.92946154,"('meek', 'impulsive')",-1.0613569,-0.9294615,0.1318954
