,citrix_male,citrix_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.78315586,-0.75554633,"('unsociable', 'sociable')",0.45320672,0.4075701,-0.40149015,-0.5550761,-0.2438131,-0.3010174,-0.0572043
1,0.18980438,0.31138915,"('unfriendly', 'friendly')",0.28304353,0.14097583,1.7303228,1.6638885,0.7343903,0.7054178,-0.0289725
2,0.6174454,0.663278,"('unlikable', 'likable')",0.851114,0.894815,0.88124657,0.9977228,0.7832686,0.8519386,0.06867
3,-1.3758284,-1.1174755,"('repellent', 'pleasant')",0.835578,1.0505707,-0.010318283,0.027158488,-0.1835229,-0.0132488,0.1702741
4,0.5276734,0.5460919,"('disliked', 'liked')",-0.72417766,-0.83806187,-5.5303164,-5.606552,-1.9089402,-1.966174,-0.0572338
5,0.9308315,0.97864294,"('distant', 'outgoing')",-1.0615176,-1.0853297,-0.047153734,0.0029902495,-0.0592799,-0.0345655,0.0247144
6,0.7550562,0.84872067,"('distant', 'open')",-1.5782027,-1.5923314,0.4048648,0.46501908,-0.1394272,-0.0928639,0.0465633
7,-0.43032813,-0.30541635,"('insensitive', 'sensitive')",0.38502485,0.5209417,0.069897905,0.12410265,0.0081982,0.1132093,0.1050111
8,0.07701847,-0.0021735579,"('unaffectionate', 'affectionate')",-0.89431804,-0.95002383,0.41159022,0.39667922,-0.1352365,-0.1851727,-0.0499362
9,0.3009295,0.289835,"('unaffectionate', 'caring')",-0.16624124,-0.16959393,1.0531677,1.068744,0.395952,0.3963283,0.0003763
10,-1.8529474,-1.6849854,"('unsympathetic', 'sympathetic')",-0.37979102,-0.27753675,-0.6589264,-0.7265646,-0.9638883,-0.8963622,0.0675261
11,-0.27548945,-0.29170495,"('unhelpful', 'helpful')",0.9149433,1.0045921,1.8019327,1.8267986,0.8137955,0.8465619,0.0327664
12,0.39457172,0.57476676,"('unsupportive', 'supportive')",0.4323905,0.6005012,-1.8705885,-1.8111184,-0.3478754,-0.2119501,0.1359253
13,-1.1793522,-1.2172725,"('impolite', 'polite')",0.13165946,0.17859213,-0.29793864,-0.34252405,-0.4485438,-0.4604015,-0.0118577
14,-0.027978234,0.0757689,"('antisocial', 'social')",1.050683,1.1401572,-0.816096,-0.84861445,0.0688696,0.1224372,0.0535676
15,0.60946774,0.3856276,"('boring', 'funny')",-0.91191316,-0.99384165,0.6063266,0.5406119,0.1012937,-0.022534,-0.1238277
16,0.25582552,0.34529617,"('unpopular', 'popular')",-0.022675216,0.011126082,0.78590626,0.81308097,0.3396855,0.3898344,0.0501489
17,0.17260313,0.24600594,"('nasty', 'nice')",-0.34131286,-0.27844968,-0.2983463,-0.29896483,-0.1556853,-0.1104695,0.0452158
18,0.08373721,0.1566563,"('disagreeable', 'welcoming')",-0.40590614,-0.34151042,-0.3956321,-0.36289376,-0.239267,-0.1825826,0.0566844
19,-0.32929716,-0.3299993,"('inhospitable', 'hospitable')",-1.1652149,-1.2000194,0.060005475,0.20076905,-0.4781689,-0.4430832,0.0350857
20,0.17340411,0.2843894,"('rough', 'thoughtful')",0.6529556,0.75635695,0.9895491,0.9629383,0.6053029,0.6678948,0.0625919
21,-1.0314499,-1.0033624,"('immoral', 'moral')",1.0146985,0.9813523,-0.63061804,-0.6475934,-0.2157898,-0.2232012,-0.0074114
