,treaty_male,treaty_female,tuple,average_male,average_female,female-male
0,0.47868162,0.5683156,"('unsociable', 'sociable')",0.4786816,0.5683156,0.089634
1,1.0058792,0.8903007,"('unfriendly', 'friendly')",1.0058792,0.8903007,-0.1155785
2,0.33982128,0.4349605,"('unlikable', 'likable')",0.3398213,0.4349605,0.0951392
3,0.6582514,0.82380754,"('repellent', 'pleasant')",0.6582514,0.8238075,0.1655561
4,-7.6172366,-7.5821815,"('disliked', 'liked')",-7.6172366,-7.5821815,0.0350551
5,-0.8388284,-0.8075748,"('distant', 'outgoing')",-0.8388284,-0.8075748,0.0312536
6,-0.3481627,-0.42012802,"('distant', 'open')",-0.3481627,-0.420128,-0.0719653
7,1.5559026,1.6231049,"('insensitive', 'sensitive')",1.5559026,1.6231049,0.0672023
8,1.0885696,0.8640038,"('unaffectionate', 'affectionate')",1.0885696,0.8640038,-0.2245658
9,1.5440357,1.414793,"('unaffectionate', 'caring')",1.5440357,1.414793,-0.1292427
10,1.697546,1.7966739,"('unsympathetic', 'sympathetic')",1.697546,1.7966739,0.0991279
11,2.2628832,2.2788053,"('unhelpful', 'helpful')",2.2628832,2.2788053,0.0159221
12,-0.9694162,-0.95256054,"('unsupportive', 'supportive')",-0.9694162,-0.9525605,0.0168557
13,0.37443894,0.46992508,"('impolite', 'polite')",0.3744389,0.4699251,0.0954862
14,0.53643274,0.648152,"('antisocial', 'social')",0.5364327,0.648152,0.1117193
15,0.35215625,0.25240096,"('boring', 'funny')",0.3521563,0.252401,-0.0997553
16,-0.8394844,-0.7245314,"('unpopular', 'popular')",-0.8394844,-0.7245314,0.114953
17,-0.2961885,-0.27021313,"('nasty', 'nice')",-0.2961885,-0.2702131,0.0259754
18,-0.697967,-0.65387183,"('disagreeable', 'welcoming')",-0.697967,-0.6538718,0.0440952
19,-0.48239824,-0.509288,"('inhospitable', 'hospitable')",-0.4823982,-0.509288,-0.0268898
20,0.52817,0.4065474,"('rough', 'thoughtful')",0.52817,0.4065474,-0.1216226
21,0.34581214,0.5449542,"('immoral', 'moral')",0.3458121,0.5449542,0.1991421
22,0.32280847,0.34989727,"('untrustworthy', 'trustworthy')",0.3228085,0.3498973,0.0270888
23,6.800339,6.8270135,"('insincere', 'sincere')",6.8003392,6.8270135,0.0266743
24,1.8183919,1.8125247,"('dishonest', 'honest')",1.8183919,1.8125247,-0.0058672
25,0.23326525,0.16271955,"('egoistic', 'altruistic')",0.2332653,0.1627195,-0.0705458
26,0.31254932,0.096503556,"('hardhearted', 'benevolent')",0.3125493,0.0965036,-0.2160457
27,1.3356563,1.1696472,"('hardhearted', 'softhearted')",1.3356563,1.1696472,-0.1660091
28,1.2663219,1.1969179,"('disloyal', 'loyal')",1.2663219,1.1969179,-0.069404
29,-0.013436843,-0.16054651,"('unfair', 'fair')",-0.0134368,-0.1605465,-0.1471097
30,1.4094065,1.531144,"('intolerant', 'tolerant')",1.4094065,1.531144,0.1217375
31,-1.6577458,-1.7367978,"('evil', 'good')",-1.6577458,-1.7367978,-0.079052
32,1.4029936,1.2744441,"('unkind', 'kind')",1.4029936,1.2744441,-0.1285495
33,-0.7078983,-0.6711537,"('wrong', 'right')",-0.7078983,-0.6711537,0.0367446
34,4.586241,4.7389455,"('mean', 'honorable')",4.5862408,4.7389455,0.1527047
35,-1.2400206,-1.5545956,"('corrupt', 'incorrupt')",-1.2400206,-1.5545956,-0.314575
36,-1.0892045,-1.3255706,"('hostile', 'amicable')",-1.0892045,-1.3255706,-0.2363661
37,0.6041675,0.61265534,"('fake', 'genuine')",0.6041675,0.6126553,0.0084878
38,0.004788153,0.039330035,"('untruthful', 'truthful')",0.0047882,0.03933,0.0345418
39,0.19979204,0.12607142,"('exploitative', 'cooperative')",0.199792,0.1260714,-0.0737206
40,-1.5306894,-1.4585903,"('stingy', 'generous')",-1.5306894,-1.4585903,0.0720991
41,0.1948357,0.11103609,"('unforgiving', 'forgiving')",0.1948357,0.1110361,-0.0837996
42,-1.5612687,-1.5032506,"('unreliable', 'reliable')",-1.5612687,-1.5032506,0.0580181
43,1.831044,1.9111627,"('irresponsible', 'responsible')",1.831044,1.9111627,0.0801187
44,-1.3896261,-1.4672651,"('prejudiced', 'unprejudiced')",-1.3896261,-1.4672651,-0.077639
45,0.5140226,0.54930025,"('incompetent', 'competent')",0.5140226,0.5493003,0.0352777
