,autodesk_male,autodesk_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.0009987,-1.1094722,"('unsociable', 'sociable')",-0.30659452,-0.40250677,-0.6537966,-0.7559894,-0.1021928
1,0.5493304,0.29253316,"('unfriendly', 'friendly')",2.1324043,2.0158758,1.3408674,1.1542045,-0.1866629
2,0.61340326,0.6706856,"('unlikable', 'likable')",0.68219125,0.7639675,0.6477972,0.7173265,0.0695293
3,-0.8359508,-0.78505236,"('repellent', 'pleasant')",0.042431533,0.044341248,-0.3967596,-0.3703555,0.0264041
4,0.06376829,-0.085438855,"('disliked', 'liked')",-5.900747,-6.0105305,-2.9184892,-3.0479846,-0.1294954
5,0.8359842,0.7889338,"('distant', 'outgoing')",-0.009013314,-0.05402826,0.4134854,0.3674528,-0.0460326
6,0.76036143,0.6205445,"('distant', 'open')",0.41778824,0.31883654,0.5890749,0.4696905,-0.1193844
7,-1.1496013,-1.1877066,"('insensitive', 'sensitive')",0.45712602,0.4673676,-0.3462377,-0.3601695,-0.0139318
8,0.28945228,0.17159215,"('unaffectionate', 'affectionate')",1.0018965,0.903831,0.6456744,0.5377116,-0.1079628
9,-0.04792062,-0.22228146,"('unaffectionate', 'caring')",1.1874821,1.1245391,0.5697808,0.4511288,-0.118652
10,-2.408759,-2.4468963,"('unsympathetic', 'sympathetic')",-0.69908035,-0.67892396,-1.5539198,-1.5629101,-0.0089903
11,-0.52773464,-0.5008849,"('unhelpful', 'helpful')",1.3751087,1.4347265,0.423687,0.4669208,0.0432338
12,-1.0514299,-1.0175235,"('unsupportive', 'supportive')",-1.7924349,-1.765115,-1.4219325,-1.3913193,0.0306132
13,-1.3816932,-1.346673,"('impolite', 'polite')",-0.77922803,-0.7897761,-1.0804607,-1.0682245,0.0122362
14,-1.0333886,-0.94332504,"('antisocial', 'social')",-0.58774275,-0.5920466,-0.8105657,-0.7676858,0.0428799
15,0.7793888,0.7461856,"('boring', 'funny')",0.5599118,0.51775134,0.6696503,0.6319685,-0.0376818
16,-0.12934531,-0.174355,"('unpopular', 'popular')",0.513485,0.49707642,0.1920699,0.1613607,-0.0307092
17,0.02087769,0.06778895,"('nasty', 'nice')",-0.23034218,-0.21755867,-0.1047322,-0.0748849,0.0298473
18,-0.023044102,-0.08983925,"('disagreeable', 'welcoming')",-0.22405405,-0.32144216,-0.1235491,-0.2056407,-0.0820916
19,0.21365052,0.14405614,"('inhospitable', 'hospitable')",0.16081467,0.17437041,0.1872326,0.1592133,-0.0280193
20,0.035409406,0.030733928,"('rough', 'thoughtful')",1.1352712,1.0952182,0.5853403,0.5629761,-0.0223642
21,-0.8912034,-0.93972504,"('immoral', 'moral')",-0.5750608,-0.5182188,-0.7331321,-0.728972,0.0041601
22,-0.7915177,-0.8321099,"('untrustworthy', 'trustworthy')",-0.97108066,-1.0472181,-0.8812991,-0.939664,-0.0583649
23,-1.0318562,-1.1135559,"('insincere', 'sincere')",5.350523,5.2667565,2.1593335,2.0766003,-0.0827332
24,-0.48242623,-0.5186828,"('dishonest', 'honest')",0.73637515,0.65634847,0.1269745,0.0688328,-0.0581417
25,1.2399232,1.1779584,"('egoistic', 'altruistic')",1.8520886,1.8026559,1.546006,1.4903071,-0.0556989
26,0.66129816,0.57429767,"('hardhearted', 'benevolent')",1.8586829,1.8565544,1.2599905,1.215426,-0.0445645
27,-0.023923386,-0.041522697,"('hardhearted', 'softhearted')",1.4878658,1.3838458,0.7319712,0.6711615,-0.0608097
28,-0.58478075,-0.81656486,"('disloyal', 'loyal')",1.0522768,0.94982064,0.233748,0.0666279,-0.1671201
29,-0.1268352,-0.18827794,"('unfair', 'fair')",-0.27698514,-0.4294923,-0.2019102,-0.3088851,-0.1069749
30,-0.6244314,-0.6443465,"('intolerant', 'tolerant')",1.0327023,0.9844949,0.2041355,0.1700742,-0.0340613
31,1.030687,0.9995366,"('evil', 'good')",-0.63211733,-0.6999861,0.1992848,0.1497752,-0.0495096
32,-0.30709958,-0.36258575,"('unkind', 'kind')",0.8412245,0.738661,0.2670625,0.1880376,-0.0790249
33,0.8758707,0.7925805,"('wrong', 'right')",-0.35669243,-0.4296571,0.2595891,0.1814617,-0.0781274
34,0.028777167,0.111285485,"('mean', 'honorable')",5.5764737,5.6452503,2.8026254,2.878268,0.0756426
35,1.3609025,1.2816627,"('corrupt', 'incorrupt')",0.19339606,0.04749122,0.7771493,0.6645769,-0.1125724
36,1.1839212,0.9124863,"('hostile', 'amicable')",0.520309,0.29800624,0.8521151,0.6052463,-0.2468688
