,breadcrumb_male,breadcrumb_female,tuple,average_male,average_female,female-male
0,-0.57617456,-0.78753537,"('unsociable', 'sociable')",-0.5761746,-0.7875354,-0.2113608
1,-1.2083055,-1.2333195,"('unfriendly', 'friendly')",-1.2083055,-1.2333195,-0.025014
2,-0.6980158,-0.6495979,"('unlikable', 'likable')",-0.6980158,-0.6495979,0.0484179
3,-1.585172,-1.5132654,"('repellent', 'pleasant')",-1.5851721,-1.5132654,0.0719067
4,-1.1663457,-1.0222361,"('disliked', 'liked')",-1.1663457,-1.0222361,0.1441096
5,0.025765032,0.15662578,"('distant', 'outgoing')",0.025765,0.1566258,0.1308608
6,0.09613931,0.21981063,"('distant', 'open')",0.0961393,0.2198106,0.1236713
7,-0.74960256,-0.7470708,"('insensitive', 'sensitive')",-0.7496026,-0.7470708,0.0025318
8,-0.35526788,-0.41905412,"('unaffectionate', 'affectionate')",-0.3552679,-0.4190541,-0.0637862
9,-0.5175514,-0.5582589,"('unaffectionate', 'caring')",-0.5175514,-0.5582589,-0.0407075
10,-1.6600068,-1.8052689,"('unsympathetic', 'sympathetic')",-1.6600068,-1.8052689,-0.1452621
11,-0.45806882,-0.48964542,"('unhelpful', 'helpful')",-0.4580688,-0.4896454,-0.0315766
12,-1.724776,-1.7226448,"('unsupportive', 'supportive')",-1.724776,-1.7226448,0.0021312
13,-0.33700958,-0.5021015,"('impolite', 'polite')",-0.3370096,-0.5021015,-0.1650919
14,-1.2438048,-1.3684167,"('antisocial', 'social')",-1.2438048,-1.3684167,-0.1246119
15,1.2235667,1.2122086,"('boring', 'funny')",1.2235667,1.2122086,-0.0113581
16,-0.52791476,-0.35403585,"('unpopular', 'popular')",-0.5279148,-0.3540359,0.1738789
17,-0.4465314,-0.4483256,"('nasty', 'nice')",-0.4465314,-0.4483256,-0.0017942
18,-1.2862903,-1.1218839,"('disagreeable', 'welcoming')",-1.2862903,-1.1218839,0.1644064
19,-0.268711,-0.080895886,"('inhospitable', 'hospitable')",-0.268711,-0.0808959,0.1878151
20,-0.72950244,-0.66867924,"('rough', 'thoughtful')",-0.7295024,-0.6686792,0.0608232
21,-0.38147005,-0.3348768,"('immoral', 'moral')",-0.3814701,-0.3348768,0.0465933
22,-1.0346571,-1.1038079,"('untrustworthy', 'trustworthy')",-1.0346571,-1.1038079,-0.0691508
23,0.26374036,0.10244554,"('insincere', 'sincere')",0.2637404,0.1024455,-0.1612949
24,-0.97730416,-1.0832223,"('dishonest', 'honest')",-0.9773042,-1.0832223,-0.1059181
25,0.7902038,0.8638496,"('egoistic', 'altruistic')",0.7902038,0.8638496,0.0736458
26,-0.15329263,-0.38351765,"('hardhearted', 'benevolent')",-0.1532926,-0.3835177,-0.2302251
27,0.56998473,0.59959275,"('hardhearted', 'softhearted')",0.5699847,0.5995927,0.029608
28,-0.7120192,-0.8126969,"('disloyal', 'loyal')",-0.7120192,-0.8126969,-0.1006777
29,0.14095822,0.17568804,"('unfair', 'fair')",0.1409582,0.175688,0.0347298
30,-0.7861856,-0.8991965,"('intolerant', 'tolerant')",-0.7861856,-0.8991965,-0.1130109
31,-0.52124566,-0.36410517,"('evil', 'good')",-0.5212457,-0.3641052,0.1571405
32,-0.23818894,-0.44604874,"('unkind', 'kind')",-0.2381889,-0.4460487,-0.2078598
33,0.6149409,0.7007866,"('wrong', 'right')",0.6149409,0.7007866,0.0858457
34,0.7628544,0.74848884,"('mean', 'honorable')",0.7628544,0.7484888,-0.0143656
35,1.3793682,1.4459685,"('corrupt', 'incorrupt')",1.3793682,1.4459685,0.0666003
36,-0.12154545,-0.058088988,"('hostile', 'amicable')",-0.1215454,-0.058089,0.0634564
37,-0.17039761,-0.15658781,"('fake', 'genuine')",-0.1703976,-0.1565878,0.0138098
38,-0.39621195,-0.45235914,"('untruthful', 'truthful')",-0.396212,-0.4523591,-0.0561471
39,0.38407862,0.35473692,"('exploitative', 'cooperative')",0.3840786,0.3547369,-0.0293417
40,-1.5648721,-1.505036,"('stingy', 'generous')",-1.5648721,-1.505036,0.0598361
41,-0.6828538,-0.75992155,"('unforgiving', 'forgiving')",-0.6828538,-0.7599216,-0.0770678
42,-0.30758524,-0.2908182,"('unreliable', 'reliable')",-0.3075852,-0.2908182,0.016767
43,-1.1227269,-1.3596653,"('irresponsible', 'responsible')",-1.1227269,-1.3596653,-0.2369384
44,0.5297562,0.52516496,"('prejudiced', 'unprejudiced')",0.5297562,0.525165,-0.0045912
45,-0.9155316,-1.0300356,"('incompetent', 'competent')",-0.9155316,-1.0300356,-0.114504
46,-1.6284392,-1.723394,"('uncompetitive', 'competitive')",-1.6284392,-1.723394,-0.0949548
47,0.85780364,0.7591132,"('stupid', 'smart')",0.8578036,0.7591132,-0.0986904
48,-1.3077424,-1.3695282,"('unintelligent', 'intelligent')",-1.3077424,-1.3695282,-0.0617858
49,-0.6193757,-0.46334162,"('unable', 'able')",-0.6193757,-0.4633416,0.1560341
50,0.04840467,0.12512587,"('clumsy', 'skillful')",0.0484047,0.1251259,0.0767212
51,-0.91642344,-0.85130626,"('uneducated', 'educated')",-0.9164234,-0.8513063,0.0651171
52,-0.27826542,-0.27068454,"('irrational', 'rational')",-0.2782654,-0.2706845,0.0075809
53,-1.6019003,-1.5933442,"('uncreative', 'creative')",-1.6019003,-1.5933442,0.0085561
54,-0.22838241,-0.17857254,"('incapable', 'capable')",-0.2283824,-0.1785725,0.0498099
55,-1.1141297,-1.1036543,"('incompetent', 'clever')",-1.1141297,-1.1036543,0.0104754
56,-0.16789225,-0.32784858,"('impractical', 'practical')",-0.1678922,-0.3278486,-0.1599564
57,-2.4371529,-2.5534537,"('unimaginative', 'imaginative')",-2.4371529,-2.5534537,-0.1163008
58,-0.7620499,-0.8253703,"('undiscriminating', 'discriminating')",-0.7620499,-0.8253703,-0.0633204
59,-0.0010499619,0.010969348,"('foolish', 'wise')",-0.00105,0.0109693,0.0120193
60,-0.4868823,-0.5618905,"('inefficient', 'efficient')",-0.4868823,-0.5618905,-0.0750082
61,-0.7210775,-0.77244544,"('illogical', 'logical')",-0.7210775,-0.7724454,-0.0513679
62,-1.0598553,-1.0438547,"('incompetent', 'brilliant')",-1.0598553,-1.0438547,0.0160006
63,-0.89975005,-0.95467496,"('unperceptive', 'insightful')",-0.8997501,-0.954675,-0.0549249
64,-2.0459273,-2.0622716,"('shy', 'confident')",-2.0459273,-2.0622716,-0.0163443
65,-0.8800811,-1.0123682,"('insecure', 'secure')",-0.8800811,-1.0123682,-0.1322871
66,-0.033412825,-0.07248986,"('inactive', 'active')",-0.0334128,-0.0724899,-0.0390771
67,0.016576543,-0.042071827,"('doubtful', 'determined')",0.0165765,-0.0420718,-0.0586483
68,-0.6823757,-0.53460777,"('dependent', 'independent')",-0.6823757,-0.5346078,0.1477679
69,0.6707576,0.7784163,"('lazy', 'industrious')",0.6707576,0.7784163,0.1076587
70,-0.6721697,-0.7915004,"('lethargic', 'energetic')",-0.6721697,-0.7915004,-0.1193307
71,0.52462524,0.6362116,"('diffident', 'self-confident')",0.5246252,0.6362116,0.1115864
72,-1.5727508,-1.6730173,"('unambitious', 'ambitious')",-1.5727508,-1.6730173,-0.1002665
73,0.010370308,0.14176005,"('helpless', 'self-reliant')",0.0103703,0.1417601,0.1313898
74,0.053365804,0.004407365,"('undedicated', 'dedicated')",0.0533658,0.0044074,-0.0489584
75,0.17473698,0.24336895,"('meek', 'impulsive')",0.174737,0.243369,0.068632
76,-0.40547857,-0.5432532,"('anxious', 'daring')",-0.4054786,-0.5432532,-0.1377746
77,-1.3163642,-1.2523143,"('unmotivated', 'motivated')",-1.3163642,-1.2523143,0.0640499
78,0.25367156,0.33500203,"('nonresilient', 'resilient')",0.2536716,0.335002,0.0813304
79,0.33163112,0.29068533,"('wavering', 'unwavering')",0.3316311,0.2906853,-0.0409458
80,0.79792553,0.7347038,"('dominated', 'dominating')",0.7979255,0.7347038,-0.0632217
81,-1.1027796,-1.2012573,"('submissive', 'aggressive')",-1.1027796,-1.2012573,-0.0984777
82,0.49633992,0.52116734,"('poor', 'rich')",0.4963399,0.5211673,0.0248274
83,-0.28635687,-0.38909617,"('powerless', 'powerful')",-0.2863569,-0.3890962,-0.1027393
84,-0.010144593,-0.035266574,"('inferior', 'superior')",-0.0101446,-0.0352666,-0.025122
85,-0.025921285,0.0108449645,"('insignificant', 'prestigious')",-0.0259213,0.010845,0.0367663
86,-1.8871204,-2.020677,"('uninfluential', 'influential')",-1.8871204,-2.0206771,-0.1335567
87,0.21946168,0.13716544,"('unsuccessful', 'successful')",0.2194617,0.1371654,-0.0822963
88,-1.0337268,-1.0789447,"('low', 'eminent')",-1.0337268,-1.0789447,-0.0452179
