,visa_male,visa_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,1.0256002,0.8866737,"('unsociable', 'sociable')",-0.13970226,-0.2924705,0.442949,0.2971016,-0.1458474
1,1.5883234,1.516633,"('unfriendly', 'friendly')",1.7078354,1.4955345,1.6480794,1.5060837,-0.1419957
2,1.2656857,1.4358195,"('unlikable', 'likable')",0.66498107,0.71668875,0.9653333,1.0762541,0.1109208
3,-0.69416875,-0.4996636,"('repellent', 'pleasant')",0.14657119,0.27170345,-0.2737988,-0.1139801,0.1598187
4,-0.26628798,-0.33235106,"('disliked', 'liked')",-5.5928183,-5.5627804,-2.929553,-2.9475658,-0.0180128
5,0.9837986,0.9640784,"('distant', 'outgoing')",-0.3752892,-0.47060275,0.3042547,0.2467378,-0.0575169
6,0.7703674,0.7744929,"('distant', 'open')",0.036050946,-0.081685565,0.4032091,0.3464037,-0.0568054
7,-0.13831827,-0.11375401,"('insensitive', 'sensitive')",0.50875247,0.5222682,0.1852171,0.2042571,0.01904
8,0.42885482,0.45811957,"('unaffectionate', 'affectionate')",0.22512972,0.09555231,0.3269923,0.2768359,-0.0501564
9,1.3126379,1.3244421,"('unaffectionate', 'caring')",0.6532346,0.56177074,0.9829363,0.9431064,-0.0398299
10,-0.45882314,-0.41785127,"('unsympathetic', 'sympathetic')",0.027259972,0.0073521687,-0.2157816,-0.2052495,0.0105321
11,-0.44118905,-0.4021703,"('unhelpful', 'helpful')",1.8932924,1.9276812,0.7260517,0.7627555,0.0367038
12,0.8191762,0.90850514,"('unsupportive', 'supportive')",-1.677894,-1.6731224,-0.4293589,-0.3823086,0.0470503
13,0.35637712,0.29638594,"('impolite', 'polite')",-0.21544251,-0.23762956,0.0704673,0.0293782,-0.0410891
14,0.03446092,0.020126171,"('antisocial', 'social')",-0.40537927,-0.37700093,-0.1854592,-0.1784374,0.0070218
15,-0.3500322,-0.4684711,"('boring', 'funny')",0.061169427,-0.00076987967,-0.1444314,-0.2346205,-0.0901891
16,-0.29679778,-0.1899598,"('unpopular', 'popular')",0.77043575,0.8061294,0.236819,0.3080848,0.0712658
17,0.3268281,0.4093762,"('nasty', 'nice')",-0.2132883,-0.19202453,0.0567699,0.1086758,0.0519059
18,0.33413553,0.3574504,"('disagreeable', 'welcoming')",-0.38060194,-0.4605328,-0.0232332,-0.0515412,-0.028308
19,0.2856841,0.34354442,"('inhospitable', 'hospitable')",-0.066080615,-0.059753925,0.1098017,0.1418952,0.0320935
20,-0.047108777,-0.035929456,"('rough', 'thoughtful')",1.1759672,1.0672227,0.5644292,0.5156466,-0.0487826
21,0.21358843,0.23827676,"('immoral', 'moral')",-0.34930986,-0.340354,-0.0678607,-0.0510386,0.0168221
22,-0.37595463,-0.42465755,"('untrustworthy', 'trustworthy')",-0.98608375,-1.0027543,-0.6810192,-0.713706,-0.0326868
23,0.64528227,0.6396186,"('insincere', 'sincere')",5.46215,5.3972263,3.0537162,3.0184224,-0.0352938
24,0.9379037,0.8532236,"('dishonest', 'honest')",0.70559794,0.6397384,0.8217508,0.746481,-0.0752698
25,0.6205417,0.61340797,"('egoistic', 'altruistic')",1.4428707,1.4236006,1.0317062,1.0185043,-0.0132019
26,2.2633934,2.2194448,"('hardhearted', 'benevolent')",1.591741,1.5092515,1.9275672,1.8643482,-0.063219
27,0.3329024,0.35780126,"('hardhearted', 'softhearted')",1.163472,1.0323608,0.7481872,0.695081,-0.0531062
28,0.22292835,0.14898902,"('disloyal', 'loyal')",0.52004176,0.41120782,0.3714851,0.2800984,-0.0913867
29,-0.22965237,-0.29229438,"('unfair', 'fair')",-0.7347484,-0.9263503,-0.4822004,-0.6093223,-0.1271219
30,1.4898427,1.4649389,"('intolerant', 'tolerant')",1.0684665,0.96848583,1.2791545,1.2167124,-0.0624421
31,-0.7069487,-0.74956995,"('evil', 'good')",-1.3569044,-1.4697303,-1.0319265,-1.1096501,-0.0777236
32,0.63273066,0.6827585,"('unkind', 'kind')",1.2696569,1.2037928,0.9511938,0.9432757,-0.0079181
33,1.5524114,1.4590892,"('wrong', 'right')",-0.69330096,-0.80166036,0.4295552,0.3287144,-0.1008408
34,0.27146325,0.37840307,"('mean', 'honorable')",5.745415,5.8107586,3.0084393,3.0945809,0.0861416
35,-0.5802289,-0.6816691,"('corrupt', 'incorrupt')",-0.21564327,-0.37100914,-0.3979361,-0.5263391,-0.128403
36,0.25423542,0.24049827,"('hostile', 'amicable')",-0.18068153,-0.30893886,0.0367769,-0.0342203,-0.0709972
37,-1.5870779,-1.6085926,"('fake', 'genuine')",-0.34516716,-0.35754403,-0.9661225,-0.9830683,-0.0169458
38,0.5603252,0.5686382,"('untruthful', 'truthful')",0.13975202,0.16794087,0.3500386,0.3682895,0.0182509
39,0.7000345,0.6959009,"('exploitative', 'cooperative')",-0.03757789,-0.043382354,0.3312283,0.3262593,-0.004969
40,0.30763382,0.3077435,"('stingy', 'generous')",-1.713142,-1.7890846,-0.7027541,-0.7406706,-0.0379165
41,0.6233526,0.5938224,"('unforgiving', 'forgiving')",0.06530146,0.005554024,0.344327,0.2996882,-0.0446388
42,0.41291237,0.47817564,"('unreliable', 'reliable')",-2.576089,-2.4594715,-1.0815883,-0.9906479,0.0909404
43,0.8481007,0.89429176,"('irresponsible', 'responsible')",0.6189449,0.6266452,0.7335228,0.7604685,0.0269457
44,-1.6798265,-1.6619092,"('prejudiced', 'unprejudiced')",-1.3876148,-1.4070646,-1.5337207,-1.5344869,-0.0007662
45,-0.44005483,-0.41525,"('incompetent', 'competent')",-0.25598076,-0.22914147,-0.3480178,-0.3221957,0.0258221
46,-0.6972747,-0.5808154,"('uncompetitive', 'competitive')",-0.0136781605,0.03921389,-0.3554764,-0.2708007,0.0846757
47,1.1685052,1.1839764,"('stupid', 'smart')",5.2901316,5.351727,3.2293184,3.2678518,0.0385334
48,0.40655652,0.4138009,"('unintelligent', 'intelligent')",0.7186339,0.5900849,0.5625952,0.5019429,-0.0606523
49,-0.9610969,-0.8750255,"('unable', 'able')",-0.038228635,-0.02640926,-0.4996628,-0.4507174,0.0489454
50,-0.5702561,-0.43141547,"('clumsy', 'skillful')",0.27663046,0.3026104,-0.1468128,-0.0644025,0.0824103
51,-0.11835679,-0.1677688,"('uneducated', 'educated')",0.96833605,0.88231933,0.4249896,0.3572752,-0.0677144
52,0.3309999,0.23701751,"('irrational', 'rational')",-0.49143717,-0.64330095,-0.0802186,-0.2031417,-0.1229231
53,0.050986838,0.04107673,"('uncreative', 'creative')",0.644407,0.54108405,0.3476969,0.2910804,-0.0566165
54,0.20042053,0.19330882,"('incapable', 'capable')",1.0589889,1.0354004,0.6297047,0.6143546,-0.0153501
55,-0.26049712,-0.2470985,"('incompetent', 'clever')",0.124332465,0.08330275,-0.0680823,-0.0818979,-0.0138156
56,1.3798515,1.328807,"('impractical', 'practical')",-0.14894779,-0.06507088,0.6154518,0.6318681,0.0164163
57,-1.4271755,-1.4650546,"('unimaginative', 'imaginative')",-2.8016565,-2.8266902,-2.1144161,-2.1458724,-0.0314563
58,0.634538,0.60795504,"('undiscriminating', 'discriminating')",0.06617129,-0.0071292594,0.3503546,0.3004129,-0.0499417
59,0.6429869,0.6384405,"('foolish', 'wise')",0.34259298,0.3162252,0.4927899,0.4773328,-0.0154571
60,0.6248861,0.6878974,"('inefficient', 'efficient')",0.31151426,0.36102006,0.4682002,0.5244587,0.0562585
61,1.4997658,1.4103639,"('illogical', 'logical')",0.4246555,0.27556425,0.9622107,0.8429641,-0.1192466
62,0.32144722,0.4431563,"('incompetent', 'brilliant')",0.583345,0.6874042,0.4523961,0.5652803,0.1128842
63,0.4293493,0.52214307,"('unperceptive', 'insightful')",1.4944377,1.5651563,0.9618935,1.0436497,0.0817562
64,-0.9704007,-0.97613406,"('shy', 'confident')",-6.006657,-5.935597,-3.488529,-3.4558654,0.0326636
65,0.20299947,0.13565706,"('insecure', 'secure')",-0.16283613,-0.19626993,0.0200817,-0.0303064,-0.0503881
66,0.006354887,-0.043093294,"('inactive', 'active')",1.1366097,1.1152076,0.5714823,0.5360571,-0.0354252
67,0.5181196,0.447203,"('doubtful', 'determined')",-0.49646622,-0.49767944,0.0108267,-0.0252382,-0.0360649
68,-0.6644667,-0.7349008,"('dependent', 'independent')",-0.28898177,-0.37031698,-0.4767242,-0.5526088,-0.0758846
69,0.81795424,0.776923,"('lazy', 'industrious')",0.088843346,0.13605312,0.4533988,0.4564881,0.0030893
70,-0.67991203,-0.6149119,"('lethargic', 'energetic')",0.42705908,0.53289115,-0.1264265,-0.0410104,0.0854161
71,1.7673393,1.7702479,"('diffident', 'self-confident')",0.7047498,0.6876627,1.2360446,1.2289553,-0.0070893
72,0.92649925,0.9524234,"('unambitious', 'ambitious')",-1.3174759,-1.2881795,-0.1954883,-0.1678781,0.0276102
73,1.2983109,1.2907639,"('helpless', 'self-reliant')",-2.9830248,-2.9689386,-0.842357,-0.8390874,0.0032696
74,1.3063953,1.3112525,"('undedicated', 'dedicated')",0.118824646,0.11747615,0.7126099,0.7143643,0.0017544
75,-0.9295499,-0.84440285,"('meek', 'impulsive')",-0.46515167,-0.37724102,-0.6973507,-0.610822,0.0865287
76,-0.17774962,-0.12943411,"('anxious', 'daring')",0.36825478,0.400176,0.0952526,0.1353709,0.0401183
77,-0.33673528,-0.2530052,"('unmotivated', 'motivated')",-0.7595587,-0.67306805,-0.548147,-0.4630366,0.0851104
78,-0.4148146,-0.30456007,"('nonresilient', 'resilient')",0.61441207,0.71750194,0.0997987,0.2064709,0.1066722
79,0.04262913,0.0628918,"('wavering', 'unwavering')",-0.017453846,-0.013975587,0.0125876,0.0244581,0.0118705
80,-0.5513121,-0.5811892,"('dominated', 'dominating')",-0.8249695,-0.7469384,-0.6881407,-0.6640638,0.0240769
81,-0.59593415,-0.6317769,"('submissive', 'aggressive')",-0.31964737,-0.22248578,-0.4577908,-0.4271314,0.0306594
82,-0.78675854,-0.68150353,"('poor', 'rich')",5.7352076,5.8148026,2.4742246,2.5666494,0.0924248
83,0.5412678,0.50356066,"('powerless', 'powerful')",-0.5410247,-0.6631631,0.0001216,-0.0798012,-0.0799228
84,0.5550682,0.51370853,"('inferior', 'superior')",0.95746034,0.90279394,0.7562643,0.7082512,-0.0480131
85,1.6932667,1.7908187,"('insignificant', 'prestigious')",0.91368324,0.79712397,1.303475,1.2939713,-0.0095037
86,0.43230635,0.27899742,"('uninfluential', 'influential')",-0.029610582,-0.14517972,0.2013479,0.0669089,-0.134439
