,abercrombie_male,abercrombie_female,tuple,&_male,&_female,fitch_male,fitch_female,co_male,co_female,average_male,average_female,female-male
0,-2.1516993,-2.3226502,"('unsociable', 'sociable')",-0.78105044,-0.916969,-0.5311584,-0.6355269,0.10259118,0.026405714,-0.8403292,-0.9621851,-0.1218559
1,-1.0198764,-1.1975869,"('unfriendly', 'friendly')",-0.14702848,-0.3331122,2.0687213,1.8552028,1.7231579,1.5413787,0.6562436,0.4664706,-0.189773
2,0.22567591,0.19503756,"('unlikable', 'likable')",0.94756943,0.92394745,0.53540564,0.48844075,0.7323055,0.8478914,0.6102391,0.6138293,0.0035902
3,-1.6710519,-1.6783459,"('repellent', 'pleasant')",-0.9052323,-0.9102747,-0.49354127,-0.5007867,0.33170983,0.35778156,-0.6845289,-0.6829064,0.0016225
4,0.9646003,0.92932487,"('disliked', 'liked')",1.0208297,1.0653311,1.2601163,1.2152429,-6.9030485,-6.83667,-0.9143755,-0.9066927,0.0076828
5,1.7515442,1.783051,"('distant', 'outgoing')",0.98617303,1.0959127,3.484413,3.530729,-0.21262468,-0.19847298,1.5023763,1.5528049,0.0504286
6,1.8921859,1.9146055,"('distant', 'open')",1.2706882,1.3810928,2.9671872,2.9397912,0.108088024,0.087270424,1.5595373,1.5806899,0.0211526
7,-1.619244,-1.6656138,"('insensitive', 'sensitive')",-1.4778017,-1.52092,-0.32513398,-0.3070404,0.3373042,0.3267047,-0.7712189,-0.7917174,-0.0204985
8,-0.550205,-0.65573865,"('unaffectionate', 'affectionate')",-0.08574212,-0.1979554,1.6275297,1.4949496,0.7242789,0.5270673,0.4289654,0.2920807,-0.1368847
9,-0.8005916,-0.9227566,"('unaffectionate', 'caring')",-0.4815792,-0.62860364,2.1934354,2.0499277,1.2410773,1.1192552,0.5380855,0.4044557,-0.1336298
10,-3.3087602,-3.456647,"('unsympathetic', 'sympathetic')",-2.0173225,-2.20611,-1.4629856,-1.547762,0.18792808,0.086271316,-1.650285,-1.7810619,-0.1307769
11,-1.8047563,-1.9046009,"('unhelpful', 'helpful')",-2.3060033,-2.3885562,-0.89683765,-0.8684073,2.0237575,2.0258298,-0.74596,-0.7839336,-0.0379736
12,-1.0964603,-1.1987953,"('unsupportive', 'supportive')",-0.3637003,-0.4331355,1.5528742,1.4660403,-1.7955828,-1.7496847,-0.4257173,-0.4788938,-0.0531765
13,-1.632208,-1.6691096,"('impolite', 'polite')",-1.3836987,-1.4310427,-0.5003931,-0.45565343,0.015326999,0.034226142,-0.8752432,-0.8803949,-0.0051517
14,-1.7454311,-1.8062944,"('antisocial', 'social')",-1.0356394,-1.0744485,-2.8376188,-2.857723,-0.32220092,-0.37520248,-1.4852226,-1.5284172,-0.0431946
15,0.3879876,0.3766258,"('boring', 'funny')",0.8930983,0.92475104,0.6224316,0.63526356,0.82455397,0.8346,0.6820179,0.6928101,0.0107922
16,0.69465524,0.76695657,"('unpopular', 'popular')",0.49348065,0.62717587,-0.80033183,-0.7704573,-0.060751643,-0.075023025,0.0817631,0.137163,0.0553999
17,0.650023,0.6787554,"('nasty', 'nice')",0.75518537,0.84273666,1.2082118,1.2554111,-0.021481175,0.038986154,0.6479847,0.7039723,0.0559876
18,-0.24944043,-0.26396945,"('disagreeable', 'welcoming')",0.23874067,0.32349694,-0.91963214,-1.0638448,-1.1570363,-1.225029,-0.5218421,-0.5573366,-0.0354945
19,0.13070127,0.18366581,"('inhospitable', 'hospitable')",-0.2997281,-0.21863765,1.9852967,2.0277948,-0.28288183,-0.26388508,0.383347,0.4322345,0.0488875
20,-0.46521503,-0.48902187,"('rough', 'thoughtful')",0.4659512,0.45223257,-0.2835842,-0.28456977,0.6043805,0.63573664,0.0803831,0.0785944,-0.0017887
21,-2.0832038,-2.1138916,"('immoral', 'moral')",-1.141998,-1.1489209,-1.9558128,-1.9384317,-0.87429744,-0.76476115,-1.513828,-1.4915013,0.0223267
22,-1.4019606,-1.4568182,"('untrustworthy', 'trustworthy')",-1.0195394,-1.0544286,-1.0298086,-1.0886964,-0.85443205,-0.8495925,-1.0764352,-1.112384,-0.0359488
23,-2.5231302,-2.677237,"('insincere', 'sincere')",-2.3779647,-2.5042472,-0.41613358,-0.49775425,5.816945,5.6301537,0.1249292,-0.0122712,-0.1372004
24,-1.8850174,-1.9551873,"('dishonest', 'honest')",-2.0838995,-2.0779343,-0.27949896,-0.33891612,0.621171,0.5801516,-0.9068112,-0.9479716,-0.0411604
25,0.8421776,0.8491942,"('egoistic', 'altruistic')",1.1307446,1.1542509,1.6385455,1.5357066,1.6473956,1.5910186,1.3147159,1.2825426,-0.0321733
26,0.39342216,0.26822156,"('hardhearted', 'benevolent')",1.3030083,1.1174848,1.3152031,1.12141,1.7581778,1.5992616,1.1924528,1.0265945,-0.1658583
27,0.2455489,0.21499184,"('hardhearted', 'softhearted')",-0.8601419,-0.847119,1.2027293,1.1794177,1.1463448,0.99452454,0.4336203,0.3854538,-0.0481665
28,-2.22908,-2.3375766,"('disloyal', 'loyal')",-1.7682701,-1.8741301,-1.1064345,-1.2458985,0.5490825,0.413036,-1.1386755,-1.2611424,-0.1224669
29,0.028480906,0.013495922,"('unfair', 'fair')",-0.48314163,-0.4593723,0.19182342,0.1623692,-0.8714545,-0.958407,-0.2835729,-0.3104785,-0.0269056
30,-1.466811,-1.5490181,"('intolerant', 'tolerant')",-1.8253568,-1.910656,0.05368634,0.006373182,0.3937836,0.43579182,-0.7111744,-0.7543773,-0.0432029
31,1.4589003,1.4702245,"('evil', 'good')",1.3122916,1.363741,1.4598541,1.4386579,-0.8628058,-0.9537457,0.8420601,0.8297194,-0.0123407
32,-1.2927283,-1.3662513,"('unkind', 'kind')",-1.0954986,-1.1764898,-1.3990188,-1.4371551,0.7251732,0.5618287,-0.7655181,-0.854517,-0.0889989
33,1.4611979,1.4563371,"('wrong', 'right')",1.125516,1.173804,1.442824,1.3742143,-0.7784413,-0.7311364,0.8127741,0.8183048,0.0055307
34,-0.41610608,-0.39807615,"('mean', 'honorable')",-0.8559223,-0.82562864,1.1224806,1.2217935,5.3971562,5.4149065,1.3119022,1.3532488,0.0413466
35,2.7921402,2.8724122,"('corrupt', 'incorrupt')",1.6112343,1.7398361,1.2293099,1.2932454,-0.48335603,-0.58700657,1.2873322,1.3296218,0.0422896
36,2.1701522,2.0886617,"('hostile', 'amicable')",1.4913986,1.3821166,2.6756155,2.5800958,-0.13271658,-0.28202543,1.5511124,1.4422121,-0.1089003
