,equity_male,equity_female,tuple,residential_male,residential_female,average_male,average_female,female-male
0,-0.25731844,-0.41969362,"('unsociable', 'sociable')",0.42682144,0.35951263,0.0847515,-0.0300905,-0.114842
1,0.81135666,0.7706107,"('unfriendly', 'friendly')",1.7100828,1.6545774,1.2607198,1.212594,-0.0481258
2,1.6978586,1.9079462,"('unlikable', 'likable')",0.35165513,0.5275581,1.0247569,1.2177522,0.1929953
3,-0.14295632,0.035977922,"('repellent', 'pleasant')",0.060885902,0.17623499,-0.0410352,0.1061065,0.1471417
4,0.17752592,0.20646198,"('disliked', 'liked')",-7.0014677,-7.1000524,-3.4119709,-3.4467952,-0.0348243
5,0.9803613,1.0604038,"('distant', 'outgoing')",-0.16465077,-0.12669542,0.4078553,0.4668542,0.0589989
6,0.90111864,1.0211893,"('distant', 'open')",0.033877313,0.103830636,0.467498,0.56251,0.095012
7,0.30943713,0.28790092,"('insensitive', 'sensitive')",1.3800939,1.4977692,0.8447655,0.8928351,0.0480696
8,0.6438189,0.68482983,"('unaffectionate', 'affectionate')",1.1414095,1.085339,0.8926142,0.8850844,-0.0075298
9,1.6506732,1.6883006,"('unaffectionate', 'caring')",2.190988,2.205259,1.9208306,1.9467798,0.0259492
10,-0.17304394,-0.19857667,"('unsympathetic', 'sympathetic')",0.45509404,0.5455611,0.1410251,0.1734922,0.0324671
11,0.25795406,0.3384973,"('unhelpful', 'helpful')",2.4270504,2.502066,1.3425022,1.4202816,0.0777794
12,1.4148574,1.575709,"('unsupportive', 'supportive')",-0.78991127,-0.696997,0.3124731,0.439356,0.1268829
13,-0.28229192,-0.44172198,"('impolite', 'polite')",-0.056143638,0.010889202,-0.1692178,-0.2154164,-0.0461986
14,0.75583076,0.6105091,"('antisocial', 'social')",0.4832106,0.4147968,0.6195207,0.5126529,-0.1068678
15,1.8484044,1.656869,"('boring', 'funny')",0.3401637,0.2983013,1.0942841,0.9775852,-0.1166989
16,-1.3327354,-1.1679053,"('unpopular', 'popular')",-0.20829159,-0.112792596,-0.7705135,-0.640349,0.1301645
17,0.82818586,0.91802675,"('nasty', 'nice')",0.2626734,0.28036293,0.5454296,0.5991948,0.0537652
18,0.42678893,0.7176179,"('disagreeable', 'welcoming')",0.059927057,0.1689053,0.243358,0.4432616,0.1999036
19,0.2979635,0.4604938,"('inhospitable', 'hospitable')",-0.095405094,0.014327459,0.1012792,0.2374106,0.1361314
20,0.2578893,0.29470402,"('rough', 'thoughtful')",0.101432115,0.058666863,0.1796607,0.1766854,-0.0029753
21,-0.034310505,0.11856033,"('immoral', 'moral')",-0.5916539,-0.31018522,-0.3129822,-0.0958124,0.2171698
22,-0.82162,-0.7840012,"('untrustworthy', 'trustworthy')",-0.6920014,-0.6543831,-0.7568107,-0.7191921,0.0376186
23,0.9591943,0.998228,"('insincere', 'sincere')",7.1596103,7.2576704,4.0594025,4.1279492,0.0685467
24,0.7081084,0.76168597,"('dishonest', 'honest')",1.391632,1.3526388,1.0498703,1.0571624,0.0072921
25,0.11596948,0.21330583,"('egoistic', 'altruistic')",0.7732697,0.7539155,0.4446196,0.4836107,0.0389911
26,2.7662523,2.5711973,"('hardhearted', 'benevolent')",2.0971274,1.9516164,2.4316897,2.2614069,-0.1702828
27,1.2320185,1.2185184,"('hardhearted', 'softhearted')",1.2530338,1.2010976,1.2425261,1.209808,-0.0327181
28,-0.005507525,-0.12817241,"('disloyal', 'loyal')",1.4142675,1.3073094,0.70438,0.5895685,-0.1148115
29,-0.815824,-0.83870685,"('unfair', 'fair')",-0.8028017,-0.9362718,-0.8093128,-0.8874893,-0.0781765
30,1.0652076,1.1764582,"('intolerant', 'tolerant')",1.236811,1.3454465,1.1510093,1.2609524,0.1099431
31,-0.67479855,-0.5312527,"('evil', 'good')",-1.1309075,-1.1404476,-0.902853,-0.8358501,0.0670029
32,0.48714906,0.42306173,"('unkind', 'kind')",1.4143922,1.4394827,0.9507706,0.9312722,-0.0194984
33,1.3478031,1.3273056,"('wrong', 'right')",0.4653976,0.3916839,0.9066004,0.8594947,-0.0471057
34,1.2759767,1.5684025,"('mean', 'honorable')",5.0981383,5.293275,3.1870575,3.4308386,0.2437811
35,0.27489597,0.104052275,"('corrupt', 'incorrupt')",-0.86638695,-1.0480187,-0.2957455,-0.4719832,-0.1762377
36,1.1026367,1.1599512,"('hostile', 'amicable')",-0.53261006,-0.6268939,0.2850133,0.2665287,-0.0184846
37,-0.46785986,-0.5245665,"('fake', 'genuine')",0.8336903,0.8361541,0.1829152,0.1557938,-0.0271214
38,0.25155425,0.2989849,"('untruthful', 'truthful')",0.8009973,0.8348238,0.5262758,0.5669043,0.0406285
39,1.073722,1.2524004,"('exploitative', 'cooperative')",0.61324286,0.6519181,0.8434824,0.9521593,0.1086769
40,0.7757632,0.7904699,"('stingy', 'generous')",-1.8957117,-1.979842,-0.5599742,-0.594686,-0.0347118
41,0.24508268,0.29371184,"('unforgiving', 'forgiving')",0.61957556,0.6202133,0.4323291,0.4569626,0.0246335
42,0.24911755,0.408355,"('unreliable', 'reliable')",-3.1869624,-3.0728173,-1.4689224,-1.3322312,0.1366912
43,0.9102875,1.0169268,"('irresponsible', 'responsible')",1.7862171,1.8519967,1.3482523,1.4344617,0.0862094
44,-1.3050133,-1.17779,"('prejudiced', 'unprejudiced')",-1.5457609,-1.4805977,-1.4253871,-1.3291938,0.0961933
45,-0.69571644,-0.7374235,"('incompetent', 'competent')",0.6326927,0.6246522,-0.0315119,-0.0563856,-0.0248737
46,-0.37687483,-0.402444,"('uncompetitive', 'competitive')",-0.74992746,-0.7943781,-0.5634012,-0.5984111,-0.0350099
47,0.38545993,0.3938636,"('stupid', 'smart')",5.5210276,5.65108,2.9532437,3.0224719,0.0692282
48,-0.32748997,-0.3476763,"('unintelligent', 'intelligent')",0.069215804,0.1309799,-0.1291371,-0.1083482,0.0207889
49,-0.10505551,0.048733264,"('unable', 'able')",-0.70695466,-0.556722,-0.4060051,-0.2539943,0.1520108
50,0.22461756,0.27821302,"('clumsy', 'skillful')",0.0016482398,0.05541832,0.1131329,0.1668157,0.0536828
51,-0.8300249,-0.92737806,"('uneducated', 'educated')",0.2991296,0.3157239,-0.2654476,-0.3058271,-0.0403795
52,0.6449785,0.64115036,"('irrational', 'rational')",0.087490685,-0.01098023,0.3662346,0.3150851,-0.0511495
53,-0.13185291,-0.14246951,"('uncreative', 'creative')",0.12540443,0.13436568,-0.0032242,-0.0040519,-0.0008277
54,0.75550383,0.7233686,"('incapable', 'capable')",1.4108804,1.4228423,1.0831921,1.0731055,-0.0100866
55,-0.4671916,-0.45638976,"('incompetent', 'clever')",-0.032885216,0.091646604,-0.2500384,-0.1823716,0.0676668
56,0.22255462,0.20299569,"('impractical', 'practical')",0.25831336,0.36071375,0.240434,0.2818547,0.0414207
57,0.016228493,-0.16288576,"('unimaginative', 'imaginative')",-2.537796,-2.6160839,-1.2607838,-1.3894848,-0.128701
58,0.80498743,0.7267494,"('undiscriminating', 'discriminating')",0.6145419,0.5359048,0.7097647,0.6313272,-0.0784375
59,1.0724417,1.1144005,"('foolish', 'wise')",0.39551976,0.40792853,0.7339807,0.7611645,0.0271838
60,-0.18456137,-0.06753833,"('inefficient', 'efficient')",0.33789912,0.5923791,0.0766689,0.2624204,0.1857515
61,1.0271105,0.9541087,"('illogical', 'logical')",0.48590365,0.37601173,0.756507,0.6650602,-0.0914468
62,0.40791377,0.483872,"('incompetent', 'brilliant')",0.5636957,0.72823083,0.4858047,0.6060514,0.1202467
63,0.5114506,0.57122314,"('unperceptive', 'insightful')",0.8483099,0.9952252,0.6798803,0.7832242,0.1033439
64,-0.7140446,-0.72661287,"('shy', 'confident')",-6.8374043,-6.815593,-3.7757244,-3.7711029,0.0046215
65,0.20527177,0.18304086,"('insecure', 'secure')",-0.29349273,-0.23606889,-0.0441105,-0.026514,0.0175965
66,1.1052375,0.9580914,"('inactive', 'active')",0.86173624,0.67000574,0.9834869,0.8140485,-0.1694384
67,-0.02900823,-0.056493334,"('doubtful', 'determined')",-0.20067337,-0.106758125,-0.1148408,-0.0816257,0.0332151
68,-1.3478798,-1.2728437,"('dependent', 'independent')",-1.7302917,-1.625723,-1.5390857,-1.4492834,0.0898023
69,0.7277991,0.81842417,"('lazy', 'industrious')",-1.2678218,-1.2740953,-0.2700113,-0.2278356,0.0421757
70,0.6030291,0.6081862,"('lethargic', 'energetic')",0.7412958,0.70873237,0.6721624,0.6584593,-0.0137031
71,1.7144434,1.7340355,"('diffident', 'self-confident')",1.151985,1.1909891,1.4332142,1.4625123,0.0292981
72,0.69158924,0.61447483,"('unambitious', 'ambitious')",0.48750755,0.5182492,0.5895484,0.566362,-0.0231864
73,1.2929494,1.4158771,"('helpless', 'self-reliant')",-3.2914815,-3.2487738,-0.999266,-0.9164484,0.0828176
74,0.46485236,0.5384552,"('undedicated', 'dedicated')",0.23185244,0.3074702,0.3483524,0.4229627,0.0746103
75,-0.18278511,-0.25544903,"('meek', 'impulsive')",-1.0890855,-1.1697954,-0.6359353,-0.7126222,-0.0766869
76,0.053339835,0.059277218,"('anxious', 'daring')",-0.022339236,0.07246201,0.0155003,0.0658696,0.0503693
77,-0.291348,-0.14605847,"('unmotivated', 'motivated')",-1.4071245,-1.2522912,-0.8492362,-0.6991748,0.1500614
