,bank_male,bank_female,tuple,of_male,of_female,america_male,america_female,corp_male,corp_female,average_male,average_female,female-male
0,0.6726263,0.6941457,"('unsociable', 'sociable')",-0.9057876,-1.1042528,-0.73736286,-0.8594264,-0.45711145,-0.5844275,-0.3569089,-0.4634902,-0.1065813
1,1.3165501,1.2965364,"('unfriendly', 'friendly')",-0.8098851,-0.8538188,0.34842178,0.37986046,1.5079207,1.484692,0.5907519,0.5768175,-0.0139344
2,1.61967,1.6781156,"('unlikable', 'likable')",1.2296202,1.2082226,1.5362371,1.5928926,0.89125735,1.0149277,1.3191962,1.3735397,0.0543435
3,-0.32146955,-0.14673202,"('repellent', 'pleasant')",-1.1194965,-1.0356699,-0.9343202,-0.8649093,0.6533179,0.7157195,-0.430492,-0.332898,0.097594
4,-0.3423187,-0.4051437,"('disliked', 'liked')",1.1086992,1.2117772,0.590773,0.6939916,-6.849707,-6.8379407,-1.3731384,-1.3343289,0.0388095
5,0.5105687,0.48449925,"('distant', 'outgoing')",-0.27930444,-0.24443653,0.43653724,0.49199992,-0.2947187,-0.18817028,0.0932707,0.1359731,0.0427024
6,0.10175836,0.17002541,"('distant', 'open')",-0.7289266,-0.67866313,0.65587616,0.74895,-0.3355481,-0.2571826,-0.07671,-0.0042176,0.0724924
7,0.6194934,0.8468503,"('insensitive', 'sensitive')",-0.6405513,-0.6484668,-0.54675734,-0.545465,0.41963404,0.46109194,-0.0370453,0.0285026,0.0655479
8,0.5756019,0.5418431,"('unaffectionate', 'affectionate')",-0.18594664,-0.1464933,0.32726896,0.4249345,0.46271643,0.48981285,0.2949102,0.3275243,0.0326141
9,1.5975996,1.6952264,"('unaffectionate', 'caring')",-0.72097415,-0.6981893,0.395567,0.452023,1.3950448,1.5099374,0.6668093,0.7397494,0.0729401
10,-0.15621749,0.03860317,"('unsympathetic', 'sympathetic')",-1.5036451,-1.6013714,-0.43475443,-0.47726786,-0.44012192,-0.4654431,-0.6336847,-0.6263698,0.0073149
11,0.55933046,0.64725125,"('unhelpful', 'helpful')",-0.8918881,-0.91837245,0.157906,0.092634454,2.1896472,2.247614,0.5037489,0.5172818,0.0135329
12,1.1063417,1.318011,"('unsupportive', 'supportive')",0.13900656,0.27782926,0.50644666,0.5693233,-2.1187708,-2.0200584,-0.091744,0.0362763,0.1280203
13,1.1510011,1.2194614,"('impolite', 'polite')",-0.6337795,-0.7201454,0.018491823,-0.08024506,-0.644555,-0.6189493,-0.0272104,-0.0499696,-0.0227592
14,1.2426645,1.3181729,"('antisocial', 'social')",0.16224107,0.17763568,0.07378873,0.01035196,-0.15691228,-0.16510403,0.3304455,0.3352641,0.0048186
15,1.0152884,0.9295386,"('boring', 'funny')",0.30050412,0.1844447,0.2918142,0.26708055,0.19612475,0.2381019,0.4509329,0.4047914,-0.0461415
16,-0.4526082,-0.3904161,"('unpopular', 'popular')",-0.47121844,-0.36046776,-0.49203387,-0.43362397,0.08239132,0.08270492,-0.3333673,-0.2754507,0.0579166
17,-0.05066748,0.017521916,"('nasty', 'nice')",-0.29939547,-0.17570366,-0.24066782,-0.17421271,-0.25898194,-0.21855769,-0.2124282,-0.137738,0.0746902
18,-0.118079625,-0.13483538,"('disagreeable', 'welcoming')",1.1286513,1.2484115,1.3217363,1.3762552,-0.62936765,-0.61951214,0.4257351,0.4675798,0.0418447
19,-0.3194188,-0.36558327,"('inhospitable', 'hospitable')",-0.69626313,-0.7069615,0.5309479,0.5521909,-0.40889555,-0.3671116,-0.2234074,-0.2218664,0.001541
