,garden_male,garden_female,tuple,average_male,average_female,female-male
76,0.7567783,0.68015695,"('anxious', 'daring')",0.7567783,0.6801569,-0.0766214
77,-1.2822334,-1.2755975,"('unmotivated', 'motivated')",-1.2822334,-1.2755975,0.0066359
78,-0.5118469,-0.6304566,"('nonresilient', 'resilient')",-0.5118469,-0.6304566,-0.1186097
79,0.01097771,-0.054022893,"('wavering', 'unwavering')",0.0109777,-0.0540229,-0.0650006
80,-0.036819387,-0.1802034,"('dominated', 'dominating')",-0.0368194,-0.1802034,-0.143384
81,0.12606315,0.11044411,"('submissive', 'aggressive')",0.1260632,0.1104441,-0.0156191
82,5.773587,6.0203133,"('poor', 'rich')",5.7735872,6.0203133,0.2467261
83,-0.8056612,-0.8012064,"('powerless', 'powerful')",-0.8056612,-0.8012064,0.0044548
84,0.05806543,0.083167255,"('inferior', 'superior')",0.0580654,0.0831673,0.0251019
85,-1.1780407,-1.1586424,"('insignificant', 'prestigious')",-1.1780407,-1.1586424,0.0193983
86,0.2913227,0.21965623,"('uninfluential', 'influential')",0.2913227,0.2196562,-0.0716665
87,-0.2978146,-0.11463621,"('unsuccessful', 'successful')",-0.2978146,-0.1146362,0.1831784
88,-0.35545352,-0.35003924,"('low', 'eminent')",-0.3554535,-0.3500392,0.0054143
