,paccar_male,paccar_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.09792453,-0.061029576,"('unsociable', 'sociable')",0.04289617,-0.10143718,0.0704103,-0.0812334,-0.1516437
1,-0.13218577,-0.21381587,"('unfriendly', 'friendly')",1.6944392,1.5518345,0.7811267,0.6690093,-0.1121174
2,0.46521783,0.55023074,"('unlikable', 'likable')",0.7885908,0.84447986,0.6269043,0.6973553,0.070451
3,0.21187444,0.28332445,"('repellent', 'pleasant')",0.099476695,0.108826965,0.1556756,0.1960757,0.0404001
4,-0.32071403,-0.40526092,"('disliked', 'liked')",-5.89168,-5.9125714,-3.1061969,-3.1589162,-0.0527193
5,-0.49306732,-0.4664414,"('distant', 'outgoing')",-0.36669523,-0.40211537,-0.4298813,-0.4342784,-0.0043971
6,-1.2353777,-1.2550126,"('distant', 'open')",-0.038761854,-0.10961333,-0.6370698,-0.682313,-0.0452432
7,0.08047847,0.07148538,"('insensitive', 'sensitive')",0.22516598,0.25496882,0.1528222,0.1632271,0.0104049
8,-0.69966114,-0.7037871,"('unaffectionate', 'affectionate')",0.39016545,0.31266904,-0.1547478,-0.195559,-0.0408112
9,0.2154202,0.11182976,"('unaffectionate', 'caring')",0.73039925,0.6779535,0.4729097,0.3948916,-0.0780181
10,-0.5428253,-0.6296757,"('unsympathetic', 'sympathetic')",-0.54735315,-0.5490473,-0.5450892,-0.5893615,-0.0442723
11,0.3781488,0.3904346,"('unhelpful', 'helpful')",1.69841,1.7476282,1.0382794,1.0690314,0.030752
12,-0.039498717,0.049095504,"('unsupportive', 'supportive')",-1.8520119,-1.8233659,-0.9457553,-0.8871352,0.0586201
13,0.41299987,0.32350495,"('impolite', 'polite')",-0.44377398,-0.47920284,-0.0153871,-0.0778489,-0.0624618
14,0.61335695,0.6673181,"('antisocial', 'social')",-0.19760135,-0.26839322,0.2078778,0.1994624,-0.0084154
15,0.6649141,0.53319335,"('boring', 'funny')",0.6976666,0.6910577,0.6812903,0.6121255,-0.0691648
16,-1.2477524,-1.2010716,"('unpopular', 'popular')",0.4191711,0.46044287,-0.4142907,-0.3703144,0.0439763
17,0.05456092,0.11075937,"('nasty', 'nice')",-0.37501746,-0.33381155,-0.1602283,-0.1115261,0.0487022
18,-0.5242384,-0.5002309,"('disagreeable', 'welcoming')",-0.4014342,-0.48329595,-0.4628363,-0.4917634,-0.0289271
19,-0.7336391,-0.73071146,"('inhospitable', 'hospitable')",-0.014516722,0.053640306,-0.3740779,-0.3385356,0.0355423
20,0.39687204,0.40545055,"('rough', 'thoughtful')",1.1773294,1.118482,0.7871007,0.7619663,-0.0251344
21,1.1298982,1.0106002,"('immoral', 'moral')",-0.12021778,-0.10276058,0.5048402,0.4539198,-0.0509204
