,assignment_male,assignment_female,tuple,average_male,average_female,female-male
0,0.46675116,0.43981773,"('unsociable', 'sociable')",0.4667512,0.4398177,-0.0269335
1,0.8736071,0.8676146,"('unfriendly', 'friendly')",0.8736071,0.8676146,-0.0059925
2,-0.103420116,-0.02186044,"('unlikable', 'likable')",-0.1034201,-0.0218604,0.0815597
3,1.0960417,1.1732515,"('repellent', 'pleasant')",1.0960417,1.1732515,0.0772098
4,-7.675098,-7.6915374,"('disliked', 'liked')",-7.6750979,-7.6915374,-0.0164395
5,-1.0537453,-1.0935992,"('distant', 'outgoing')",-1.0537453,-1.0935992,-0.0398539
6,-0.6567323,-0.77430063,"('distant', 'open')",-0.6567323,-0.7743006,-0.1175683
7,1.5415416,1.6257722,"('insensitive', 'sensitive')",1.5415416,1.6257722,0.0842306
8,0.8705407,0.7565703,"('unaffectionate', 'affectionate')",0.8705407,0.7565703,-0.1139704
9,1.3190811,1.3804898,"('unaffectionate', 'caring')",1.3190811,1.3804898,0.0614087
10,1.5592625,1.5664504,"('unsympathetic', 'sympathetic')",1.5592625,1.5664504,0.0071879
11,2.0439353,2.1287284,"('unhelpful', 'helpful')",2.0439353,2.1287284,0.0847931
12,-1.3000746,-1.1898888,"('unsupportive', 'supportive')",-1.3000746,-1.1898888,0.1101858
13,0.37339413,0.39000732,"('impolite', 'polite')",0.3733941,0.3900073,0.0166132
14,0.5015041,0.46545348,"('antisocial', 'social')",0.5015041,0.4654535,-0.0360506
15,0.097072065,0.008245161,"('boring', 'funny')",0.0970721,0.0082452,-0.0888269
16,-0.8071521,-0.72404146,"('unpopular', 'popular')",-0.8071521,-0.7240415,0.0831106
17,-0.516459,-0.6551198,"('nasty', 'nice')",-0.516459,-0.6551198,-0.1386608
18,-0.5614784,-0.58475554,"('disagreeable', 'welcoming')",-0.5614784,-0.5847555,-0.0232771
19,-1.0692272,-1.0000813,"('inhospitable', 'hospitable')",-1.0692272,-1.0000813,0.0691459
20,0.8314885,0.6739754,"('rough', 'thoughtful')",0.8314885,0.6739754,-0.1575131
21,0.32636443,0.54114956,"('immoral', 'moral')",0.3263644,0.5411496,0.2147852
22,-0.08175288,-0.06488642,"('untrustworthy', 'trustworthy')",-0.0817529,-0.0648864,0.0168665
23,6.9376435,7.0860085,"('insincere', 'sincere')",6.9376435,7.0860085,0.148365
24,1.784253,1.728729,"('dishonest', 'honest')",1.784253,1.728729,-0.055524
25,0.61153173,0.5741421,"('egoistic', 'altruistic')",0.6115317,0.5741421,-0.0373896
26,1.113101,1.0023466,"('hardhearted', 'benevolent')",1.113101,1.0023466,-0.1107544
27,2.0606225,1.8549509,"('hardhearted', 'softhearted')",2.0606225,1.8549509,-0.2056716
28,1.2151288,1.081996,"('disloyal', 'loyal')",1.2151288,1.081996,-0.1331328
29,-0.8217882,-1.129515,"('unfair', 'fair')",-0.8217882,-1.1295151,-0.3077269
30,1.1754932,1.2894197,"('intolerant', 'tolerant')",1.1754932,1.2894197,0.1139265
31,-1.9539354,-2.0577693,"('evil', 'good')",-1.9539354,-2.0577693,-0.1038339
32,1.5312712,1.4694562,"('unkind', 'kind')",1.5312712,1.4694562,-0.061815
33,-0.6804483,-0.6977583,"('wrong', 'right')",-0.6804483,-0.6977583,-0.01731
34,4.9206657,5.244425,"('mean', 'honorable')",4.9206657,5.2444248,0.3237591
35,-1.4140576,-1.7243649,"('corrupt', 'incorrupt')",-1.4140576,-1.7243649,-0.3103073
36,-1.2250719,-1.3012097,"('hostile', 'amicable')",-1.2250719,-1.3012097,-0.0761378
37,0.9302957,0.78307354,"('fake', 'genuine')",0.9302957,0.7830735,-0.1472222
38,-0.4641116,-0.39835343,"('untruthful', 'truthful')",-0.4641116,-0.3983534,0.0657582
39,0.119027235,0.09781257,"('exploitative', 'cooperative')",0.1190272,0.0978126,-0.0212146
40,-1.1253055,-1.2789406,"('stingy', 'generous')",-1.1253055,-1.2789406,-0.1536351
41,0.5141029,0.3907339,"('unforgiving', 'forgiving')",0.5141029,0.3907339,-0.123369
42,-2.3495004,-2.409641,"('unreliable', 'reliable')",-2.3495004,-2.409641,-0.0601406
43,1.5193206,1.6379278,"('irresponsible', 'responsible')",1.5193206,1.6379278,0.1186072
44,-1.5198388,-1.7202888,"('prejudiced', 'unprejudiced')",-1.5198388,-1.7202888,-0.20045
45,0.4654677,0.4409755,"('incompetent', 'competent')",0.4654677,0.4409755,-0.0244922
46,-0.2136894,-0.07001166,"('uncompetitive', 'competitive')",-0.2136894,-0.0700117,0.1436777
47,4.992162,5.0812564,"('stupid', 'smart')",4.9921622,5.0812564,0.0890942
48,0.7638429,0.7281581,"('unintelligent', 'intelligent')",0.7638429,0.7281581,-0.0356848
49,0.018984023,0.17613854,"('unable', 'able')",0.018984,0.1761385,0.1571545
50,-0.566799,-0.55218184,"('clumsy', 'skillful')",-0.566799,-0.5521818,0.0146172
51,0.74179083,0.7933348,"('uneducated', 'educated')",0.7417908,0.7933348,0.051544
