,hurry_male,hurry_female,tuple,average_male,average_female,female-male
0,0.14248133,0.021995239,"('unsociable', 'sociable')",0.1424813,0.0219952,-0.1204861
1,0.8602443,0.8192761,"('unfriendly', 'friendly')",0.8602443,0.8192761,-0.0409682
2,0.1918696,0.4248171,"('unlikable', 'likable')",0.1918696,0.4248171,0.2329475
3,0.9572471,1.0570583,"('repellent', 'pleasant')",0.9572471,1.0570583,0.0998112
4,-6.923826,-7.1768622,"('disliked', 'liked')",-6.9238262,-7.1768622,-0.253036
5,-0.5359263,-0.42424214,"('distant', 'outgoing')",-0.5359263,-0.4242421,0.1116842
6,-0.07057672,-0.043479625,"('distant', 'open')",-0.0705767,-0.0434796,0.0270971
7,0.908682,0.88508767,"('insensitive', 'sensitive')",0.908682,0.8850877,-0.0235943
8,0.71980524,0.6523338,"('unaffectionate', 'affectionate')",0.7198052,0.6523338,-0.0674714
9,1.1945544,1.2680559,"('unaffectionate', 'caring')",1.1945544,1.2680559,0.0735015
10,1.1837249,1.2298845,"('unsympathetic', 'sympathetic')",1.1837249,1.2298845,0.0461596
11,1.518726,1.5526007,"('unhelpful', 'helpful')",1.518726,1.5526007,0.0338747
12,-1.5835887,-1.614925,"('unsupportive', 'supportive')",-1.5835887,-1.614925,-0.0313363
13,0.13076362,0.24245,"('impolite', 'polite')",0.1307636,0.24245,0.1116864
14,0.12538056,-0.01424402,"('antisocial', 'social')",0.1253806,-0.014244,-0.1396246
15,-0.02373118,-0.08560691,"('boring', 'funny')",-0.0237312,-0.0856069,-0.0618757
16,-0.3437734,-0.34997016,"('unpopular', 'popular')",-0.3437734,-0.3499702,-0.0061968
17,0.13966858,0.09351911,"('nasty', 'nice')",0.1396686,0.0935191,-0.0461495
18,-0.43931854,-0.45559356,"('disagreeable', 'welcoming')",-0.4393185,-0.4555936,-0.0162751
19,-0.9103571,-0.82914156,"('inhospitable', 'hospitable')",-0.9103571,-0.8291416,0.0812155
20,0.95140713,0.8530964,"('rough', 'thoughtful')",0.9514071,0.8530964,-0.0983107
21,-0.0342307,0.19034879,"('immoral', 'moral')",-0.0342307,0.1903488,0.2245795
22,0.0012292434,-0.0746094,"('untrustworthy', 'trustworthy')",0.0012292,-0.0746094,-0.0758386
23,5.494415,5.6679397,"('insincere', 'sincere')",5.4944148,5.6679397,0.1735249
24,1.3907403,1.3876814,"('dishonest', 'honest')",1.3907403,1.3876814,-0.0030589
25,0.4134742,0.42382884,"('egoistic', 'altruistic')",0.4134742,0.4238288,0.0103546
26,0.67032105,0.3685648,"('hardhearted', 'benevolent')",0.670321,0.3685648,-0.3017562
27,1.6130908,1.4435349,"('hardhearted', 'softhearted')",1.6130908,1.4435349,-0.1695559
28,0.95629776,0.9123185,"('disloyal', 'loyal')",0.9562978,0.9123185,-0.0439793
29,-0.35613576,-0.47856066,"('unfair', 'fair')",-0.3561358,-0.4785607,-0.1224249
30,0.5720139,0.6787366,"('intolerant', 'tolerant')",0.5720139,0.6787366,0.1067227
31,-1.4027486,-1.5307094,"('evil', 'good')",-1.4027486,-1.5307094,-0.1279608
32,1.1590537,1.0924872,"('unkind', 'kind')",1.1590537,1.0924872,-0.0665665
33,-0.37259218,-0.32707152,"('wrong', 'right')",-0.3725922,-0.3270715,0.0455207
34,3.9809296,4.2533627,"('mean', 'honorable')",3.9809296,4.2533627,0.2724331
35,-0.94682056,-1.1757991,"('corrupt', 'incorrupt')",-0.9468206,-1.1757991,-0.2289785
