,huntington_male,huntington_female,tuple,ingalls_male,ingalls_female,inds_male,inds_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.15692821,-0.13161153,"('unsociable', 'sociable')",-1.6295894,-1.7727212,-0.59979373,-0.6435856,-0.3780413,-0.5462343,-0.6910881,-0.7735382,-0.0824501
1,-0.089396,-0.09863651,"('unfriendly', 'friendly')",-1.6770456,-1.849726,-1.6642253,-1.7672008,1.4844922,1.3978536,-0.4865437,-0.5794274,-0.0928837
2,0.40062425,0.4991408,"('unlikable', 'likable')",0.40998498,0.497145,0.3784952,0.4798272,0.17260483,0.26839766,0.3404273,0.4361277,0.0957004
3,0.18114439,0.38316518,"('repellent', 'pleasant')",-0.9476466,-1.0162439,0.37937653,0.3371688,0.29389504,0.30589965,-0.0233077,0.0024974,0.0258051
4,-1.370398,-1.4179232,"('disliked', 'liked')",0.0009426847,-0.12297463,-0.83537865,-0.9949064,-6.2124186,-6.266995,-2.1043131,-2.2006998,-0.0963867
5,-1.0810683,-1.1526058,"('distant', 'outgoing')",-0.009208003,-0.014326101,-1.5259776,-1.5401059,-0.687049,-0.6224514,-0.8258257,-0.8323723,-0.0065466
6,-1.40537,-1.4323255,"('distant', 'open')",0.019532356,0.060691312,-1.0087067,-1.0601549,-0.06254135,0.0027955398,-0.6142714,-0.6072484,0.007023
7,1.8746196,1.9706593,"('insensitive', 'sensitive')",-0.5791981,-0.61295223,-0.0972276,-0.0645148,0.7064301,0.70192754,0.476156,0.49878,0.022624
8,0.24440719,0.25858462,"('unaffectionate', 'affectionate')",-0.34193474,-0.355163,-2.0608559,-2.1103442,0.38432893,0.31765148,-0.4435136,-0.4723178,-0.0288042
9,0.7866382,0.77330834,"('unaffectionate', 'caring')",-0.56325155,-0.6485137,-1.2706463,-1.3661854,1.0017228,0.92740536,-0.0113842,-0.0784963,-0.0671121
10,0.8905758,1.0127678,"('unsympathetic', 'sympathetic')",-2.4721375,-2.549154,-0.60622513,-0.65813565,-0.009204317,-0.11045063,-0.5492477,-0.5762432,-0.0269955
11,-0.4032865,-0.3716101,"('unhelpful', 'helpful')",-1.0503063,-1.1040936,-0.6363748,-0.67571276,1.8585465,1.8479245,-0.0578552,-0.075873,-0.0180178
12,0.8755041,1.00642,"('unsupportive', 'supportive')",-0.78084135,-0.82239336,-1.3210858,-1.3199863,-1.8450506,-1.8845931,-0.7678684,-0.7551382,0.0127302
13,-0.08276498,-0.17050084,"('impolite', 'polite')",-1.219409,-1.2571743,0.86485857,0.9420166,-0.058927506,-0.10727205,-0.1240607,-0.1482326,-0.0241719
14,0.73414886,0.8232549,"('antisocial', 'social')",-0.64095557,-0.5894898,0.8582052,0.99635094,-0.52192634,-0.5707727,0.107368,0.1648358,0.0574678
