,altera_male,altera_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.2512816,-0.5282688,"('unsociable', 'sociable')",-0.36415,-0.5304144,-0.3077158,-0.5293416,-0.2216258
1,-1.5571263,-1.4803559,"('unfriendly', 'friendly')",1.27481,1.0075852,-0.1411582,-0.2363853,-0.0952271
2,0.09981457,-0.20289364,"('unlikable', 'likable')",0.70478994,0.583751,0.4023023,0.1904287,-0.2118736
3,0.057998583,0.27053273,"('repellent', 'pleasant')",1.0635164,1.0753454,0.5607575,0.6729391,0.1121816
4,-0.74261767,-0.66146135,"('disliked', 'liked')",-6.5185246,-6.450001,-3.6305711,-3.5557311,0.07484
5,-1.2513944,-1.1431043,"('distant', 'outgoing')",-0.39447695,-0.35097665,-0.8229357,-0.7470405,0.0758952
6,-1.4436305,-1.2371354,"('distant', 'open')",-0.4608635,-0.48836097,-0.952247,-0.8627482,0.0894988
7,-0.12134133,-0.09672202,"('insensitive', 'sensitive')",0.1633096,0.23435253,0.0209841,0.0688153,0.0478312
8,-0.6274299,-0.60940963,"('unaffectionate', 'affectionate')",0.8388544,0.6273118,0.1057122,0.0089511,-0.0967611
9,-0.9974586,-0.8877567,"('unaffectionate', 'caring')",1.0521609,0.9983112,0.0273511,0.0552773,0.0279262
10,-0.2425287,-0.50031924,"('unsympathetic', 'sympathetic')",-0.98024946,-1.1455353,-0.6113891,-0.8229273,-0.2115382
11,0.18902622,0.01287742,"('unhelpful', 'helpful')",1.118338,1.2271239,0.6536821,0.6200007,-0.0336814
12,-0.12925933,0.0021700673,"('unsupportive', 'supportive')",-2.1343977,-2.1148882,-1.1318285,-1.0563591,0.0754694
13,-0.46459633,-0.9934936,"('impolite', 'polite')",-1.186548,-1.1584449,-0.8255721,-1.0759692,-0.2503971
14,1.1848551,0.9997249,"('antisocial', 'social')",0.37015948,0.2761603,0.7775073,0.6379426,-0.1395647
15,-0.22542062,-0.4530403,"('boring', 'funny')",0.3533048,0.32683885,0.0639421,-0.0631007,-0.1270428
16,-1.5283134,-1.3937082,"('unpopular', 'popular')",0.27815062,0.24330363,-0.6250814,-0.5752023,0.0498791
17,-1.2244213,-1.1343359,"('nasty', 'nice')",-0.45695892,-0.4366788,-0.8406901,-0.7855073,0.0551828
18,-0.70331246,-0.49444565,"('disagreeable', 'welcoming')",-0.4946068,-0.45511943,-0.5989596,-0.4747825,0.1241771
19,-1.8803114,-1.8320628,"('inhospitable', 'hospitable')",-0.68574977,-0.6967841,-1.2830305,-1.2644235,0.018607
20,0.49295565,0.44242242,"('rough', 'thoughtful')",0.73362476,0.6087554,0.6132902,0.5255889,-0.0877013
21,0.4328995,0.06226944,"('immoral', 'moral')",-0.24405518,-0.22893907,0.0944222,-0.0833348,-0.177757
22,0.2699247,0.07338211,"('untrustworthy', 'trustworthy')",-0.9733219,-1.0496508,-0.3516986,-0.4881343,-0.1364357
23,-0.305017,-0.28851566,"('insincere', 'sincere')",5.209032,5.2485933,2.4520075,2.4800389,0.0280314
24,-0.7699239,-1.1881033,"('dishonest', 'honest')",0.2300391,0.2413711,-0.2699424,-0.4733661,-0.2034237
25,-0.45189717,-0.36430728,"('egoistic', 'altruistic')",1.7944676,1.6381341,0.6712852,0.6369134,-0.0343718
26,0.013062572,-0.18451293,"('hardhearted', 'benevolent')",1.8818936,1.5040979,0.9474781,0.6597925,-0.2876856
27,-0.039470147,0.0060891304,"('hardhearted', 'softhearted')",1.2069997,1.0634805,0.5837647,0.5347848,-0.0489799
28,-0.69966614,-0.70587814,"('disloyal', 'loyal')",0.9702846,0.964951,0.1353092,0.1295364,-0.0057728
29,-0.79258,-0.63714033,"('unfair', 'fair')",-0.38300058,-0.48905772,-0.5877903,-0.563099,0.0246913
30,0.42667362,0.1691964,"('intolerant', 'tolerant')",0.85339934,0.8644424,0.6400365,0.5168194,-0.1232171
31,-1.8963293,-1.5991739,"('evil', 'good')",-0.5596867,-0.6957499,-1.228008,-1.1474619,0.0805461
32,-0.21527767,-0.50789773,"('unkind', 'kind')",0.52590907,0.28541225,0.1553157,-0.1112427,-0.2665584
33,-0.4474512,-0.48519635,"('wrong', 'right')",-0.44396603,-0.47905242,-0.4457086,-0.4821244,-0.0364158
34,-0.19837266,-0.11566776,"('mean', 'honorable')",5.095959,5.3126955,2.4487932,2.5985138,0.1497206
35,-1.142584,-0.97641814,"('corrupt', 'incorrupt')",-0.40794387,-0.4387852,-0.7752639,-0.7076017,0.0676622
36,-1.4105917,-1.185291,"('hostile', 'amicable')",-0.0580203,-0.20309691,-0.734306,-0.694194,0.040112
37,0.17665607,0.08445463,"('fake', 'genuine')",0.017905638,0.005020762,0.0972809,0.0447377,-0.0525432
38,-0.5163477,-0.467655,"('untruthful', 'truthful')",-0.57188994,-0.4920796,-0.5441188,-0.4798673,0.0642515
39,-0.35508367,-0.39239696,"('exploitative', 'cooperative')",0.24716094,0.17491244,-0.0539614,-0.1087423,-0.0547809
40,-0.013433639,0.0018849624,"('stingy', 'generous')",-1.7135353,-1.7757063,-0.8634845,-0.8869107,-0.0234262
41,0.058039907,0.02109814,"('unforgiving', 'forgiving')",0.060373098,-0.019180134,0.0592065,0.000959,-0.0582475
42,0.33789504,0.37392676,"('unreliable', 'reliable')",-3.2509089,-3.258608,-1.456507,-1.4423406,0.0141664
43,0.24059238,-0.0064557865,"('irresponsible', 'responsible')",0.112282366,-0.07783407,0.1764374,-0.0421449,-0.2185823
44,-0.026638445,-0.40559143,"('prejudiced', 'unprejudiced')",-1.4350688,-1.5729837,-0.7308536,-0.9892876,-0.258434
45,-0.3207095,-0.3528458,"('incompetent', 'competent')",-0.0625501,-0.20104113,-0.1916298,-0.2769434,-0.0853136
46,0.22384943,0.021261588,"('uncompetitive', 'competitive')",-1.2432076,-1.2299527,-0.5096791,-0.6043456,-0.0946665
47,-0.25458476,-0.3537424,"('stupid', 'smart')",4.736384,4.729562,2.2408996,2.1879096,-0.05299
48,0.40166742,0.42023817,"('unintelligent', 'intelligent')",0.73743623,0.77966493,0.5695518,0.5999516,0.0303998
49,-0.12617119,0.21763363,"('unable', 'able')",-0.42456073,-0.16103634,-0.2753659,0.0282986,0.3036645
50,-0.72535,-0.31441155,"('clumsy', 'skillful')",-0.25116622,-0.21191137,-0.4882581,-0.2631615,0.2250966
51,-0.11927221,-0.26887023,"('uneducated', 'educated')",-0.019572094,-0.06504262,-0.0694222,-0.1669564,-0.0975342
52,-1.316914,-1.3348184,"('irrational', 'rational')",0.30815077,0.18491314,-0.5043816,-0.5749526,-0.070571
53,-1.8875136,-1.5698249,"('uncreative', 'creative')",0.20272592,0.12000763,-0.8423939,-0.7249086,0.1174853
54,-0.9580919,-0.8740716,"('incapable', 'capable')",0.6203057,0.5997012,-0.1688931,-0.1371852,0.0317079
55,0.47445682,0.38677087,"('incompetent', 'clever')",0.4069731,0.37911826,0.440715,0.3829446,-0.0577704
56,0.686666,0.54568994,"('impractical', 'practical')",-0.69564486,-0.67104113,-0.0044894,-0.0626756,-0.0581862
57,-0.058301248,-0.14591192,"('unimaginative', 'imaginative')",-2.8985398,-3.063511,-1.4784205,-1.6047114,-0.1262909
58,0.014873281,0.16188803,"('undiscriminating', 'discriminating')",0.41961193,0.34280354,0.2172426,0.2523458,0.0351032
59,-0.80450106,-0.4899602,"('foolish', 'wise')",0.0033402927,0.12944704,-0.4005804,-0.1802566,0.2203238
60,1.1529896,1.0858086,"('inefficient', 'efficient')",-0.25868386,-0.07215084,0.4471529,0.5068289,0.059676
61,-0.84911644,-1.0545073,"('illogical', 'logical')",0.4438154,0.18489702,-0.2026505,-0.4348051,-0.2321546
62,0.46528736,0.36331272,"('incompetent', 'brilliant')",0.27735096,0.441254,0.3713192,0.4022834,0.0309642
63,0.26884902,0.3442129,"('unperceptive', 'insightful')",0.09336306,0.16629444,0.181106,0.2552537,0.0741477
64,0.007967945,-0.19802701,"('shy', 'confident')",-6.154148,-6.12415,-3.0730901,-3.1610885,-0.0879984
65,0.5175177,0.28818458,"('insecure', 'secure')",-0.25833818,-0.09430462,0.1295898,0.09694,-0.0326498
66,-1.657133,-1.8267672,"('inactive', 'active')",-0.22247799,-0.37236208,-0.9398055,-1.0995647,-0.1597592
67,0.4964878,0.30477425,"('doubtful', 'determined')",-0.5822316,-0.6523427,-0.0428719,-0.1737842,-0.1309123
68,0.15300004,0.22084427,"('dependent', 'independent')",-1.0417405,-0.87322885,-0.4443702,-0.3261923,0.1181779
69,-0.9323223,-0.7647364,"('lazy', 'industrious')",-0.58414847,-0.58923525,-0.7582354,-0.6769859,0.0812495
70,0.5746648,0.38938114,"('lethargic', 'energetic')",-0.1284302,-0.23503976,0.2231173,0.0771707,-0.1459466
71,-0.56433946,-0.5438527,"('diffident', 'self-confident')",0.20409413,0.21366803,-0.1801227,-0.1650923,0.0150304
72,0.6760119,0.6286783,"('unambitious', 'ambitious')",-0.28911704,-0.1889509,0.1934474,0.2198637,0.0264163
73,0.5553656,0.62554604,"('helpless', 'self-reliant')",-2.7200038,-2.5792425,-1.0823191,-0.9768482,0.1054709
74,0.39678955,0.5461101,"('undedicated', 'dedicated')",-0.23606247,-0.4338165,0.0803635,0.0561468,-0.0242167
75,-0.31222177,-0.30891705,"('meek', 'impulsive')",-0.75778615,-0.74030256,-0.535004,-0.5246098,0.0103942
76,0.664158,0.55712014,"('anxious', 'daring')",-0.39110383,-0.27322447,0.1365271,0.1419478,0.0054207
77,-0.5981658,-0.58340585,"('unmotivated', 'motivated')",-1.1414096,-0.967141,-0.8697877,-0.7752734,0.0945143
78,-0.04499594,0.0942323,"('nonresilient', 'resilient')",-0.10275808,-0.018947702,-0.073877,0.0376423,0.1115193
79,-1.8415447,-1.7899166,"('wavering', 'unwavering')",-0.6693704,-0.6271505,-1.2554576,-1.2085335,0.0469241
80,0.44381067,0.020569779,"('dominated', 'dominating')",-1.0234509,-0.9692894,-0.2898201,-0.4743598,-0.1845397
81,1.3421377,0.72024345,"('submissive', 'aggressive')",-0.6804537,-0.6072689,0.330842,0.0564873,-0.2743547
82,-0.6354647,-0.6277177,"('poor', 'rich')",5.8423443,5.856453,2.6034398,2.6143677,0.0109279
83,0.087283224,-0.14523341,"('powerless', 'powerful')",-0.9683011,-0.98515296,-0.440509,-0.5651932,-0.1246842
84,0.5540615,0.5395661,"('inferior', 'superior')",0.7187745,0.95238477,0.636418,0.7459754,0.1095574
85,-1.287898,-1.3362442,"('insignificant', 'prestigious')",0.15437919,-0.09059656,-0.5667593,-0.7134204,-0.1466611
86,-0.36259508,-0.47017118,"('uninfluential', 'influential')",-0.33845007,-0.5700739,-0.3505226,-0.5201225,-0.1695999
87,-0.4267736,-0.7283948,"('unsuccessful', 'successful')",0.89262116,0.9813103,0.2329238,0.1264578,-0.106466
88,-0.29498297,-0.38651797,"('low', 'eminent')",-0.45320058,-0.5051079,-0.3740918,-0.4458129,-0.0717211
