,idexx_male,idexx_female,tuple,laboratories_male,laboratories_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.8805197,-1.0689527,"('unsociable', 'sociable')",0.8510249,0.63706166,-0.4666548,-0.54680246,-0.1653832,-0.3262312,-0.160848
1,-2.269421,-2.4367573,"('unfriendly', 'friendly')",-0.40865004,-0.59523416,1.6408685,1.5264416,-0.3457342,-0.50185,-0.1561158
2,0.30146164,0.38380092,"('unlikable', 'likable')",0.19674297,0.26921973,0.6062274,0.70047635,0.368144,0.4511657,0.0830217
3,-0.29800498,-0.20424235,"('repellent', 'pleasant')",0.15905039,0.18481575,-0.103764005,0.039465472,-0.0809062,0.0066796,0.0875858
4,-0.61363614,-0.68517256,"('disliked', 'liked')",-0.5263556,-0.52705073,-5.7751136,-5.803331,-2.3050351,-2.3385181,-0.033483
5,-1.6452634,-1.6423938,"('distant', 'outgoing')",-1.556638,-1.4196736,-0.05993493,0.017627422,-1.0872788,-1.0148133,0.0724655
6,-1.7973025,-1.8018113,"('distant', 'open')",-1.8367031,-1.7189659,0.54395014,0.582265,-1.0300185,-0.9795041,0.0505144
7,-0.61697245,-0.53755623,"('insensitive', 'sensitive')",-0.27249765,-0.22319663,0.33392704,0.4442815,-0.185181,-0.1054905,0.0796905
8,-1.5972162,-1.6839141,"('unaffectionate', 'affectionate')",-0.5408113,-0.62645316,0.47286853,0.43438682,-0.555053,-0.6253268,-0.0702738
9,-1.9246643,-2.014733,"('unaffectionate', 'caring')",-0.2333745,-0.21495023,1.1054308,1.145722,-0.3508693,-0.3613205,-0.0104512
10,-1.1929754,-1.1482768,"('unsympathetic', 'sympathetic')",-0.001634567,-0.08150938,-0.3509655,-0.36216012,-0.5151918,-0.5306487,-0.0154569
11,-0.4072136,-0.39975205,"('unhelpful', 'helpful')",0.040815488,0.031646885,1.672246,1.7200985,0.4352826,0.4506644,0.0153818
12,-0.82000065,-0.8047237,"('unsupportive', 'supportive')",-0.06550554,0.09248306,-1.8364581,-1.7788215,-0.9073215,-0.8303541,0.0769674
13,-0.11127881,-0.16793622,"('impolite', 'polite')",0.23095693,0.099666946,-0.13786352,-0.12433932,-0.0060618,-0.0642029,-0.0581411
14,0.6441059,0.70634025,"('antisocial', 'social')",1.4578961,1.4658177,-0.5326314,-0.48073605,0.5231236,0.5638073,0.0406837
