,keycorp_male,keycorp_female,tuple,average_male,average_female,female-male
0,-0.31563264,-0.47277457,"('unsociable', 'sociable')",-0.3156326,-0.4727746,-0.157142
1,1.2821485,1.2562015,"('unfriendly', 'friendly')",1.2821485,1.2562015,-0.025947
2,1.3319697,1.3832666,"('unlikable', 'likable')",1.3319697,1.3832666,0.0512969
3,0.10764493,0.21906047,"('repellent', 'pleasant')",0.1076449,0.2190605,0.1114156
4,-3.7658246,-3.8850994,"('disliked', 'liked')",-3.7658246,-3.8850994,-0.1192748
5,0.10669256,0.1213281,"('distant', 'outgoing')",0.1066926,0.1213281,0.0146355
6,-0.1565581,-0.07328591,"('distant', 'open')",-0.1565581,-0.0732859,0.0832722
7,0.5317444,0.5489847,"('insensitive', 'sensitive')",0.5317444,0.5489847,0.0172403
8,0.5936558,0.55390745,"('unaffectionate', 'affectionate')",0.5936558,0.5539075,-0.0397483
9,1.1908841,1.2071806,"('unaffectionate', 'caring')",1.1908841,1.2071806,0.0162965
10,-0.24737605,-0.17832676,"('unsympathetic', 'sympathetic')",-0.2473761,-0.1783268,0.0690493
11,1.8572055,1.8918675,"('unhelpful', 'helpful')",1.8572055,1.8918675,0.034662
12,-0.54242754,-0.52516234,"('unsupportive', 'supportive')",-0.5424275,-0.5251623,0.0172652
13,-0.2602521,-0.3717449,"('impolite', 'polite')",-0.2602521,-0.3717449,-0.1114928
14,0.035557456,-0.10700276,"('antisocial', 'social')",0.0355575,-0.1070028,-0.1425603
15,0.4494851,0.33564347,"('boring', 'funny')",0.4494851,0.3356435,-0.1138416
16,-0.050542943,-0.044208944,"('unpopular', 'popular')",-0.0505429,-0.0442089,0.006334
17,-0.68095636,-0.61500996,"('nasty', 'nice')",-0.6809564,-0.61501,0.0659464
18,-0.10918203,-0.0912233,"('disagreeable', 'welcoming')",-0.109182,-0.0912233,0.0179587
19,-0.65773,-0.56282675,"('inhospitable', 'hospitable')",-0.65773,-0.5628268,0.0949032
20,0.18177418,0.1821559,"('rough', 'thoughtful')",0.1817742,0.1821559,0.0003817
21,-0.14604537,-0.0659831,"('immoral', 'moral')",-0.1460454,-0.0659831,0.0800623
22,-0.53780276,-0.54517114,"('untrustworthy', 'trustworthy')",-0.5378028,-0.5451711,-0.0073683
23,3.475501,3.4791436,"('insincere', 'sincere')",3.4755011,3.4791436,0.0036425
24,0.9562132,0.9840482,"('dishonest', 'honest')",0.9562132,0.9840482,0.027835
