,travel_male,travel_female,tuple,average_male,average_female,female-male
0,0.25106904,0.031678967,"('unsociable', 'sociable')",0.251069,0.031679,-0.21939
1,1.9342622,1.8863047,"('unfriendly', 'friendly')",1.9342622,1.8863047,-0.0479575
2,0.77687335,0.95993733,"('unlikable', 'likable')",0.7768734,0.9599373,0.1830639
3,0.03840219,0.04165313,"('repellent', 'pleasant')",0.0384022,0.0416531,0.0032509
4,-6.688607,-6.6826468,"('disliked', 'liked')",-6.6886072,-6.6826468,0.0059604
5,0.2081764,0.31541988,"('distant', 'outgoing')",0.2081764,0.3154199,0.1072435
6,0.29251873,0.38260233,"('distant', 'open')",0.2925187,0.3826023,0.0900836
7,0.59153074,0.5968397,"('insensitive', 'sensitive')",0.5915307,0.5968397,0.005309
8,1.3457273,1.3168352,"('unaffectionate', 'affectionate')",1.3457273,1.3168352,-0.0288921
9,2.1372914,2.1981988,"('unaffectionate', 'caring')",2.1372914,2.1981988,0.0609074
10,0.32002732,0.29473963,"('unsympathetic', 'sympathetic')",0.3200273,0.2947396,-0.0252877
11,2.391834,2.4936047,"('unhelpful', 'helpful')",2.391834,2.4936047,0.1017707
12,-1.2108155,-1.1799084,"('unsupportive', 'supportive')",-1.2108155,-1.1799084,0.0309071
13,0.08078492,0.033890083,"('impolite', 'polite')",0.0807849,0.0338901,-0.0468948
14,0.14840381,-0.033358093,"('antisocial', 'social')",0.1484038,-0.0333581,-0.1817619
15,0.06422503,0.11608927,"('boring', 'funny')",0.064225,0.1160893,0.0518643
16,0.27935165,0.36361396,"('unpopular', 'popular')",0.2793517,0.363614,0.0842623
17,-0.14754845,-0.14517412,"('nasty', 'nice')",-0.1475485,-0.1451741,0.0023744
18,-0.9248051,-0.8887671,"('disagreeable', 'welcoming')",-0.9248051,-0.8887671,0.036038
19,-0.6022351,-0.47943047,"('inhospitable', 'hospitable')",-0.6022351,-0.4794305,0.1228046
20,0.3715831,0.3328484,"('rough', 'thoughtful')",0.3715831,0.3328484,-0.0387347
21,-0.56509584,-0.32771802,"('immoral', 'moral')",-0.5650958,-0.327718,0.2373778
22,-0.705134,-0.7550691,"('untrustworthy', 'trustworthy')",-0.705134,-0.7550691,-0.0499351
23,6.4131575,6.395643,"('insincere', 'sincere')",6.4131575,6.3956432,-0.0175143
24,1.647315,1.6141859,"('dishonest', 'honest')",1.647315,1.6141859,-0.0331291
25,0.9800364,0.9435376,"('egoistic', 'altruistic')",0.9800364,0.9435376,-0.0364988
26,1.3140252,1.1152353,"('hardhearted', 'benevolent')",1.3140252,1.1152353,-0.1987899
27,0.7686209,0.7049664,"('hardhearted', 'softhearted')",0.7686209,0.7049664,-0.0636545
28,1.4200392,1.2954158,"('disloyal', 'loyal')",1.4200392,1.2954158,-0.1246234
29,-0.38341638,-0.6010944,"('unfair', 'fair')",-0.3834164,-0.6010944,-0.217678
30,1.2451851,1.3099662,"('intolerant', 'tolerant')",1.2451851,1.3099662,0.0647811
31,-1.5746084,-1.67669,"('evil', 'good')",-1.5746084,-1.67669,-0.1020816
32,1.1810477,1.0839238,"('unkind', 'kind')",1.1810477,1.0839238,-0.0971239
33,0.47481853,0.42786637,"('wrong', 'right')",0.4748185,0.4278664,-0.0469521
34,4.88277,5.0516996,"('mean', 'honorable')",4.8827701,5.0516996,0.1689295
35,-1.0600019,-1.2465292,"('corrupt', 'incorrupt')",-1.0600019,-1.2465292,-0.1865273
36,-0.42562354,-0.562214,"('hostile', 'amicable')",-0.4256235,-0.562214,-0.1365905
37,0.41139898,0.37100613,"('fake', 'genuine')",0.411399,0.3710061,-0.0403929
38,0.8322452,0.8427654,"('untruthful', 'truthful')",0.8322452,0.8427654,0.0105202
39,0.2566745,0.23638429,"('exploitative', 'cooperative')",0.2566745,0.2363843,-0.0202902
40,-2.1826534,-2.3269057,"('stingy', 'generous')",-2.1826534,-2.3269057,-0.1442523
41,0.3699546,0.31363025,"('unforgiving', 'forgiving')",0.3699546,0.3136303,-0.0563243
42,-2.4989405,-2.3436794,"('unreliable', 'reliable')",-2.4989405,-2.3436794,0.1552611
