,macerich_male,macerich_female,tuple,co_male,co_female,average_male,average_female,female-male
0,-0.028346306,-0.33118942,"('unsociable', 'sociable')",0.25482854,0.19683571,0.1132411,-0.0671769,-0.180418
1,-0.84960145,-1.0828611,"('unfriendly', 'friendly')",1.3441842,1.0978663,0.2472914,0.0075026,-0.2397888
2,0.76774126,1.0343779,"('unlikable', 'likable')",0.8958176,1.1806815,0.8317794,1.1075296,0.2757502
3,-0.6390203,-0.5619088,"('repellent', 'pleasant')",0.36154643,0.4340615,-0.1387369,-0.0639236,0.0748133
4,0.35103804,0.30741966,"('disliked', 'liked')",-7.018893,-6.8352447,-3.3339274,-3.2639124,0.070015
5,-1.0379678,-1.0450536,"('distant', 'outgoing')",-0.75049233,-0.824703,-0.8942301,-0.9348783,-0.0406482
6,-1.5394143,-1.570495,"('distant', 'open')",-0.7079879,-0.88127697,-1.1237011,-1.225886,-0.1021849
7,0.21028964,0.071784444,"('insensitive', 'sensitive')",0.23140088,0.23086724,0.2208453,0.1513258,-0.0695195
8,-0.4459281,-0.45179084,"('unaffectionate', 'affectionate')",0.7705379,0.49961862,0.1623049,0.0239139,-0.138391
9,-0.40969336,-0.46116447,"('unaffectionate', 'caring')",1.1992382,0.97162175,0.3947724,0.2552286,-0.1395438
10,-0.17712016,-0.48336154,"('unsympathetic', 'sympathetic')",0.46412033,0.29905006,0.1435001,-0.0921557,-0.2356558
11,0.10943074,0.20512669,"('unhelpful', 'helpful')",2.456539,2.3909895,1.2829849,1.2980582,0.0150733
12,0.17404899,0.19175793,"('unsupportive', 'supportive')",-1.6165668,-1.5530638,-0.7212589,-0.6806529,0.040606
13,0.13450144,-0.009953044,"('impolite', 'polite')",0.1570259,0.26813704,0.1457637,0.129092,-0.0166717
14,0.4294399,0.33309403,"('antisocial', 'social')",0.28505886,0.39141685,0.3572494,0.3622555,0.0050061
15,0.21615234,0.0739046,"('boring', 'funny')",0.5994768,0.6584757,0.4078146,0.3661901,-0.0416245
16,-0.9276467,-0.58122486,"('unpopular', 'popular')",-0.30351496,-0.28872907,-0.6155808,-0.434977,0.1806038
17,0.106555924,0.03812506,"('nasty', 'nice')",-0.06842349,-0.15839405,0.0190662,-0.0601345,-0.0792007
18,-0.6343148,-0.59766686,"('disagreeable', 'welcoming')",-0.97342503,-0.96747905,-0.8038699,-0.782573,0.0212969
19,-0.4934764,-0.670616,"('inhospitable', 'hospitable')",-0.38759598,-0.45683724,-0.4405362,-0.5637266,-0.1231904
20,0.17819989,0.17574723,"('rough', 'thoughtful')",0.48049116,0.5374715,0.3293455,0.3566093,0.0272638
21,-0.5561678,-0.28850335,"('immoral', 'moral')",-0.66627574,-0.35777283,-0.6112218,-0.3231381,0.2880837
22,0.22230451,0.01450343,"('untrustworthy', 'trustworthy')",-0.2906539,-0.26875928,-0.0341747,-0.1271279,-0.0929532
23,-0.05599685,-0.18170084,"('insincere', 'sincere')",5.891581,5.697,2.9177921,2.7576497,-0.1601424
24,0.48798364,0.23490703,"('dishonest', 'honest')",1.1196107,1.0298542,0.8037971,0.6323806,-0.1714165
25,-0.35396355,-0.29268986,"('egoistic', 'altruistic')",0.6682026,0.57952946,0.1571195,0.1434198,-0.0136997
26,-0.10766958,-0.27501577,"('hardhearted', 'benevolent')",1.8033226,1.6252441,0.8478265,0.6751142,-0.1727123
27,-1.3815442,-1.4281696,"('hardhearted', 'softhearted')",0.7240621,0.5300057,-0.3287411,-0.449082,-0.1203409
28,-0.023524374,-0.20547234,"('disloyal', 'loyal')",1.031194,0.75018895,0.5038348,0.2723583,-0.2314765
29,-0.49471304,-0.6604203,"('unfair', 'fair')",-0.7600578,-0.9177107,-0.6273854,-0.7890655,-0.1616801
30,0.6493057,0.5564413,"('intolerant', 'tolerant')",0.81111133,1.0093449,0.7302085,0.7828931,0.0526846
31,-1.0176011,-0.94136155,"('evil', 'good')",-1.1730062,-1.3627467,-1.0953037,-1.1520541,-0.0567504
32,-0.42569524,-0.58931196,"('unkind', 'kind')",1.0990736,0.8622041,0.3366892,0.1364461,-0.2002431
33,0.21337637,0.2197059,"('wrong', 'right')",-0.6614341,-0.6678716,-0.2240289,-0.2240829,-5.4e-05
34,-0.26285678,-0.1125039,"('mean', 'honorable')",5.0021005,5.0723386,2.3696218,2.4799173,0.1102955
35,0.016705988,-0.08523307,"('corrupt', 'incorrupt')",-0.88597995,-1.0700327,-0.434637,-0.5776329,-0.1429959
36,-0.69589025,-0.83599764,"('hostile', 'amicable')",-0.3540541,-0.62632275,-0.5249722,-0.7311602,-0.206188
37,0.50563955,0.427999,"('fake', 'genuine')",0.15346256,0.18629545,0.329551,0.3071472,-0.0224038
38,-0.0065865135,0.03129315,"('untruthful', 'truthful')",0.2769254,0.34201607,0.1351694,0.1866546,0.0514852
39,0.7831264,0.9309823,"('exploitative', 'cooperative')",0.6008251,0.732152,0.6919757,0.8315672,0.1395915
40,0.4830412,0.29657716,"('stingy', 'generous')",-2.1977062,-2.247882,-0.8573325,-0.9756523,-0.1183198
41,0.17644987,0.03224147,"('unforgiving', 'forgiving')",0.5843024,0.5563478,0.3803762,0.2942946,-0.0860816
42,0.80038774,0.73917204,"('unreliable', 'reliable')",-2.5504916,-2.4565644,-0.8750519,-0.8586962,0.0163557
43,-0.09887827,-0.055523295,"('irresponsible', 'responsible')",0.93346095,1.0633065,0.4172913,0.5038916,0.0866003
44,-0.25147408,-0.12622964,"('prejudiced', 'unprejudiced')",-1.7012725,-1.587691,-0.9763733,-0.8569603,0.119413
45,0.6518671,0.25368217,"('incompetent', 'competent')",0.15610157,0.12729268,0.4039843,0.1904874,-0.2134969
46,0.11072847,0.0015341043,"('uncompetitive', 'competitive')",-0.33301798,-0.22692032,-0.1111448,-0.1126931,-0.0015483
47,0.11174518,0.15412538,"('stupid', 'smart')",5.050649,5.117033,2.5811973,2.6355791,0.0543818
48,-0.33648288,-0.29077196,"('unintelligent', 'intelligent')",0.098154545,0.15279381,-0.1191642,-0.0689891,0.0501751
49,-0.43533963,-0.18576619,"('unable', 'able')",-0.84110314,-0.67973274,-0.6382214,-0.4327495,0.2054719
50,0.32051593,0.30407378,"('clumsy', 'skillful')",-0.41259152,-0.48223403,-0.0460378,-0.0890801,-0.0430423
51,0.062597275,-0.15604293,"('uneducated', 'educated')",0.39528173,0.328318,0.2289395,0.0861375,-0.142802
52,-0.6269853,-0.54669297,"('irrational', 'rational')",-0.45372486,-0.5129753,-0.5403551,-0.5298342,0.0105209
53,-0.95051277,-1.108664,"('uncreative', 'creative')",0.32749552,0.2830162,-0.3115086,-0.4128239,-0.1013153
54,-0.4670458,-0.50809497,"('incapable', 'capable')",0.6596473,0.54540306,0.0963007,0.018654,-0.0776467
55,0.41344282,0.29014665,"('incompetent', 'clever')",0.35621834,0.5359112,0.3848306,0.4130289,0.0281983
56,0.8996252,0.6824043,"('impractical', 'practical')",0.41790032,0.5755178,0.6587628,0.628961,-0.0298018
57,-0.043989055,-0.46533126,"('unimaginative', 'imaginative')",-2.7881126,-2.7872298,-1.4160508,-1.6262805,-0.2102297
58,0.36616918,0.26254264,"('undiscriminating', 'discriminating')",0.41144025,0.47862288,0.3888047,0.3705828,-0.0182219
59,0.13541427,0.29794586,"('foolish', 'wise')",-0.03773315,-0.068517715,0.0488406,0.1147141,0.0658735
60,0.47132364,0.5342996,"('inefficient', 'efficient')",0.27291846,0.69197565,0.372121,0.6131376,0.2410166
61,-0.16173881,-0.33812064,"('illogical', 'logical')",0.2750255,0.1141051,0.0566433,-0.1120078,-0.1686511
62,1.0462973,1.2059001,"('incompetent', 'brilliant')",0.3333451,0.6479068,0.6898212,0.9269034,0.2370822
63,-0.3342451,-0.24107459,"('unperceptive', 'insightful')",0.39826348,0.5824452,0.0320092,0.1706853,0.1386761
64,0.55102956,0.50494903,"('shy', 'confident')",-5.5984535,-5.292401,-2.5237119,-2.3937259,0.129986
65,-0.12443997,-0.25866646,"('insecure', 'secure')",0.5245352,0.5623993,0.2000476,0.1518664,-0.0481812
66,-0.05102347,-0.14441028,"('inactive', 'active')",0.46586034,0.32905358,0.2074184,0.0923216,-0.1150968
67,0.69234836,0.7547926,"('doubtful', 'determined')",-0.10975532,0.008230306,0.2912965,0.3815114,0.0902149
68,-1.0487629,-0.9209568,"('dependent', 'independent')",-1.7582687,-1.6428982,-1.4035158,-1.2819275,0.1215883
69,0.79469466,0.99720585,"('lazy', 'industrious')",-1.0448573,-0.98239803,-0.1250813,0.0074039,0.1324852
70,0.6205572,0.41448814,"('lethargic', 'energetic')",0.7206299,0.68449444,0.6705935,0.5494913,-0.1211022
71,-0.12380914,-0.07236903,"('diffident', 'self-confident')",0.24564706,0.22963455,0.060919,0.0786328,0.0177138
72,-0.7436044,-0.63561296,"('unambitious', 'ambitious')",-0.17833173,-0.12673381,-0.4609681,-0.3811734,0.0797947
73,0.94084275,1.0751919,"('helpless', 'self-reliant')",-3.3714004,-3.1450427,-1.2152789,-1.0349255,0.1803534
74,0.7472943,0.6157857,"('undedicated', 'dedicated')",0.23857062,0.26937312,0.4929325,0.4425794,-0.0503531
75,0.4096996,0.43202275,"('meek', 'impulsive')",-0.7061051,-0.68751353,-0.1482028,-0.1277454,0.0204574
76,0.48564574,0.42279795,"('anxious', 'daring')",0.100265324,0.26623732,0.2929555,0.3445176,0.0515621
77,-0.5290224,-0.39715505,"('unmotivated', 'motivated')",-1.0981683,-0.8733913,-0.8135953,-0.6352732,0.1783221
78,-0.87110865,-0.73483497,"('nonresilient', 'resilient')",-0.24782833,-0.11722275,-0.5594685,-0.4260288,0.1334397
79,-0.46621993,-0.5948569,"('wavering', 'unwavering')",-0.30435282,-0.51708704,-0.3852864,-0.555972,-0.1706856
80,0.68894136,0.6373839,"('dominated', 'dominating')",-0.43109864,-0.31259903,0.1289214,0.1623924,0.033471
81,0.9417618,0.95951754,"('submissive', 'aggressive')",-0.07986593,0.061239265,0.4309479,0.5103784,0.0794305
82,-0.43428484,-0.60814786,"('poor', 'rich')",5.475523,5.229514,2.5206192,2.3106833,-0.2099359
83,0.37167937,0.41553277,"('powerless', 'powerful')",-1.1716069,-1.1916311,-0.3999638,-0.3880492,0.0119146
84,0.6155002,0.5565742,"('inferior', 'superior')",0.3906362,0.37575758,0.5030682,0.4661659,-0.0369023
85,-0.06346518,0.1420192,"('insignificant', 'prestigious')",-0.9390863,-1.0350893,-0.5012758,-0.446535,0.0547408
86,-0.7743025,-1.0465965,"('uninfluential', 'influential')",-0.19830057,-0.3445623,-0.4863015,-0.6955794,-0.2092779
87,0.8795106,0.92599463,"('unsuccessful', 'successful')",0.65897954,0.69587445,0.769245,0.8109345,0.0416895
88,-0.31979185,-0.2388792,"('low', 'eminent')",-0.34932232,-0.45453718,-0.3345571,-0.3467082,-0.0121511
