,amcor_male,amcor_female,tuple,plc_male,plc_female,average_male,average_female,female-male
0,-0.40178618,-0.35446736,"('unsociable', 'sociable')",-0.39441174,-0.46198207,-0.3980989,-0.4082247,-0.0101258
1,-0.91846,-1.0012201,"('unfriendly', 'friendly')",2.3504968,2.1382174,0.7160184,0.5684987,-0.1475197
2,0.22170198,0.23991902,"('unlikable', 'likable')",0.41774726,0.43256152,0.3197246,0.3362403,0.0165157
3,-0.5123881,-0.3753916,"('repellent', 'pleasant')",-0.61001754,-0.59379494,-0.5612028,-0.4845933,0.0766095
4,0.12020546,0.16110095,"('disliked', 'liked')",-2.747462,-2.4582818,-1.3136283,-1.1485904,0.1650379
5,-0.72794265,-0.7740217,"('distant', 'outgoing')",0.7190731,0.64474136,-0.0044348,-0.0646402,-0.0602054
6,-1.261126,-1.2904218,"('distant', 'open')",0.7851702,0.6642169,-0.2379779,-0.3131025,-0.0751246
7,0.51309144,0.63091856,"('insensitive', 'sensitive')",0.48186174,0.44740215,0.4974766,0.5391604,0.0416838
8,-0.67160803,-0.7891029,"('unaffectionate', 'affectionate')",1.187289,0.94505787,0.2578405,0.0779775,-0.179863
9,-0.68196267,-0.75478,"('unaffectionate', 'caring')",1.3990166,1.2034491,0.358527,0.2243346,-0.1341924
10,-0.13077153,-0.026239805,"('unsympathetic', 'sympathetic')",-0.47687095,-0.4599397,-0.3038212,-0.2430898,0.0607314
11,-0.65880394,-0.60783195,"('unhelpful', 'helpful')",0.51534396,0.40820014,-0.07173,-0.0998159,-0.0280859
12,-0.55115515,-0.42907932,"('unsupportive', 'supportive')",-0.5622286,-0.5254329,-0.5566919,-0.4772561,0.0794358
13,-0.41887763,-0.3156173,"('impolite', 'polite')",-0.9688402,-0.9701403,-0.6938589,-0.6428788,0.0509801
14,0.77400136,0.8281557,"('antisocial', 'social')",0.5098118,0.5970518,0.6419066,0.7126037,0.0706971
15,0.10255122,-0.0044204816,"('boring', 'funny')",0.067573175,0.0076223314,0.0850622,0.0016009,-0.0834613
16,-0.60934883,-0.6122643,"('unpopular', 'popular')",0.013035998,-0.099133655,-0.2981564,-0.355699,-0.0575426
17,-0.3738939,-0.31205362,"('nasty', 'nice')",-1.1232481,-1.1886686,-0.748571,-0.7503611,-0.0017901
18,-1.5432069,-1.5185881,"('disagreeable', 'welcoming')",-0.7880887,-0.92387927,-1.1656477,-1.2212336,-0.0555859
19,-1.7842826,-1.774007,"('inhospitable', 'hospitable')",-0.23709893,-0.34562278,-1.0106907,-1.0598149,-0.0491242
20,0.021949517,0.08112031,"('rough', 'thoughtful')",0.98547924,0.92848873,0.5037144,0.5048045,0.0010901
21,-0.07027805,0.0647396,"('immoral', 'moral')",-1.3754795,-1.2804406,-0.7228788,-0.6078505,0.1150283
22,-0.0247736,-0.035356704,"('untrustworthy', 'trustworthy')",-0.31205398,-0.34363315,-0.1684138,-0.1894949,-0.0210811
23,-1.0128728,-1.0319065,"('insincere', 'sincere')",2.9264085,2.4987183,0.9567679,0.7334059,-0.223362
24,0.23694284,0.23847346,"('dishonest', 'honest')",0.5965196,0.5000553,0.4167312,0.3692644,-0.0474668
25,-0.5080448,-0.6010219,"('egoistic', 'altruistic')",1.4439807,1.3002448,0.467968,0.3496115,-0.1183565
26,0.8175608,0.72192895,"('hardhearted', 'benevolent')",3.051616,2.9339507,1.9345884,1.8279397,-0.1066487
27,0.46850747,0.3512366,"('hardhearted', 'softhearted')",0.6133091,0.19915493,0.5409083,0.2751958,-0.2657125
28,-0.7973568,-0.8195294,"('disloyal', 'loyal')",0.9373754,0.80954695,0.0700093,-0.0049912,-0.0750005
29,-0.22387235,-0.20608455,"('unfair', 'fair')",-0.12122898,-0.26654324,-0.1725507,-0.2363139,-0.0637632
30,0.630217,0.6599286,"('intolerant', 'tolerant')",0.32089955,0.31516796,0.4755583,0.4875483,0.01199
31,-0.918205,-0.8617525,"('evil', 'good')",0.5170906,0.4999842,-0.2005572,-0.1808842,0.019673
32,-0.14214648,-0.17984214,"('unkind', 'kind')",0.4356759,0.2203021,0.1467647,0.02023,-0.1265347
33,-0.018831022,-0.1396259,"('wrong', 'right')",0.4052589,0.27460587,0.1932139,0.06749,-0.1257239
34,0.11672908,0.2736516,"('mean', 'honorable')",2.8043625,2.6903298,1.4605458,1.4819907,0.0214449
35,0.28737417,0.13959664,"('corrupt', 'incorrupt')",0.12222996,-0.019723674,0.2048021,0.0599365,-0.1448656
36,-0.3397588,-0.44893456,"('hostile', 'amicable')",1.3745631,1.1689707,0.5174022,0.3600181,-0.1573841
37,0.44147462,0.4744069,"('fake', 'genuine')",0.6686065,0.62056446,0.5550406,0.5474857,-0.0075549
38,-0.7818699,-0.7625768,"('untruthful', 'truthful')",0.31925684,0.32933307,-0.2313065,-0.2166219,0.0146846
39,0.37378693,0.44250745,"('exploitative', 'cooperative')",0.28210205,0.29879257,0.3279445,0.37065,0.0427055
40,-0.35121483,-0.35254213,"('stingy', 'generous')",-0.8313168,-0.9365615,-0.5912658,-0.6445518,-0.053286
41,-0.18975821,-0.12479969,"('unforgiving', 'forgiving')",0.59405243,0.5359411,0.2021471,0.2055707,0.0034236
42,0.34156877,0.49880522,"('unreliable', 'reliable')",-1.2157277,-1.0491236,-0.4370795,-0.2751592,0.1619203
43,-0.05286132,0.04567348,"('irresponsible', 'responsible')",0.90674865,0.8866841,0.4269437,0.4661788,0.0392351
44,-0.22941697,-0.20511475,"('prejudiced', 'unprejudiced')",-1.640956,-1.5753073,-0.9351865,-0.890211,0.0449755
45,0.23408031,0.3613233,"('incompetent', 'competent')",1.2544972,1.2865124,0.7442887,0.8239179,0.0796292
46,-0.07727141,0.069662414,"('uncompetitive', 'competitive')",-0.5277028,-0.48352888,-0.3024871,-0.2069332,0.0955539
47,-0.09902407,-0.030834578,"('stupid', 'smart')",3.6051207,3.464994,1.7530483,1.7170796,-0.0359687
48,0.51785886,0.58766085,"('unintelligent', 'intelligent')",-0.060758203,0.006593872,0.2285503,0.2971274,0.0685771
49,-0.4336849,-0.31627524,"('unable', 'able')",-0.5705831,-0.48746723,-0.502134,-0.4018712,0.1002628
50,-0.06525395,-0.16553375,"('clumsy', 'skillful')",-0.26063433,-0.44060642,-0.1629441,-0.3030701,-0.140126
51,-0.90734386,-0.88866955,"('uneducated', 'educated')",-0.23567048,-0.2687985,-0.5715072,-0.578734,-0.0072268
52,-0.58508277,-0.78055924,"('irrational', 'rational')",0.17216752,-0.045190632,-0.2064576,-0.4128749,-0.2064173
53,-1.3522134,-1.3416834,"('uncreative', 'creative')",1.317139,1.182757,-0.0175372,-0.0794632,-0.061926
54,-0.83285385,-0.8960228,"('incapable', 'capable')",0.50376767,0.38353032,-0.1645431,-0.2562462,-0.0917031
